k,cum_mean_std_all,cum_mean_std_mid
1,0.11552136,0.121166915
2,0.11462474,0.12142849
3,0.107038975,0.10930225
4,0.10378399,0.10209158
5,0.10006446,0.09742354
6,0.096722536,0.09301186
7,0.09531052,0.092105635
8,0.093769014,0.09055027
9,0.09240791,0.089053385
10,0.09193619,0.08879544
11,0.091510795,0.0885942
12,0.09128615,0.088669516
13,0.09082066,0.088054046
14,0.090169564,0.087279595
15,0.08992993,0.08710443
16,0.09022386,0.08778122
17,0.091332026,0.08953994
18,0.091890305,0.09028102
19,0.092217505,0.090694554
20,0.09241348,0.0911637
21,0.09227402,0.09119397
22,0.091960646,0.09084905
23,0.09192071,0.091040395
24,0.09172698,0.09090624
25,0.0917591,0.091170914
26,0.091986254,0.091556504
27,0.092184596,0.09200263
28,0.09247335,0.092496164
29,0.09255422,0.09262445
30,0.0926402,0.09283502
31,0.09280445,0.09322929
32,0.0929371,0.09353429
33,0.092940554,0.09356425
34,0.09284697,0.093606904
35,0.09292369,0.09374347
36,0.0929933,0.09361377
37,0.093529604,0.09424382
38,0.09338604,0.09406036
39,0.093070954,0.09344769
40,0.092716455,0.09273096
41,0.092322156,0.092101306
42,0.09163608,0.091211714
43,0.09321456,0.09278712
44,0.09287851,0.09244884
45,0.09250539,0.091941334
46,0.09211243,0.0912171
47,0.09187841,0.09092002
48,0.091654085,0.090618074
49,0.091362104,0.090249635
50,0.09114037,0.09006426
51,0.09102065,0.08994951
52,0.09078552,0.08961849
53,0.090708,0.08953281
54,0.09050136,0.08934298
55,0.09045436,0.08929827
56,0.090350285,0.08917935
57,0.09012248,0.088877216
58,0.08990871,0.088687725
59,0.08967392,0.08842054
60,0.08950093,0.08821898
61,0.08937652,0.08805928
62,0.08957925,0.088057294
63,0.08925999,0.08768367
64,0.08904664,0.08744307
65,0.08867097,0.087046385
66,0.0885227,0.08695447
67,0.08843757,0.086870596
68,0.08830449,0.08671734
69,0.08809638,0.086518064
70,0.08795147,0.0863891
71,0.08774211,0.08614694
72,0.087583,0.08601043
73,0.08746394,0.085886285
74,0.08753381,0.08598415
75,0.08755608,0.08608019
76,0.08763752,0.08620987
77,0.08755693,0.08619711
78,0.08752664,0.08626044
79,0.08745702,0.0862084
80,0.08742555,0.08619731
81,0.08730617,0.08612439
82,0.08724998,0.08606865
83,0.08719083,0.08603722
84,0.08711537,0.085982144
85,0.08702433,0.0858892
86,0.08695855,0.085807435
87,0.08689796,0.085759714
88,0.086996384,0.08592779
89,0.08703326,0.08603303
90,0.087056056,0.08612965
91,0.087159514,0.08630265
92,0.08717084,0.08636842
93,0.08716206,0.08643054
94,0.08711145,0.08642597
95,0.08702541,0.08632805
96,0.08711922,0.08633417
97,0.08710696,0.08627869
98,0.08719992,0.0864313
99,0.087092474,0.0862046
100,0.08696651,0.08598109
101,0.0867518,0.08567827
102,0.08665343,0.08553417
103,0.08655392,0.0853928
104,0.08648635,0.085292414
105,0.08641197,0.08522485
106,0.08631412,0.08508244
107,0.08618964,0.08490363
108,0.08604371,0.0847066
109,0.08596667,0.08463567
110,0.085871525,0.084527485
111,0.08583765,0.08448055
112,0.08590853,0.084571324
113,0.08591448,0.08461416
114,0.0859143,0.084627405
115,0.0860106,0.08475978
116,0.086066514,0.08484278
117,0.086088255,0.08486655
118,0.08594195,0.08469723
119,0.08586207,0.08460712
120,0.085784204,0.08451476
121,0.08570661,0.08442819
122,0.08560251,0.08431071
123,0.08551664,0.08417621
124,0.08537482,0.084015496
125,0.08533659,0.083983675
126,0.08522915,0.08384056
127,0.08526908,0.08389639
128,0.08530239,0.08393827
129,0.08535982,0.08402949
130,0.085393585,0.08412484
131,0.08538448,0.08411851
132,0.08536865,0.08413422
133,0.08536984,0.084148854
134,0.08538474,0.084155716
135,0.08534646,0.08409048
136,0.08529407,0.08405405
137,0.08518706,0.083921134
138,0.08507714,0.083793685
139,0.084936514,0.08365155
140,0.08538674,0.084123
141,0.085210636,0.08393163
142,0.08508561,0.08380505
143,0.08495352,0.08365268
144,0.08482487,0.08351944
145,0.085001506,0.083806224
