step,per_step_all,per_step_mid
0,0.13541783,0.1486733
1,0.14336196,0.15714744
2,0.13854277,0.15713039
3,0.13780479,0.15639883
4,0.1531301,0.1821236
5,0.11408436,0.122003324
6,0.12601794,0.14080718
7,0.11474206,0.12922066
8,0.11542861,0.12339084
9,0.08237623,0.07411656
10,0.08504118,0.08723646
11,0.11009943,0.11849394
12,0.12259442,0.13979326
13,0.14116137,0.1628243
14,0.16580218,0.20050548
15,0.18259588,0.22111472
16,0.15383805,0.18688668
17,0.17558733,0.2215494
18,0.19008106,0.2351614
19,0.20451714,0.2202395
20,0.21486747,0.2401755
21,0.18514538,0.18914066
22,0.13015842,0.13423875
23,0.12364852,0.12504157
24,0.11989371,0.12757613
25,0.15744358,0.18412471
26,0.14719649,0.16363347
27,0.11686666,0.12792099
28,0.11378961,0.12078157
29,0.09021864,0.091665976
30,0.12945181,0.14257337
31,0.15037894,0.18126345
32,0.183957,0.22602968
33,0.17810656,0.22035141
34,0.11385948,0.1120018
35,0.15734291,0.18475185
36,0.17842901,0.22088276
37,0.16591391,0.19485646
38,0.16760367,0.16778116
39,0.15748443,0.16809164
