step,head_agreement
0,
1,0.19812764
2,0.13472721
3,0.22518075
4,0.19864935
5,0.25715485
6,0.28344244
7,0.31656644
8,0.30269185
9,0.3180919
10,0.36776996
11,0.3006441
12,0.31231043
13,0.2332698
14,0.27219892
15,0.3894195
16,0.3684312
17,0.32537138
18,0.4097754
19,0.4298535
20,0.32493386
21,0.41613096
22,0.43875024
23,0.38538766
24,0.41883054
25,0.4364655
26,0.35526183
27,0.21199565
28,0.41218287
29,0.4354914
30,0.4445055
31,0.4510397
32,0.439195
33,0.4427824
34,0.36669773
35,0.45277247
36,0.44685498
37,0.4403223
38,0.3848392
39,0.43574482
40,0.42469597
41,0.37201464
42,0.40938586
43,0.4549088
44,0.29642886
45,0.3516916
46,0.31141973
47,0.31777537
48,0.26720363
49,0.3125248
50,0.2841855
51,0.35753405
52,0.4380388
53,0.30058035
54,0.2955889
55,0.39949092
56,0.30975938
57,0.41850984
58,0.4919113
59,0.47150746
60,0.39354223
61,0.41688105
62,0.4249723
63,0.4544423
64,0.42634
65,0.44345886
66,0.4545162
67,0.42712417
68,0.42829958
69,0.39936692
70,0.4444476
71,0.34745908
72,0.3186006
73,0.32119238
74,0.36592272
75,0.17914443
76,0.20188734
77,0.2960898
78,0.30218667
79,0.3053098
80,0.3381075
81,0.32084146
82,0.3361282
83,0.32174906
84,0.36117774
85,0.24481037
86,0.29831538
87,0.33786252
88,0.39644834
89,0.29901296
90,0.29463392
91,0.24432895
92,0.31341013
93,0.2723074
94,0.32982844
95,0.35709
96,0.27702972
97,0.27828166
98,0.32079312
99,0.27985013
100,0.19533819
101,0.25102
102,0.18326665
103,0.12427343
