step,token_id,decoded
1,28741,A
2,3341,map
3,349,is
4,264,a
5,9283,representation
6,302,of
7,264,a
8,2970,ge
9,21623,ographical
10,2698,area
11,28725,","
12,8102,showing
13,4190,features
14,1259,such
15,390,as
16,15014,roads
17,28725,","
18,16824,boundaries
19,28725,","
20,304,and
21,9401,bodies
22,302,of
23,2130,water
24,28723,.
25,661,It
26,541,can
27,835,also
28,2904,represent
29,799,other
30,1871,information
31,28725,","
32,1259,such
33,390,as
34,9896,elev
35,352,ation
36,442,or
37,4889,population
38,8353,density
39,28723,.
40,351,M
41,1882,aps
42,460,are
43,1307,used
44,354,for
45,264,a
46,6677,variety
47,302,of
48,10700,purposes
49,28725,","
50,2490,including
51,18132,navigation
52,28725,","
53,7394,planning
54,28725,","
55,304,and
56,3332,research
57,28723,.
58,2,</s>
