step,entropy
0,
1,0.28996915
2,0.30918398
3,0.24650796
4,1.8216894
5,0.4493083
6,0.6336423
7,1.6539952
8,0.6786045
9,0.51190364
10,1.5587926
11,3.3876147
12,1.0668652
13,0.3025793
14,0.0009515185
15,2.2687423
16,0.016841589
17,1.8669565
18,0.014664564
19,1.6945541
20,1.4120185
21,0.0021783968
22,0.0018304694
23,0.30029705
24,1.1525426
25,1.2855527
26,0.5305404
27,1.3014009
28,0.87519085
29,2.1039667
30,0.13594885
31,0.5620536
32,0.002480901
33,2.2343771
34,0.06465913
35,0.6482994
36,0.67702913
37,1.1232287
38,0.28612512
39,1.1411352
40,0.0013746922
41,0.9159217
42,1.5159621
43,0.14028095
44,1.3208461
45,0.3092026
46,0.002093452
47,0.005774548
48,0.006952696
49,0.028044973
50,0.22921409
51,0.30618256
52,0.87099123
53,0.0065845703
54,0.083331436
55,1.24288
56,0.023378566
57,0.70599854
