0.10825231,0.046574358,0.044401556,0.07609037,0.13200869,0.09732072,0.103870556,0.102488,0.13996409,0.044685446,0.03349897,0.12721363,0.10043482,0.11061996,0.047588706,0.047619436,0.124400936,0.21777502,0.13511778,0.057984944,0.03758586,0.0324533,0.18234679,0.21240067,0.041012067,0.058561508,0.056561388,0.16464846,0.027339961,0.06703852,0.05630102,0.10079087,0.13111891,0.049760148,0.056578405,0.051098987,0.10385316,0.039223224,0.07448491,0.1438222,0.09893081,0.059703767,0.096747376,0.052285522,0.040108047,0.0293619,0.074033916,0.07838969
0.021264331,0.02373073,0.016484857,0.04740158,0.0979112,0.06687876,0.09587284,0.14200236,0.13779943,0.034104254,0.06937258,0.1295868,0.09504003,0.06944379,0.056271914,0.034014545,0.10727773,0.10942026,0.17524585,0.092448376,0.08474595,0.029555893,0.057386585,0.050675187,0.04283284,0.039847948,0.07929805,0.08027306,0.044791423,0.050918426,0.038731545,0.10902504,0.062004812,0.05546826,0.09142604,0.056773905,0.06770062,0.09160865,0.10916122,0.10773878,0.09380224,0.07789068,0.05668009,0.033429082,0.06323936,0.06337501,0.14062136,0.07203495
0.07662163,0.07265766,0.03815308,0.11950135,0.14475515,0.096299686,0.22373343,0.2724198,0.25117338,0.051284913,0.0938428,0.2612015,0.16980764,0.17349821,0.12665103,0.10891299,0.20262556,0.18165013,0.1931599,0.08208436,0.09795205,0.06053144,0.09348156,0.2002976,0.12596676,0.105049886,0.119687065,0.20573762,0.110003605,0.16222684,0.13339965,0.058521964,0.21973087,0.17401572,0.14615445,0.17050901,0.071052074,0.11541507,0.13957508,0.08662495,0.09623962,0.04888514,0.12901714,0.18392925,0.12304245,0.09452275,0.09018885,0.13814148
0.22055951,0.06162762,0.08704728,0.19320785,0.12773052,0.13392438,0.12296278,0.12186609,0.16152534,0.10720954,0.05916708,0.115780205,0.060433585,0.09655612,0.05429791,0.03983375,0.14662895,0.10955129,0.08212928,0.031961616,0.04188446,0.044502504,0.17823197,0.19960536,0.11689544,0.17114517,0.14374316,0.2412688,0.08658762,0.14969923,0.082413696,0.10870137,0.14472282,0.13801914,0.073354505,0.18736912,0.23592739,0.10688713,0.18193842,0.13413702,0.100070395,0.05590415,0.1205025,0.13255097,0.09953725,0.10914156,0.22125803,0.20144437
0.21397033,0.1341079,0.078557424,0.1242893,0.1373178,0.12303235,0.2283788,0.3529451,0.2775311,0.3254648,0.11981535,0.2077285,0.14695531,0.0970289,0.08561191,0.09122327,0.15499136,0.21901655,0.11562702,0.06055308,0.04874383,0.106730215,0.16104218,0.21181408,0.18568848,0.40859392,0.16620164,0.22722895,0.1749342,0.14791307,0.13245471,0.16503945,0.34728712,0.12935956,0.07338332,0.13347442,0.14762005,0.124845535,0.29812592,0.26241308,0.2154815,0.28617993,0.0692751,0.06476709,0.057413038,0.17461991,0.18853217,0.22162484
0.05477292,0.05937374,0.03283695,0.025845567,0.050439246,0.06461656,0.12779793,0.12607671,0.030081948,0.1436034,0.04860813,0.006304016,0.0125825545,0.014049642,0.006878732,0.031363808,0.019826945,0.043144792,0.019225111,0.019845184,0.021736326,0.03641955,0.076044284,0.04466334,0.09230704,0.14374481,0.11773607,0.100344256,0.08353515,0.06490011,0.04847596,0.055090167,0.061006848,0.05371539,0.04281653,0.028590143,0.04962512,0.071347356,0.12832588,0.2392488,0.19371967,0.11606542,0.034331013,0.035128273,0.021874098,0.060168564,0.0989101,0.036108527
0.26555246,0.15818356,0.11956481,0.09830901,0.46387333,0.21712163,0.2645639,0.33816382,0.22859298,0.5272995,0.014266045,0.009015997,0.0077266246,0.014998346,0.0027200764,0.030058406,0.010920798,0.105584875,0.025727239,0.013068358,0.042580217,0.08698914,0.11326562,0.41161424,0.42932448,0.3378176,0.4156256,0.42527312,0.3195557,0.27318904,0.26461694,0.26901618,0.2955089,0.25547123,0.27860615,0.3834448,0.22561875,0.1634454,0.44053328,0.6085965,0.5265233,0.38876042,0.14400281,0.23554625,0.20324254,0.2707913,0.34680435,0.2665287
0.052657463,0.03263859,0.07189983,0.08154911,0.20485118,0.07747261,0.17540881,0.11728298,0.064778544,0.13904089,0.06683344,0.07730968,0.03272127,0.025050474,0.042763934,0.077169254,0.053555395,0.06212258,0.058774166,0.03561131,0.028516546,0.053024255,0.084298305,0.06132033,0.066528805,0.040194392,0.058714833,0.05899915,0.061458856,0.045663644,0.046694726,0.06628609,0.077717304,0.04324497,0.029904697,0.066696055,0.059952177,0.030232826,0.08738369,0.09925585,0.077564195,0.1746258,0.059327476,0.00932035,0.010816662,0.03217443,0.06851129,0.039759718
0.0734486,0.0750205,0.017656256,0.028776664,0.024055395,0.026141772,0.08038793,0.07177954,0.079236716,0.02722336,0.06093136,0.13123874,0.09920607,0.10277433,0.083692,0.048525587,0.13867071,0.13616462,0.20632035,0.082276255,0.07134069,0.024545463,0.034919877,0.03751023,0.032666367,0.05532327,0.05370856,0.039502803,0.043115497,0.08029097,0.05889171,0.027874565,0.049673397,0.07988144,0.048833113,0.083245024,0.05320082,0.074753664,0.06916828,0.040891353,0.049556877,0.041860513,0.025120057,0.03684157,0.051136263,0.07573569,0.11304953,0.026194587
0.029364597,0.023327814,0.13972013,0.08048346,0.116230294,0.12988344,0.27675098,0.20526788,0.1400152,0.14997546,0.02667514,0.09259604,0.017432213,0.011798974,0.016988186,0.030367576,0.054789227,0.080856174,0.07860211,0.023488583,0.0165528,0.025069198,0.08444308,0.24532527,0.11720034,0.08699252,0.12927642,0.20972303,0.09291551,0.120053895,0.09126791,0.05735824,0.062410824,0.1042236,0.06424735,0.11469966,0.109773986,0.1016585,0.1199256,0.14209871,0.17813267,0.072452314,0.13318636,0.045153227,0.033191655,0.06739182,0.06749397,0.08157159
