0.28114283,0.20976031,0.22589178,0.20380397,0.24735583,0.29370928,0.1861303,0.18240248,0.16748893,0.24684884,0.29322702,0.3857854,0.26907867,0.26453248,0.27283627,0.23420098,0.22487274,0.32947034,0.27590328,0.21720377,0.23628037,0.25354406,0.16858123,0.2050157,0.2425449,0.19101925,0.20531477,0.27983713,0.14894493,0.19709407,0.12064558,0.22795038,0.15809235,0.1845789,0.25372154,0.18738462,0.20239453,0.21029346,0.14730676,0.20447917,0.26328903,0.2648434,0.17875446,0.17870618,0.24513443,0.29979736,0.43965682,0.40214458,0.3613284,0.34053376,0.42908016,0.23077302,0.2846601,0.27083474,0.27043006,0.24007413,0.21282908,0.23151039,0.26929152,0.38556486,0.19365785,0.135252,0.22187047,0.3032056,0.2212604,0.1460709,0.15451026,0.1487378,0.26424554,0.29400304,0.3176483,0.342548,0.38295764,0.26904532,0.32711145,0.31347707,0.3173575,0.23847392,0.21102221,0.20142376,0.18692504,0.13233602,0.14814988,0.2192266,0.11664423,0.15683253,0.14796078,0.30325443,0.21130227,0.19962873,0.1569202,0.16368584,0.16013336,0.21344884,0.18875737,0.27157298,0.24753435,0.27374026,0.32171974,0.33986464,0.3745106,0.2098774,0.36115825,0.28040016,0.22728762,0.32802236,0.3075184,0.2325278,0.06145265,0.31887957,0.28101954,0.13868438
0.6431637,0.60669535,0.30394185,0.30367634,0.45090047,0.499406,0.34196508,0.72470236,0.42518264,0.33292156,0.27177027,0.31201816,0.18744123,0.28165478,0.33896393,0.43269816,0.37697354,0.41240454,0.2778668,0.21968482,0.3036665,0.36782444,0.48704052,0.47017387,0.33185852,0.21423522,0.25854024,0.33449677,0.3215269,0.698439,0.4414563,0.39169964,0.4633694,0.34867224,0.7770955,0.32428098,0.38586023,0.34040755,0.33688053,0.37037182,0.27472827,0.29393935,0.2227297,0.28552935,0.35666722,0.27516827,0.38289616,0.35820866,0.35160318,0.23382568,0.29596305,0.36931977,0.35252446,0.28939113,0.22423801,0.2508475,0.2945361,0.30520415,0.29683268,0.3796286,0.20717376,0.35708344,0.23814222,0.38030317,0.59185696,0.5364136,0.34708133,0.3052616,0.45202023,0.35921103,0.43018904,0.46109754,0.3302659,0.38632503,0.35350922,0.40046442,0.42789805,0.42680004,0.35820332,0.39910695,0.2291427,0.51678973,0.4635244,0.72237504,0.5111177,0.53961235,0.47948045,0.4148128,0.38092977,0.6039984,0.4325336,0.53924507,0.40987644,0.46043026,0.5532274,0.47696987,0.4945924,0.7362518,0.50539243,0.79927665,0.70923394,0.5410047,0.8371662,0.6794597,0.62670714,0.893976,0.835262,0.71187955,0.42256436,0.7245035,0.75179976,0.46051556
0.14954612,0.25442243,0.19925874,0.19464058,0.22411212,0.24804157,0.26006615,0.2664827,0.26030442,0.25906858,0.28519836,0.28483397,0.24005704,0.28826088,0.25507182,0.30217162,0.26426795,0.3694061,0.32245454,0.32112068,0.33908537,0.3109689,0.24153638,0.31688806,0.31160504,0.30264434,0.2857095,0.2884844,0.33324578,0.37211427,0.24499975,0.22730048,0.2508058,0.2649118,0.4975112,0.2643535,0.3522209,0.3122729,0.28957307,0.36521098,0.33934113,0.29247004,0.22203526,0.29416206,0.4178068,0.40295544,0.46527284,0.4161089,0.35769898,0.44790745,0.42288244,0.38082913,0.3316062,0.3080469,0.31339282,0.29185787,0.35047022,0.3173829,0.3551137,0.39302573,0.2887837,0.26124752,0.22103016,0.2731801,0.2883424,0.20919195,0.21189551,0.23180607,0.35247678,0.423977,0.30347297,0.40254936,0.41919678,0.3989556,0.43537673,0.3854573,0.43972012,0.34034118,0.26954404,0.273292,0.23931023,0.2793759,0.18310896,0.21213394,0.21784024,0.2566948,0.38087088,0.32474598,0.22613895,0.26137564,0.2853894,0.27842712,0.33058318,0.4668777,0.24688965,0.277641,0.37319192,0.31417283,0.43061247,0.31459123,0.43538722,0.30917037,0.36497846,0.42013484,0.31836843,0.40585765,0.4300305,0.31957456,0.3631513,0.36617243,0.45213392,0.36763543
0.7563386,0.50236356,0.32738113,0.27573702,0.30239615,0.33802578,0.2617468,0.672867,0.3758006,0.41099033,0.46379977,0.30552387,0.2516855,0.2771383,0.22321473,0.3702105,0.41524205,0.551278,0.22790515,0.14236966,0.18629484,0.2110646,0.25295395,0.52072096,0.34080338,0.21091609,0.22616848,0.24776678,0.3242668,0.3839926,0.22147265,0.3403854,0.3124678,0.35705653,0.6303944,0.19088323,0.3397891,0.3255004,0.4392506,0.34569612,0.23523161,0.2287587,0.3294662,0.39310306,0.42840803,0.27717534,0.49824837,0.39021173,0.3525928,0.27897927,0.27976468,0.41107965,0.58834875,0.3540169,0.3549221,0.19443695,0.30575058,0.3188388,0.3764353,0.55182767,0.2771752,0.15640444,0.17294347,0.25878575,0.36881852,0.32530025,0.2613676,0.35499692,0.6678241,0.5539014,0.42906126,0.51335865,0.4816052,0.45466,0.54809076,0.37029865,0.33702293,0.44003707,0.30335793,0.3996992,0.31138527,0.1294267,0.189906,0.40268064,0.4968252,0.3608757,0.2991021,0.5033159,0.34519938,0.7156511,0.44726646,0.29940554,0.35924917,0.31951055,0.4051796,0.5324572,0.22661057,0.35934517,0.4433449,0.28544885,0.43094823,0.3574379,0.5159988,0.28843883,0.45219147,0.63945246,0.5662268,0.3314168,0.25248075,0.5463224,0.31318352,0.25970176
0.24671347,0.35579374,0.17540273,0.1868801,0.25458226,0.23389079,0.2562619,0.3006028,0.24082509,0.24985321,0.3168164,0.365413,0.24905202,0.3262972,0.3146697,0.27383643,0.2107311,0.31893554,0.24732701,0.22482972,0.26255468,0.20342986,0.2425903,0.34144902,0.30937305,0.2635575,0.25838277,0.23481631,0.31021804,0.34793663,0.2562718,0.26665333,0.2904559,0.2851713,0.5094514,0.25489882,0.24516156,0.27833694,0.30225283,0.2884079,0.33334997,0.35463044,0.1666499,0.2203601,0.43523127,0.26490867,0.6794177,0.52508366,0.39438674,0.550661,0.43557158,0.3395488,0.45052528,0.40418476,0.41723573,0.45687166,0.29881474,0.2714649,0.46468982,0.58576506,0.32838807,0.20536652,0.24082018,0.24605179,0.24710698,0.30036393,0.24351226,0.35066655,0.33429122,0.43785727,0.31615105,0.4525537,0.49414256,0.3888112,0.39613274,0.3628912,0.3442939,0.32418254,0.32152674,0.4062326,0.40761876,0.31838828,0.3067351,0.48325127,0.43175834,0.43764246,0.46658602,0.44499937,0.5043988,0.5946579,0.43137026,0.39255092,0.37487024,0.6000131,0.40180296,0.46217233,0.49088523,0.5586453,0.6981216,0.5097222,0.7096128,0.58960783,0.7724376,0.701458,0.5253393,0.6987488,0.5732458,0.58892775,0.54225194,0.5432949,0.6019284,0.426815
0.51349497,0.42945614,0.06648955,0.040725626,0.1875144,0.06129213,0.0842866,0.2573599,0.20046279,0.14497484,0.30710214,0.13470161,0.18667665,0.15652046,0.120199285,0.19823991,0.21522352,0.1840954,0.14616597,0.18770565,0.18007879,0.14590842,0.11816657,0.12573847,0.18772255,0.13408926,0.15916345,0.21448086,0.279742,0.45478618,0.13911931,0.32033378,0.16620548,0.15834808,0.15810853,0.18555775,0.19698109,0.1643609,0.12611501,0.2821256,0.37337497,0.37485135,0.24360166,0.10135132,0.51511145,0.09239154,0.6214144,0.5955941,0.4950886,0.4430807,0.7143581,0.47988054,0.41925755,0.30291185,0.22651626,0.28850976,0.28406665,0.340273,0.48728916,0.6322684,0.3293442,0.18497607,0.062358547,0.33391982,0.19943473,0.09252988,0.07726073,0.23376422,0.2570314,0.26949012,0.4119005,0.35002086,0.43235436,0.25797316,0.08345393,0.27712384,0.21236718,0.4387599,0.3589636,0.4251552,0.37918973,0.47251943,0.13372405,0.47577825,0.47102356,0.39268547,0.37893584,0.3607928,0.18988843,0.34595582,0.26217172,0.32777452,0.17829524,0.18588693,0.34224105,0.25887838,0.20897673,0.28169277,0.24095105,0.23460962,0.35659897,0.11053296,0.35171476,0.44649884,0.51057136,0.46109247,0.2506777,0.15598738,0.16354515,0.107138634,0.24005015,0.56462777
0.66997546,0.4759869,0.21127498,0.2228434,0.34367245,0.36677375,0.3028736,0.52478755,0.32491297,0.30051774,0.40029258,0.27293885,0.3300441,0.3084082,0.30966434,0.3863825,0.29563743,0.4278459,0.30457845,0.44337466,0.4321176,0.39649433,0.22920959,0.16966552,0.42699006,0.37153718,0.4462905,0.38465855,0.61512095,0.45953056,0.16544247,0.29332295,0.27086785,0.27776015,0.1832035,0.25108197,0.3512966,0.25176007,0.14274207,0.33776835,0.36226428,0.4056095,0.38956106,0.152831,0.42838567,0.31642586,0.6482397,0.45565352,0.629866,0.44138196,0.68129426,0.634635,0.52964383,0.45188576,0.32204762,0.29850525,0.47242343,0.550485,0.5978121,0.7570206,0.32526246,0.18913746,0.23988424,0.32306316,0.24195719,0.16645756,0.2236558,0.24333125,0.40681526,0.5311069,0.44569597,0.5254873,0.5584264,0.33695614,0.4346955,0.36631212,0.5347876,0.56431013,0.49322367,0.514341,0.43963468,0.20528063,0.13859746,0.20473498,0.124122195,0.057329856,0.1647116,0.396515,0.40815905,0.5881604,0.3087865,0.1692223,0.13598314,0.1040671,0.23105504,0.25959107,0.22080486,0.24552818,0.2642548,0.18726707,0.10162972,0.026978515,0.1681314,0.121814884,0.11646543,0.18750508,0.3580197,0.13812284,0.07295161,0.1699256,0.31059062,0.3029907
0.3129364,0.28200182,0.14066823,0.20399758,0.054880984,0.17096339,0.14068921,0.14759135,0.36124337,0.17176886,0.24407376,0.12661693,0.23035485,0.12678652,0.13517132,0.3438248,0.135343,0.15541118,0.18156984,0.15379448,0.12437665,0.3559006,0.1323016,0.26823512,0.30331823,0.2289118,0.19236702,0.37222487,0.3104867,0.6408222,0.15184657,0.47598,0.23287423,0.31480363,0.5510714,0.20403205,0.20282796,0.36354098,0.052954808,0.10547494,0.20567852,0.36275643,0.26749653,0.12142669,0.28008083,0.08918966,0.46228012,0.46648806,0.477104,0.625048,0.81877625,0.46487692,0.5530053,0.5502894,0.4734644,0.64936393,0.600617,0.5923436,0.59348446,0.6268778,0.4718254,0.25314286,0.14140455,0.18019077,0.07557035,0.23223494,0.120200485,0.48528814,0.30031562,0.6110655,0.50123787,0.5181188,0.4984332,0.54046726,0.52173245,0.46559957,0.56251246,0.58019704,0.42757854,0.52291465,0.4658686,0.7948607,0.33549666,0.71331805,0.25892058,0.6767553,0.7671217,0.73195493,0.62407666,0.63758725,0.14020501,0.2714476,0.7164384,0.503827,0.7867568,0.6995821,0.78957754,0.84415364,0.61221886,0.58133715,0.84188235,0.35230884,0.8183166,0.76000714,0.83121234,0.82745093,0.4256969,0.5731299,0.4807602,0.44710326,0.73026484,0.5083128
0.6357994,0.6490945,0.3694276,0.36886096,0.63340163,0.41977778,0.38001168,0.5961174,0.2702502,0.3074261,0.327367,0.3523975,0.28395483,0.27377442,0.33124653,0.25448203,0.40933654,0.46100083,0.36411837,0.37171173,0.36640456,0.41812122,0.5969015,0.87129337,0.21146515,0.18428594,0.36829144,0.3041606,0.59277713,0.7324666,0.17045596,0.22206335,0.24835001,0.24211203,0.81624323,0.2373932,0.28778607,0.27786735,0.44493297,0.31698963,0.33786696,0.3232983,0.22769958,0.22468197,0.33253908,0.37188524,0.68693835,0.40358636,0.49575493,0.52208936,0.37321278,0.28804782,0.37083036,0.37162536,0.30072728,0.23061393,0.20336762,0.2525261,0.33345422,0.5890143,0.26178962,0.49761227,0.20290887,0.5915503,0.62626296,0.34161755,0.30198535,0.23520952,0.3550108,0.5335012,0.35433337,0.500111,0.45401517,0.398034,0.44563794,0.5282982,0.6469027,0.40747195,0.28212115,0.34339362,0.29546174,0.67710674,0.45997694,0.7514036,0.61198014,0.8343091,0.52583486,0.5309026,0.40455475,0.35931715,0.39041066,0.5514454,0.48489702,0.28942025,0.6282552,0.61944145,0.53641915,0.3619227,0.57387745,0.52333117,0.65608525,0.26019487,0.3518406,0.53009206,0.4644698,0.6445045,0.73295105,0.5082701,0.35831508,0.40501124,0.30028534,0.74156773
0.48055795,0.44977927,0.29556683,0.22222014,0.26578772,0.3515974,0.20149751,0.49300838,0.391068,0.33633775,0.20528299,0.21258424,0.14588459,0.20751598,0.36566257,0.22489215,0.32584688,0.39138576,0.31285182,0.3984092,0.3049832,0.26631528,0.30351996,0.56865776,0.24194805,0.18315133,0.262825,0.24970712,0.4302787,0.6907466,0.34950602,0.29106122,0.33908144,0.37144977,0.3189862,0.22675207,0.21576177,0.25838113,0.303962,0.25219062,0.32075012,0.3056418,0.1479395,0.18324624,0.3413483,0.41282204,0.40693125,0.2911778,0.36222574,0.4234575,0.42194793,0.28052843,0.24893978,0.27745184,0.20742461,0.22923489,0.25226098,0.23639232,0.30051798,0.5181392,0.24110432,0.472413,0.28885832,0.3148554,0.35407418,0.34659216,0.2275798,0.36883986,0.6107443,0.5311279,0.35630545,0.4934124,0.46485463,0.37729746,0.3886156,0.43226364,0.35107505,0.19927382,0.2757193,0.27962703,0.31278878,0.659127,0.43053833,0.5683927,0.29854035,0.4622071,0.51522285,0.6037866,0.62709844,0.61082256,0.5530032,0.51790786,0.44363967,0.37534392,0.7343504,0.5668481,0.487712,0.555636,0.63090146,0.33793145,0.5879516,0.22719182,0.4910802,0.34111694,0.4881221,0.60414344,0.40325618,0.25291246,0.122973196,0.30370376,0.33276844,0.28295863
