step,head_agreement
0,
1,0.15313081
2,0.25880367
3,0.09060889
4,0.13986433
5,0.14836988
6,0.10845282
7,0.14798889
8,0.31858075
9,0.17235854
10,0.2379133
11,0.24698374
12,0.25537133
13,0.23437722
14,0.2946756
15,0.20574634
16,0.32029316
17,0.24408723
18,0.26399225
19,0.13352819
20,0.2553515
21,0.27827042
22,0.34646237
23,0.35491955
24,0.24851267
25,0.2868629
26,0.4145116
27,0.35841405
28,0.3339173
29,0.35344723
30,0.3140448
31,0.33033508
32,0.40275952
33,0.33556315
34,0.2909237
35,0.35218403
36,0.25773466
37,0.34406257
38,0.3430956
39,0.32407615
40,0.36629215
41,0.29067793
42,0.22840835
43,0.24932264
44,0.3592626
45,0.3148872
46,0.30689913
47,0.21265791
48,0.204891
49,0.26033843
50,0.19201608
51,0.19450277
52,0.20266397
53,0.21369353
54,0.14722246
55,0.22342473
56,0.16882716
57,0.23731914
58,0.18863744
59,0.18862239
60,0.21514736
61,0.20715144
62,0.2594468
63,0.17924847
64,0.14295451
65,0.24511026
66,0.19327873
67,0.23739158
68,0.18305896
69,0.19327499
70,0.20649152
71,0.24100894
72,0.19166122
73,0.2430892
74,0.22431208
75,0.25316012
76,0.21921022
77,0.27847072
78,0.22681643
79,0.22179095
80,0.22699478
81,0.23225842
82,0.33249924
83,0.21353838
84,0.33334893
85,0.17702454
86,0.14702839
87,0.22344045
88,0.21529981
89,0.22369601
90,0.19101757
91,0.16922148
92,0.2272868
93,0.11916521
94,0.17920315
95,0.14304096
96,0.1617095
97,0.12512176
98,0.32559717
99,0.28529894
100,0.255368
101,0.26001802
102,0.24408337
103,0.30405027
104,0.24851005
105,0.28046355
106,0.27317822
107,0.22927958
108,0.22847544
109,0.24211864
110,0.22919913
111,0.24948505
112,0.24644248
113,0.1818579
114,0.20403954
115,0.18477921
116,0.25291568
117,0.24859525
118,0.1731802
119,0.24549644
120,0.1838551
121,0.2178163
122,0.22659287
123,0.21435547
124,0.22135925
125,0.24250086
