step,token_id,decoded
1,2559,To
2,2999,create
3,1032,a
4,12607,delight
5,1775,ful
6,4131,treat
7,29493,","
8,2140,follow
9,1935,these
10,6712,steps
11,29515,:
12,781,"
"
13,781,"
"
14,29508,1
15,29491,.
16,1188,G
17,1991,ather
18,1342,your
19,14274,ingredients
20,29515,:
21,11482,bread
22,29493,","
23,1525,pe
24,1044,an
25,1097,ut
26,12256,butter
27,29493,","
28,1072,and
29,1229,j
30,10753,elly
31,29491,.
32,781,"
"
33,29518,2
34,29491,.
35,22583,Choose
36,1342,your
37,12487,preferred
38,1980,type
39,1070,of
40,11482,bread
41,29493,","
42,1072,and
43,5665,lay
44,1343,out
45,1757,two
46,18109,slic
47,1042,es
48,29491,.
49,781,"
"
50,29538,3
51,29491,.
52,2438,Sp
53,1691,read
54,1164,an
55,1787,even
56,8255,layer
57,1070,of
58,1525,pe
59,1044,an
60,1097,ut
61,12256,butter
62,1124,on
63,1392,one
64,16931,slice
65,29491,.
66,781,"
"
67,29549,4
68,29491,.
69,8768,Care
70,3839,fully
71,6348,apply
72,1032,a
73,8255,layer
74,1070,of
75,1229,j
76,10753,elly
77,1124,on
78,1040,the
79,1567,other
80,16931,slice
81,29491,.
82,781,"
"
83,29550,5
84,29491,.
85,12619,Place
86,1040,the
87,1229,j
88,10753,elly
89,29501,-
90,19641,covered
91,16931,slice
92,1124,on
93,2598,top
94,1070,of
95,1040,the
96,1525,pe
97,1044,an
98,1097,ut
99,12256,butter
100,29501,-
101,19641,covered
102,16931,slice
103,29493,","
104,20851,ensuring
105,1040,the
106,1229,j
107,10753,elly
108,1072,and
109,1525,pe
110,1044,an
111,1097,ut
112,12256,butter
113,1228,are
114,12749,facing
115,2198,each
116,1567,other
117,29491,.
118,781,"
"
119,29552,6
120,29491,.
121,6895,Press
122,15027,gently
123,1066,to
124,6175,ensure
125,1040,the
126,29035,sandwich
127,1117,is
128,1930,well
129,29501,-
130,1099,se
131,5510,aled
132,29491,.
133,781,"
"
134,29555,7
135,29491,.
136,19282,Cut
137,1040,the
138,29035,sandwich
139,1658,di
140,5727,agon
141,1346,ally
142,1065,in
143,3563,half
144,29493,","
145,1281,if
146,12553,desired
147,29491,.
148,781,"
"
149,29551,8
150,29491,.
151,23591,Enjoy
152,1342,your
153,1525,pe
154,1044,an
155,1097,ut
156,12256,butter
157,1072,and
158,1229,j
159,10753,elly
160,29035,sandwich
