step,head_agreement
0,
1,0.20736906
2,0.11126282
3,0.21719089
4,0.25393713
5,0.08103714
6,0.1761642
7,0.19541267
8,0.17125219
9,0.20114438
10,0.18573123
11,0.2833192
12,0.12678663
13,0.21480045
14,0.21117422
15,0.11105975
16,0.22622906
17,0.1351382
18,0.13432768
19,0.18479025
20,0.19501989
21,0.25258058
22,0.19531617
23,0.20306192
24,0.36951712
25,0.46539342
26,0.31207806
27,0.20575596
28,0.22959112
29,0.34319994
30,0.2235264
31,0.14018959
32,0.23313147
33,0.1768758
34,0.14965566
35,0.1601582
36,0.1783718
37,0.23674414
38,0.23349068
39,0.29147235
40,0.19975379
41,0.23195867
42,0.2553086
43,0.19188765
44,0.190536
45,0.28858986
46,0.411226
47,0.28228393
48,0.258493
49,0.28029454
50,0.1866084
51,0.23383406
52,0.26923528
53,0.24364014
54,0.33193362
55,0.25787234
56,0.34678367
57,0.2717729
58,0.359058
59,0.40496305
60,0.41577056
61,0.3865767
62,0.35184243
63,0.3873605
64,0.34669617
65,0.31234214
66,0.3706605
67,0.2971126
68,0.3608362
69,0.37087035
70,0.38586977
71,0.33822358
72,0.3519971
73,0.45004746
74,0.3528032
75,0.29775828
76,0.41870907
77,0.4638494
78,0.42463464
79,0.45597008
80,0.44013333
81,0.3468776
82,0.25978792
83,0.1780425
84,0.27884695
85,0.24917835
86,0.4031013
87,0.37662604
88,0.42151845
89,0.43743336
90,0.42612088
91,0.30643788
92,0.3038207
93,0.27702802
94,0.35953102
95,0.38523066
96,0.14975528
97,0.4447062
98,0.47744808
99,0.42076942
100,0.41382852
101,0.3354512
102,0.30006617
103,0.21698016
104,0.25715354
105,0.39161864
106,0.42826253
107,0.43199214
108,0.45198128
109,0.17248541
110,0.5014116
111,0.38465053
112,0.4211921
113,0.39645872
114,0.4138228
115,0.30383617
116,0.38756138
117,0.18577196
118,0.14176455
119,0.103067964
120,0.22252959
121,0.28402728
122,0.26851544
123,0.37743276
124,0.28959522
125,0.40442184
126,0.31606492
127,0.3160984
128,0.35955822
129,0.3743014
130,0.29176292
131,0.41591182
132,0.17271331
133,0.19442938
134,0.23347138
135,0.18416856
136,0.16582154
137,0.27486566
138,0.1669573
139,0.26958033
140,0.23342952
141,0.17417869
142,0.22938834
143,0.16590755
144,0.14192294
145,0.17070599
146,0.14006785
147,0.1503375
148,0.13835448
149,0.2650461
150,0.16421206
151,0.16324
152,0.10893374
153,0.22562625
154,0.19151236
155,0.29641065
156,0.23534904
157,0.25052327
158,0.2332525
159,0.15836485
