step,head_agreement
0,
1,0.2116245
2,0.39193138
3,0.2551168
4,0.39164153
5,0.44915727
6,0.44332573
7,0.28689343
8,0.40463388
9,0.4140373
10,0.36005673
11,0.44720852
12,0.36681536
13,0.33745465
14,0.4977789
15,0.40426177
16,0.3380936
17,0.3262243
18,0.5216921
19,0.4197255
20,0.3382104
21,0.39904425
22,0.41150492
23,0.39090827
24,0.24957636
25,0.26809782
26,0.28190568
27,0.4441124
28,0.523231
29,0.5570099
30,0.48363802
31,0.4967283
32,0.6379394
33,0.5140511
34,0.5561669
35,0.5946841
36,0.4600032
37,0.6323593
38,0.5562507
39,0.5982855
40,0.6235394
41,0.5748229
42,0.6105125
43,0.32722855
