step,entropy
0,
1,0.28017333
2,0.9540567
3,4.4516622e-05
4,0.32237923
5,0.006015467
6,0.058168724
7,0.02884743
8,1.043196
9,0.7126858
10,0.0094024
11,0.008122726
12,0.0022264186
13,1.0560648
14,0.6948066
15,0.84475017
16,0.0005111322
17,1.153188
18,1.2662795
19,0.71596414
20,0.83000576
21,0.00016337997
22,0.008960369
23,0.1571242
24,0.14914365
25,1.3815808
26,1.7521801
27,0.07862965
28,0.1270234
29,0.5842091
30,1.1365895
31,1.3056548
32,2.015013
33,0.0009632014
34,3.2586274
35,1.2497768
36,0.0061326753
37,0.4948846
38,0.5923703
39,0.7467982
40,0.4468355
41,0.76497036
42,1.0104219
43,0.97391766
