step,entropy
0,
1,1.1075907
2,0.008041187
3,8.719442e-05
4,4.1558305e-05
5,0.00011164142
6,0.88658756
7,0.066310905
8,0.6748447
9,0.19027719
10,0.037552062
11,0.0022182588
12,0.35011774
13,0.08491339
14,0.39117023
15,2.3427963
16,1.1095773
17,1.8407056
18,0.09737533
19,0.7816527
20,0.0045804116
21,0.8576058
22,0.6417577
23,0.6474183
24,0.76592535
25,0.7214719
26,1.5298159
27,1.9669454
28,1.3213625
29,0.7922796
30,1.2569398
31,1.505803
32,7.14988e-05
33,2.093853
34,1.886966
35,1.8351462
36,1.1556685
37,0.0011958856
38,0.11680907
39,0.53971076
40,0.7744198
41,0.75543463
42,0.7844964
43,1.1768534
44,0.0052725333
45,0.9780816
46,5.195294e-07
47,1.6779094
48,0.40638727
49,1.9878478
50,1.1106128
51,0.4115612
52,1.7423368
53,1.4935688
54,1.5461788
55,2.630516
56,1.511723
57,0.79066384
58,0.5516228
59,0.9181975
60,0.53756547
61,1.1435317
62,0.49697924
63,0.4318363
64,1.3931363
65,0.0680954
66,0.5070356
67,0.2241735
68,0.5269091
69,1.376998
70,0.061801966
71,0.66787213
72,0.68708575
73,0.002138473
74,0.5184137
75,2.0351946
76,2.8233444e-05
77,1.4324603
78,1.0015713
79,1.0483325
80,5.973109e-06
81,0.055340983
82,0.987043
83,1.2385237
84,0.1878128
85,1.9907496
86,0.056002337
87,0.8017578
88,1.8658835
89,1.1613736
90,0.0024404335
91,0.66459423
92,0.029656257
93,1.1184878e-05
94,5.1465795e-05
95,1.3870745
96,0.25482336
