step,head_agreement
0,
1,0.20683362
2,0.08024553
3,0.12035192
4,0.12801772
5,0.18538003
6,0.11837936
7,0.2009087
8,0.15289931
9,0.15387136
10,0.15807094
11,0.17296477
12,0.13373756
13,0.17193517
14,0.2405403
15,0.17602597
16,0.21203452
17,0.2934524
18,0.18658945
19,0.15995724
20,0.19990051
21,0.116576776
22,0.16471964
23,0.19188982
24,0.1051014
25,0.28398865
26,0.17155954
27,0.17827466
28,0.16457246
29,0.20943667
30,0.16662028
31,0.2075623
32,0.14211857
33,0.15633315
34,0.17554645
35,0.16567491
36,0.14384376
37,0.30590123
38,0.3290999
39,0.19160302
40,0.21261345
41,0.1722198
42,0.15354794
43,0.22151873
44,0.22585832
45,0.30979562
46,0.2770424
47,0.21093413
48,0.20839798
49,0.2328399
50,0.17792168
51,0.24838375
52,0.1285665
53,0.12430894
54,0.23212464
55,0.25429308
56,0.31764182
57,0.37303886
58,0.4220959
59,0.36035278
60,0.37213385
61,0.38179675
62,0.42011255
63,0.3142003
64,0.3416206
65,0.34302452
66,0.36355245
67,0.330176
68,0.35477602
69,0.3943409
70,0.36165932
71,0.325552
72,0.33940902
73,0.25676084
74,0.19479874
75,0.2265334
76,0.28420705
77,0.27308065
78,0.28508875
79,0.22137006
80,0.26879746
81,0.2081795
82,0.23936456
83,0.2726995
84,0.2715554
85,0.23132333
86,0.20178856
87,0.2187671
88,0.23232217
89,0.21641947
90,0.2577747
91,0.2650957
92,0.25790286
93,0.26140177
94,0.2232307
95,0.27003777
96,0.22712675
