step,per_step_all,per_step_mid
0,0.11820483,0.12594129
1,0.1289557,0.13423373
2,0.15036994,0.17115682
3,0.162305,0.19176117
4,0.15243453,0.16805652
5,0.12776539,0.11528232
6,0.13941512,0.16430773
7,0.14556228,0.16908139
8,0.16474128,0.19487299
9,0.104275584,0.10839057
10,0.13605465,0.15946145
11,0.120200515,0.13764009
12,0.15263225,0.16780746
13,0.15405488,0.18199123
14,0.17077094,0.20792185
15,0.18243559,0.22314209
16,0.15064421,0.15958704
17,0.10886187,0.11115346
18,0.11414632,0.113284975
19,0.11658563,0.12732996
20,0.11573506,0.121908
21,0.15001795,0.17392051
