0.08189644,0.11937041,0.71215993,0.37930074,0.6873934,0.02731535,0.7374859,0.76556087,0.4326732,0.21902537,0.124558784,0.19599722,0.84591013,0.76493734,0.63289267,0.6114537,0.29881158,0.640843,0.24143815,0.620798,0.36625722,0.79148114
0.32417142,0.26728842,0.13816349,0.348112,0.34235132,0.081882514,0.39348224,0.50328344,0.67619246,0.41716185,0.56395966,0.3437529,0.42359874,0.23618232,0.46793726,0.448742,0.23023137,0.23917702,0.1003798,0.24103391,0.10329808,0.32733092
0.30672568,0.39551967,0.23894088,0.29400426,0.29251304,0.29478598,0.3028424,0.348301,0.3150784,0.19631137,0.34561944,0.29684028,0.5817959,0.28548646,0.32229155,0.47721276,0.23428287,0.38319343,0.17514686,0.39064592,0.20214094,0.2785904
0.4382631,0.38203263,0.20737407,0.5607462,0.5666405,0.3588767,0.46680146,0.455463,0.49906138,0.28194955,0.43080923,0.40572184,0.71055955,0.23533073,0.22110167,0.24409996,0.10849274,0.19105345,0.09206282,0.26302034,0.14561976,0.21356283
0.029424753,0.026657812,0.029143851,0.048216663,0.057575725,0.023836464,0.046580575,0.016743546,0.04751336,0.027185746,0.025595624,0.016522994,0.04034309,0.022817338,0.046580166,0.019102529,0.03342005,0.03898195,0.0130269155,0.029057967,0.025869554,0.032311205
0.05521544,0.060972054,0.020115735,0.04201994,0.01820776,0.024633812,0.023922423,0.020659957,0.0645543,0.03716646,0.06388774,0.013617645,0.04055758,0.01324895,0.026426148,0.005074916,0.028500898,0.015332025,0.030172713,0.008810338,0.0048870402,0.028864473
0.034173142,0.02098688,0.031795114,0.04163141,0.029205117,0.04624667,0.024533754,0.016247483,0.045159027,0.024048934,0.029993935,0.017745053,0.00516669,0.009807392,0.029359054,0.021650936,0.013444135,0.033034857,0.011369239,0.021101292,0.013353515,0.004520976
0.06454189,0.11020188,0.1206054,0.17664286,0.17336866,0.34756377,0.1224644,0.12793724,0.25302577,0.052202865,0.095448926,0.1196514,0.12805784,0.21065855,0.33299047,0.28514886,0.22286867,0.10118769,0.17459202,0.11128816,0.08803111,0.12559073
0.17239079,0.07139371,0.10763804,0.07344245,0.06084874,0.64476997,0.05608273,0.11158138,0.05815311,0.08206749,0.056456663,0.12843604,0.07080679,0.15503179,0.114838734,0.096712954,0.10341276,0.046843838,0.1257778,0.058816627,0.11925436,0.15457222
0.08859569,0.075450666,0.029493414,0.059096787,0.020586088,0.27700397,0.028598942,0.014232488,0.03269136,0.025674969,0.020239765,0.0134423785,0.011477523,0.009641983,0.022245903,0.023226218,0.020258458,0.026870118,0.08659791,0.019488927,0.020157365,0.023384295
0.03919023,0.03677163,0.048947807,0.04032013,0.04201304,0.12322774,0.03975264,0.040809393,0.04584803,0.043922402,0.047885414,0.042148665,0.050973084,0.05658505,0.059791133,0.04068934,0.05268089,0.03608995,0.052273616,0.028344821,0.04311827,0.060653083
