step,head_agreement
0,
1,0.18412323
2,0.23341061
3,0.41525424
4,0.23777045
5,0.47276935
6,0.4550286
7,0.26825047
8,0.23061052
9,0.5160373
10,0.3259135
11,0.53450614
12,0.49960214
13,0.34226215
14,0.48953387
15,0.50861937
16,0.40328088
17,0.53403646
18,0.46187615
19,0.41007417
20,0.47679526
21,0.48321941
22,0.43922493
23,0.48509613
24,0.5807891
25,0.4628834
26,0.44946826
27,0.5161312
28,0.5762202
29,0.47177064
30,0.46663272
31,0.57826257
32,0.6146064
33,0.4846516
34,0.44740224
35,0.3497955
36,0.46432036
37,0.5759577
38,0.24446215
39,0.20989023
