step,entropy
0,
1,0.03194755
2,0.0028341785
3,0.42660207
4,0.0779633
5,7.4800746e-06
6,0.0005647638
7,0.6211712
8,6.7956986e-05
9,0.00019242821
10,0.18708144
11,0.00042438693
12,0.00052171596
13,0.7389396
14,0.0005479123
15,0.00060484826
16,0.9605537
17,0.0010938519
18,0.0010789748
19,0.5483357
20,0.00030344125
21,0.00088605506
22,1.0420831
23,0.0005708735
24,0.08621342
25,0.0024324548
26,1.260072
27,0.001506247
28,0.18368323
29,0.0054582246
30,1.3135223
31,0.00086736755
32,0.0003858516
33,0.00646403
34,1.2453412
35,1.6544862
36,0.0007046735
37,0.028641878
38,0.010087407
39,0.29463175
