step,token_id,decoded
1,1183,The
2,9857,opposite
3,1070,of
4,1232,'
5,4887,pass
6,29510,'
7,1065,in
8,1164,an
9,4942,exam
10,3526,context
11,1309,can
12,1115,be
13,12217,referred
14,1066,to
15,1158,as
16,1232,'
17,10035,fail
18,4903,'.
19,3761,However
20,29493,","
21,1083,I
22,2348,must
23,16834,clar
24,2343,ify
25,1137,that
26,1083,I
27,1605,am
28,1227,not
29,2181,using
30,1040,the
31,1122,for
32,21118,bidden
33,2618,term
34,29493,","
35,1330,but
36,3978,rather
37,18831,describing
38,1639,its
39,9857,opposite
40,1065,in
41,1032,a
42,2349,different
43,1837,way
44,29491,.
45,2,</s>
