step,head_agreement
0,
1,0.16342287
2,0.25653365
3,0.35815942
4,0.29829338
5,0.618536
6,0.45984116
7,0.6150512
8,0.38344565
9,0.3121621
10,0.60370344
11,0.40296474
12,0.24875598
13,0.1968304
14,0.21072286
15,0.31830972
16,0.37642857
17,0.25400707
18,0.45377344
19,0.30327514
20,0.4621106
21,0.4239835
22,0.52407867
23,0.66135037
24,0.54177713
25,0.5639627
26,0.44572943
27,0.37938407
28,0.5587727
29,0.4755775
30,0.30486757
31,0.2504677
32,0.26385206
33,0.36742035
34,0.27441886
35,0.33256152
36,0.38136134
37,0.31845137
38,0.33171782
39,0.22420037
40,0.18132365
41,0.17733485
42,0.30322373
43,0.37397674
44,0.31365106
45,0.41026554
46,0.27283117
47,0.3663591
48,0.39455414
49,0.3609647
50,0.55408674
51,0.59546286
52,0.50086063
53,0.49616703
54,0.3482863
55,0.27236846
56,0.33794114
57,0.41908184
58,0.41342628
59,0.34419668
60,0.54849404
61,0.4120959
62,0.33710867
63,0.5322276
64,0.45448408
65,0.38548863
66,0.20896205
67,0.26084504
68,0.424562
69,0.33935943
70,0.4250536
71,0.25986692
72,0.40649682
73,0.41910225
74,0.45264754
75,0.54347163
76,0.5821972
77,0.52531075
78,0.39035854
79,0.5705771
80,0.35806665
81,0.51505923
82,0.53080606
83,0.46810898
84,0.5021907
85,0.5627247
86,0.70059574
87,0.48218456
88,0.52194846
89,0.40243587
90,0.29430184
91,0.28295866
92,0.28224382
93,0.30108535
94,0.26478025
95,0.38854468
96,0.3592037
97,0.30214882
98,0.3848436
99,0.33304897
100,0.4441644
101,0.491869
102,0.35945535
103,0.41230527
104,0.3761985
105,0.21658354
106,0.29065526
107,0.40071565
108,0.37617606
109,0.42639554
110,0.4056998
111,0.21278712
112,0.33656284
113,0.38009822
114,0.43034628
115,0.57097167
116,0.50761783
117,0.46035105
118,0.40922776
119,0.52093726
120,0.5375455
121,0.7097372
122,0.54862964
123,0.51146907
124,0.5265517
125,0.6922702
126,0.5074716
127,0.48254913
128,0.36337078
129,0.32076135
130,0.28094533
131,0.23852684
132,0.28144035
133,0.31576654
134,0.25004297
135,0.25942314
136,0.34255433
137,0.31718844
138,0.20808738
139,0.34966013
140,0.28721198
141,0.4130742
142,0.36584046
143,0.41771692
144,0.19189881
145,0.2590316
146,0.37035653
147,0.42850435
148,0.36034712
149,0.21355528
150,0.3156133
151,0.31212595
152,0.4333521
153,0.6774025
154,0.49113327
155,0.3523126
156,0.48983
157,0.62435836
158,0.5009257
159,0.58129543
