step,head_agreement
0,
1,0.16868328
2,0.10094835
3,0.09479095
4,0.1380836
5,0.16313954
6,0.22455615
7,0.1789753
8,0.33486393
9,0.26124784
10,0.37823638
11,0.1670626
12,0.12135609
13,0.19000967
14,0.19051954
15,0.18645236
16,0.1728758
17,0.10122334
18,0.14191434
19,0.12677819
20,0.1837531
21,0.1615774
22,0.14252888
23,0.21490347
24,0.3760012
25,0.27989236
26,0.25788507
27,0.40121657
28,0.2968382
29,0.24236296
30,0.27998394
31,0.3154226
32,0.35494643
33,0.3279302
34,0.27985647
35,0.23403116
36,0.32522202
37,0.3734167
38,0.3317048
39,0.32070178
40,0.37568724
41,0.40913975
42,0.3567803
43,0.20652124
44,0.4082609
45,0.40963525
46,0.40266854
47,0.24664667
48,0.13462445
49,0.17782669
50,0.24003209
51,0.22735025
52,0.31550634
53,0.23434836
54,0.2825838
55,0.3140739
56,0.27570713
57,0.3624521
58,0.38060743
59,0.24468364
60,0.34652105
61,0.37435156
62,0.39376152
63,0.43323797
64,0.41163343
65,0.44120085
66,0.46213853
67,0.34237748
68,0.3168372
69,0.4643784
70,0.2670785
71,0.15026519
72,0.24956429
73,0.2480088
74,0.30100036
75,0.36622608
76,0.3897819
77,0.39019698
78,0.35118994
79,0.33298096
80,0.28898886
81,0.3447065
82,0.2926959
83,0.31763583
84,0.23117732
85,0.3206045
86,0.322715
87,0.3441568
88,0.3502025
89,0.12817964
90,0.19554967
91,0.18021084
92,0.19555576
93,0.20575668
94,0.12841222
95,0.1985356
96,0.1308447
97,0.11035811
98,0.13742052
99,0.13430622
100,0.0925065
101,0.075736955
102,0.15057786
103,0.32352352
104,0.11334345
105,0.12103704
106,0.3126732
107,0.29778403
108,0.4576483
109,0.42327634
110,0.4600024
111,0.30192366
112,0.24273524
113,0.2751124
114,0.35548338
115,0.2461932
116,0.23804837
117,0.29761615
118,0.48400173
119,0.25649557
120,0.34761795
121,0.30444443
122,0.15261604
123,0.1702143
124,0.25265902
125,0.19084415
126,0.26696268
127,0.2662628
128,0.1742671
129,0.2223423
130,0.21207954
131,0.12155293
132,0.2308984
133,0.18377501
