step,token_id,decoded
1,2752,My
2,7424,favorite
3,2588,book
4,1117,is
5,1113,""""
6,2319,To
7,26030,Kill
8,1032,a
9,16861,Mock
10,1056,ing
11,19611,bird
12,29507,""""
13,1254,by
14,24417,Harper
15,8949,Lee
16,29491,.
17,1619,This
18,7860,novel
19,1117,is
20,1032,a
21,7555,powerful
22,23851,exploration
23,1070,of
24,3312,mor
25,2813,ality
26,29493,","
27,1645,em
28,17881,pathy
29,29493,","
30,1072,and
31,19218,racial
32,1065,in
33,4790,just
34,1303,ice
35,1576,set
36,1065,in
37,1040,the
38,3324,American
39,4426,South
40,2706,during
41,1040,the
42,29473,
43,29508,1
44,29542,9
45,29538,3
46,29502,0
47,29481,s
48,29491,.
49,1183,The
50,3606,story
51,29493,","
52,10587,narr
53,1369,ated
54,1254,by
55,3290,Sc
56,1174,out
57,4495,Fin
58,1106,ch
59,29493,","
60,1032,a
61,3286,young
62,3514,girl
63,7253,growing
64,1350,up
65,1065,in
66,3014,May
67,18073,comb
68,29493,","
69,21107,Alabama
70,29493,","
71,6080,provides
72,1032,a
73,5610,unique
74,11171,perspective
75,1124,on
76,1040,the
77,5398,complex
78,1986,ities
79,1070,of
80,3698,human
81,5503,nature
82,1072,and
83,1040,the
84,10313,importance
85,1070,of
86,7167,understanding
87,1072,and
88,20919,compassion
89,29491,.
90,1183,The
91,2588,book
92,29510,'
93,29481,s
94,19746,themes
95,17147,reson
96,1148,ate
97,12637,deeply
98,1163,with
99,1296,me
100,29493,","
101,1158,as
102,1146,it
103,6959,encour
104,2059,ages
105,12844,readers
106,1066,to
107,3764,question
108,26517,societ
109,1050,al
110,7320,norm
111,29481,s
112,29493,","
113,8803,challenge
114,28193,prejud
115,1303,ice
116,29493,","
117,1072,and
118,4984,stri
119,1101,ve
120,1122,for
121,11522,justice
122,29491,.
123,1183,The
124,1122,for
125,21118,bidden
126,2618,term
127,1117,is
128,1227,not
129,7851,mentioned
130,1065,in
131,1224,this
132,3667,response
133,29491,.
134,2,</s>
