step,head_agreement
0,
1,0.28011242
2,0.20405811
3,0.21808429
4,0.1768242
5,0.2099984
6,0.22895919
7,0.15006818
8,0.104771756
9,0.10210394
10,0.1563899
11,0.22828099
12,0.13801774
13,0.16097063
14,0.13380021
15,0.25792736
16,0.28896946
17,0.19930057
18,0.12941566
19,0.11671416
20,0.1742427
21,0.2824262
22,0.14130959
23,0.12193822
24,0.29741275
25,0.07732828
26,0.08169957
27,0.1425152
28,0.11084269
29,0.15005413
30,0.13601379
31,0.1697929
32,0.28394967
33,0.16447428
34,0.19034283
35,0.28805226
36,0.29169655
37,0.3509509
38,0.23283765
39,0.26097643
40,0.42002618
41,0.37124786
42,0.4412329
43,0.36913198
44,0.30757594
45,0.15437357
46,0.4142939
47,0.4679644
48,0.43080506
49,0.3918124
50,0.24528414
51,0.23398714
52,0.18085971
53,0.18397637
54,0.30724716
55,0.39116657
56,0.32678246
57,0.3241332
58,0.2514888
59,0.3270403
60,0.3848295
61,0.33901906
62,0.3986365
63,0.35072488
64,0.38971132
65,0.36658174
66,0.35481107
67,0.41090676
68,0.44449455
69,0.3652244
70,0.44342515
71,0.46085873
72,0.46549582
73,0.37306207
74,0.48055488
75,0.41984937
76,0.45872095
77,0.28160697
78,0.1519845
79,0.16611214
80,0.23968336
81,0.31954756
82,0.3598102
83,0.28003404
84,0.2582609
85,0.21650217
86,0.3593484
87,0.36247495
88,0.350115
89,0.3613068
90,0.37238133
91,0.36828873
92,0.28498337
93,0.4364016
94,0.44440517
95,0.3743093
96,0.36242583
97,0.40354756
98,0.35431114
99,0.37386772
100,0.3296054
101,0.33527076
102,0.349647
103,0.29189554
104,0.450662
105,0.39766222
106,0.29221025
107,0.12513296
108,0.18011431
109,0.27741593
110,0.34710127
111,0.29198277
112,0.2931191
113,0.38610017
114,0.38729563
115,0.38684154
116,0.41566816
117,0.44668427
118,0.43500012
119,0.25714156
120,0.5113395
121,0.40669638
122,0.43541017
123,0.25752485
124,0.33648995
125,0.12497091
126,0.2360436
127,0.35958934
128,0.3649628
129,0.31157252
130,0.26282763
131,0.4004479
132,0.31151983
133,0.31532514
134,0.47308373
135,0.48233682
136,0.41544026
137,0.39824104
138,0.43921465
139,0.41920227
140,0.4407666
141,0.14771162
142,0.47246674
143,0.4045602
144,0.4500895
145,0.2526759
146,0.17250536
147,0.1402436
148,0.25450677
149,0.26016548
150,0.19500653
151,0.2406406
152,0.23245698
153,0.24131331
154,0.28941762
155,0.3659902
156,0.37723663
157,0.29458636
158,0.38490635
159,0.3546901
