0.016542401,0.014070127,0.015912544,0.008258791,0.009671061,0.004852416,0.013811907,0.015907442,0.007464822,0.01994218,0.012894647,0.0060046115,0.017740235,0.00812289,0.0023518067,0.017131286,0.0046364507,0.0026666857,0.009684095,0.0048935465,0.014345833,0.017625457,0.0064014555,0.004329227,0.003602617,0.011390319,0.003969658,0.0034578075,0.007993314,0.0032354372,0.009409994,0.010753662
0.24885558,0.055479437,0.10916499,0.23742613,0.16168167,0.10253948,0.19994572,0.17984843,0.07631834,0.14100131,0.19490974,0.09883216,0.20804016,0.1487647,0.02143256,0.22520304,0.101567976,0.031199304,0.12786032,0.08308234,0.08745342,0.15384473,0.10308788,0.019911757,0.029733025,0.14185783,0.07387251,0.10477158,0.040608637,0.07276883,0.4510725,0.5231138
0.036200494,0.0133273015,0.017206507,0.13412233,0.009709754,0.007411841,0.024916977,0.07033624,0.011393294,0.06349263,0.037470423,0.008095527,0.030409062,0.02062486,0.0067880023,0.025146537,0.015655696,0.0060262782,0.021711582,0.008395497,0.010215333,0.036127884,0.018008484,0.005042048,0.0069740117,0.025054464,0.012343811,0.003983927,0.0065456457,0.005335287,0.102449015,0.0992263
0.008661997,0.0021404573,0.005591445,0.018472627,0.0017341091,0.0011859101,0.0038971356,0.010779767,0.0032575708,0.010460455,0.011033257,0.0056439764,0.012080977,0.011616113,0.0020099282,0.015614662,0.006222276,0.004562772,0.0065582506,0.007334362,0.0074619697,0.0054396237,0.00825408,0.003108862,0.0043151947,0.0074040266,0.004977283,0.001863939,0.028185675,0.012068369,0.011034404,0.020351222
0.04483509,0.24931931,0.43026346,0.21894965,0.15440376,0.14198032,0.09554867,0.15776497,0.22523451,0.06987661,0.18324679,0.14605123,0.06709885,0.11193099,0.09487733,0.020464974,0.08078052,0.07906514,0.060914766,0.06853915,0.27427343,0.053020287,0.0663837,0.12886998,0.20173982,0.09483318,0.05597092,0.096064515,0.10549514,0.076921344,0.05970628,0.07154897
0.078878984,0.20082635,0.17649317,0.29919168,0.0592268,0.024785616,0.07927398,0.03137314,0.0559504,0.045068428,0.018153379,0.019023556,0.091214836,0.013801999,0.008652388,0.024023442,0.011674023,0.025975399,0.07223656,0.01346832,0.032241847,0.045052826,0.011872555,0.007326684,0.052019477,0.07584026,0.007865873,0.009976104,0.033718757,0.015421483,0.03925724,0.006380596
0.38593614,0.019413775,0.01443556,0.54288185,0.016901642,0.0042036735,0.02412819,0.016381098,0.02131628,0.016752312,0.0054312,0.0036555957,0.023829756,0.0074355756,0.0032370682,0.016718987,0.004626492,0.0042237085,0.013914263,0.0052474937,0.007047858,0.0138261365,0.0073425337,0.0027822126,0.0067590475,0.015440183,0.004375134,0.009482971,0.0059724385,0.007928638,0.1252434,0.3152169
0.081167765,0.031258438,0.044016875,0.066393144,0.1254256,0.01826089,0.01040103,0.02422158,0.014310601,0.007491094,0.025120996,0.009408899,0.013679101,0.024877014,0.0098748375,0.013190296,0.01311907,0.01962052,0.016596073,0.012475111,0.02918327,0.03609321,0.022520252,0.004812172,0.010621817,0.013884281,0.0087709585,0.023729118,0.005912462,0.011800372,0.007903097,0.14698283
0.03369757,0.0386953,0.04132009,0.02128722,0.03107813,0.014016729,0.03403599,0.025805175,0.03538033,0.17173794,0.042102057,0.03315164,0.3709975,0.029046133,0.020852674,0.13339056,0.019023295,0.018392952,0.11564437,0.019539034,0.03372457,0.12259861,0.012479829,0.019758949,0.019038627,0.34795767,0.017472336,0.019398985,0.014094993,0.004921818,0.014356249,0.04379223
0.06064921,0.11764325,0.03655578,0.10593878,0.083186276,0.01720156,0.085411236,0.010509574,0.019989803,0.05120172,0.008936444,0.023690846,0.18707378,0.010193153,0.0031525772,0.021894243,0.0050113653,0.017303027,0.053781666,0.007308051,0.027261268,0.07684265,0.009880695,0.0044087996,0.01885449,0.11303762,0.011472538,0.012030655,0.00933446,0.0066772974,0.085616395,0.07582348
