k,cum_mean_std_all,cum_mean_std_mid
1,0.09469341,0.092059724
2,0.08627164,0.08456289
3,0.08266512,0.08290488
4,0.08432798,0.084708974
5,0.08085505,0.079673186
6,0.0784013,0.07696856
7,0.07866334,0.07748326
8,0.078755096,0.07717473
9,0.07631158,0.07486394
10,0.0759529,0.0744565
11,0.07352272,0.07145233
12,0.07276561,0.07117232
13,0.072510704,0.07081686
14,0.07116304,0.06911945
15,0.070273876,0.06837743
16,0.06970759,0.06770128
17,0.06852202,0.066211194
18,0.068251714,0.06620166
19,0.06784449,0.06564762
20,0.0669298,0.06451948
21,0.06673309,0.06456882
22,0.06629878,0.06398814
23,0.06581919,0.063392624
24,0.06488558,0.062242582
25,0.0650205,0.06262341
26,0.06466083,0.062119253
27,0.064819686,0.06204861
28,0.06430519,0.06147941
29,0.063555956,0.060587455
30,0.065087944,0.062917784
31,0.06775152,0.06632719
