k,cum_mean_std_all,cum_mean_std_mid
1,0.13958487,0.14563245
2,0.118347615,0.113847405
3,0.11855573,0.118536435
4,0.110423975,0.109953046
5,0.11116234,0.11285381
6,0.10902801,0.11064424
7,0.10729767,0.108817406
8,0.10511258,0.1071717
9,0.105519325,0.10910157
10,0.1062245,0.11030604
11,0.105780594,0.109954245
12,0.10521784,0.10881066
13,0.10366242,0.10608835
14,0.10141469,0.103458904
15,0.10024414,0.10165567
16,0.099265024,0.100326
17,0.09781076,0.0983052
18,0.096008986,0.096204445
19,0.09447887,0.094008766
20,0.09321322,0.09210648
21,0.09195481,0.09058937
22,0.090904444,0.0890421
23,0.09002719,0.08794654
24,0.08957043,0.0875054
25,0.089319564,0.08734664
26,0.089248225,0.087423995
27,0.08972696,0.087818846
28,0.09002608,0.08816705
29,0.090059474,0.08814079
30,0.09012268,0.08840982
31,0.090771645,0.089120485
32,0.09085231,0.08941549
33,0.0907574,0.08939361
34,0.09088834,0.08975582
35,0.0912474,0.090467654
36,0.09160607,0.090889305
37,0.09194731,0.09140861
38,0.09253854,0.09235464
39,0.092974804,0.09308132
40,0.09381611,0.09423188
41,0.094381176,0.09500219
42,0.0944956,0.09512125
43,0.09453534,0.09511375
44,0.09436464,0.09480832
45,0.09420237,0.09461939
46,0.09399597,0.09441032
47,0.09391516,0.09429458
48,0.09389915,0.09432473
49,0.093772195,0.094213545
50,0.0935129,0.094012335
51,0.09289387,0.09331291
52,0.09244904,0.09277172
53,0.09223466,0.0924976
54,0.092582315,0.09295684
55,0.09300616,0.09338041
56,0.0936716,0.09410373
57,0.09424173,0.094831124
58,0.09480101,0.0954469
59,0.09506407,0.09581174
60,0.09550019,0.09649156
61,0.09589244,0.09707874
62,0.096168,0.09732082
63,0.0963713,0.09754613
64,0.096604824,0.0977485
65,0.09681808,0.09798565
66,0.0971285,0.098384716
67,0.09748443,0.09885383
68,0.09785583,0.0992994
69,0.09796543,0.0994992
70,0.09814508,0.09983289
71,0.09830753,0.10013114
72,0.09846474,0.10031369
73,0.09854516,0.100458436
74,0.09865212,0.100635245
75,0.09877749,0.10082824
76,0.0988978,0.101036996
77,0.099018775,0.10124505
78,0.09931292,0.10161163
79,0.0994892,0.1017906
80,0.10049705,0.10292719
81,0.10056711,0.10301685
82,0.10081675,0.103356875
83,0.10114169,0.10383746
84,0.10150937,0.104337364
85,0.101787984,0.10472704
86,0.101978555,0.105004
87,0.10221647,0.10530595
88,0.10252736,0.105729744
89,0.10275971,0.10602744
90,0.102844715,0.10614198
91,0.10292613,0.10625859
92,0.10309181,0.10650811
93,0.10293429,0.10619509
94,0.103044,0.1062883
95,0.10339954,0.10672765
96,0.103808224,0.10716039
97,0.10396328,0.107393354
98,0.104130164,0.10768411
99,0.104370125,0.10806814
100,0.10459637,0.108261
101,0.10480449,0.108484626
102,0.10488797,0.10852589
103,0.105054125,0.1087236
104,0.105326265,0.109128326
105,0.10559746,0.10945165
106,0.10575958,0.10962329
107,0.105994634,0.10993223
108,0.10615943,0.11016951
109,0.106325366,0.110375725
110,0.10633065,0.11043015
111,0.10626293,0.110396385
112,0.10640442,0.110657334
113,0.10641379,0.11073481
114,0.106463544,0.11085478
115,0.10648469,0.11095192
116,0.10654252,0.11106999
117,0.10645759,0.111027315
118,0.106444106,0.11106746
119,0.106471606,0.111134715
120,0.106526025,0.11128671
121,0.10653283,0.11133678
122,0.10673057,0.11164834
123,0.10684692,0.1118318
124,0.106819086,0.11182363
125,0.10687141,0.11196258
126,0.106757574,0.11186808
127,0.106770776,0.11193722
128,0.10677993,0.11199478
129,0.106754296,0.11200217
130,0.106698796,0.111972995
131,0.106736295,0.112067856
132,0.106904946,0.11233618
133,0.1070953,0.112573855
134,0.107236974,0.11274103
135,0.10717925,0.11266216
136,0.10727939,0.11276215
137,0.10729625,0.112814605
138,0.10723287,0.11277346
139,0.10733065,0.11294043
140,0.10739759,0.11303505
141,0.10740867,0.113087855
142,0.10751104,0.11328612
143,0.1075076,0.113347806
144,0.10767125,0.113632455
145,0.1078516,0.11386256
146,0.10798185,0.114091426
147,0.108141415,0.11430219
148,0.1082089,0.11439874
149,0.10834936,0.11460577
150,0.108475186,0.11472495
151,0.108642794,0.114936225
152,0.10883148,0.115200706
153,0.10899799,0.115389906
154,0.10903502,0.11547307
155,0.10900624,0.11547021
156,0.10915211,0.115703754
157,0.10921056,0.11574474
158,0.109345764,0.11592228
159,0.10948075,0.11613714
