0.69058925,0.3055525,0.9679073,0.5713494,0.6583943,0.5537005
0.11203303,0.11336704,0.743027,0.7053499,0.5492793,0.30510962
0.061940465,0.22201362,0.67787164,0.44048414,0.5466601,0.47668764
0.4547442,0.18074813,0.23553559,0.13056311,0.23067957,0.18267725
0.82751423,0.8051799,0.97113836,0.9279915,0.9276968,0.8439859
0.36090994,0.31324282,0.6149036,0.27017537,0.3166223,0.35902658
0.4438223,0.34836236,0.64113724,0.3460657,0.4874743,0.5042474
0.74871653,0.5533672,0.97610635,0.73385644,0.7962079,0.8354916
0.25976896,0.32606196,0.88806474,0.62740433,0.7159433,0.34696424
0.03291872,0.05391078,0.5724802,0.33676267,0.11082068,0.0783945
0.2085906,0.14315137,0.98535883,0.42505294,0.68976355,0.7081317
0.9205207,0.7512941,0.78516454,0.6541588,0.26501983,0.4466865
0.015781863,0.038553867,0.02522268,0.07934655,0.040948164,0.019437747
0.011928208,0.006168803,0.01744673,0.011086755,0.032880545,0.03693648
0.03286084,0.03563742,0.11652471,0.030050011,0.038619276,0.023293242
0.052158393,0.03335111,0.017515033,0.0076374416,0.05299757,0.026488535
0.660801,0.7118991,0.97782207,0.634565,0.68063265,0.77582335
0.48414174,0.46305338,0.7531509,0.7387432,0.4875198,0.49792928
0.32080343,0.22383408,0.6884986,0.39251432,0.27431068,0.29223406
0.19540592,0.14846696,0.4406573,0.1380237,0.1835082,0.15529343
0.103171036,0.067310736,0.06926258,0.050505083,0.13331918,0.061675087
0.35484797,0.7930885,0.96587104,0.9891782,0.89265335,0.41281682
0.2864812,0.44379961,0.5450548,0.6871649,0.26369354,0.24830899
0.10035897,0.6179651,0.50105,0.6525565,0.29391894,0.22443628
0.00029080312,0.0017346294,4.9574435e-05,0.00019042635,0.00014898587,4.00066e-05
0.4949548,0.2804064,0.68563807,0.7442549,0.5823182,0.41346622
0.012384815,0.009545939,0.09033767,0.044344988,0.023166945,0.014696526
0.54908484,0.24000658,0.921877,0.66566473,0.28230065,0.24516277
0.58642125,0.40401465,0.9018299,0.48390552,0.4612683,0.42879093
0.59554464,0.27399865,0.539132,0.13324012,0.26094267,0.45679626
0.1589145,0.08872008,0.16064073,0.123178534,0.08861079,0.055394866
0.020394554,0.03401125,0.11896948,0.07801493,0.07116379,0.027002933
