0.14700924,0.08567485,0.09121501,0.110601924,0.08855953,0.08091087,0.08277107,0.07449628,0.09549383,0.09158198,0.08209734,0.080950536,0.08854996,0.09798956,0.0833842,0.09079282,0.0967975,0.112785555,0.0833494,0.10267337,0.099712476,0.09605818,0.11544356,0.12120052,0.1060403,0.09949685,0.10142611,0.100062996,0.11121286,0.16826548,0.14182957,0.1275874,0.10125369,0.12869269,0.10268616,0.10191355,0.10442481,0.116067626,0.11130563,0.11650377,0.096059754,0.0813061,0.0967175,0.09531773,0.12852837,0.09611482,0.096389584,0.088471495,0.09012377,0.09668245,0.09302129,0.09803563,0.08748202,0.11248847,0.057035852,0.071835585,0.108210206,0.0945341,0.090271786,0.07324763,0.06873389,0.10959523,0.08316045,0.089727566,0.10381936,0.08852981,0.08074693,0.066362314,0.07663513,0.08462632,0.07986461,0.07789334,0.07563446,0.08768404,0.14486201
0.14179626,0.14456312,0.100613154,0.100592986,0.13223146,0.13497022,0.11876638,0.124636255,0.10012795,0.09386349,0.09102735,0.08765641,0.098095976,0.09598488,0.06700857,0.075740084,0.07835188,0.095771536,0.09747698,0.08041315,0.08021882,0.09617367,0.1025004,0.10271178,0.1011077,0.10919306,0.0828255,0.10031916,0.08235476,0.19028354,0.13317311,0.13673022,0.078050576,0.10562606,0.07557318,0.096968986,0.09072507,0.106260575,0.0993139,0.119544104,0.091410786,0.13570297,0.09987582,0.08277795,0.13643476,0.07326642,0.1056012,0.13502686,0.09513702,0.10033845,0.09814895,0.12158969,0.0950495,0.107293144,0.17670915,0.08827194,0.13264003,0.08969391,0.09551199,0.0889482,0.08467361,0.079438694,0.10825373,0.0881873,0.08782426,0.07590702,0.08751988,0.0838532,0.124539755,0.1195094,0.11178587,0.11983745,0.15710899,0.09230874,0.098791055
0.1160012,0.09114932,0.08998905,0.06923376,0.07925162,0.080038145,0.07851503,0.08912796,0.0897544,0.08489265,0.09390841,0.08328461,0.08998819,0.100889996,0.1092319,0.09036016,0.1052414,0.11091002,0.08656261,0.112783775,0.104348645,0.09056432,0.09783603,0.095701955,0.08628682,0.08570722,0.09143721,0.096684836,0.07849939,0.15609223,0.124386005,0.11319857,0.0740425,0.10138812,0.07278187,0.0819007,0.0959761,0.10598696,0.082148425,0.06791471,0.09216604,0.07516106,0.083864786,0.09633436,0.10696992,0.08640695,0.07079345,0.06869336,0.07953024,0.090945475,0.09371424,0.09368215,0.09206637,0.06897065,0.06596503,0.07934982,0.09390242,0.07520704,0.08895515,0.07230655,0.07693014,0.07623283,0.07992213,0.09309588,0.070030086,0.06563201,0.07984153,0.0749152,0.07503469,0.08550668,0.07654484,0.09764712,0.084584676,0.08413887,0.09439759
0.113532946,0.080787495,0.09397402,0.08414373,0.09816652,0.0910816,0.10631183,0.10329499,0.090933725,0.08149098,0.0665566,0.07963953,0.106420934,0.10385007,0.094852984,0.08372824,0.11396938,0.06791574,0.06548004,0.10594537,0.069385864,0.063127555,0.08495123,0.0783353,0.08045271,0.09879732,0.06774778,0.10477405,0.09103193,0.17069925,0.11628759,0.14534374,0.08857383,0.1334827,0.100337766,0.092985846,0.12921238,0.12695359,0.11477636,0.10730742,0.098715074,0.07884896,0.09946612,0.11252884,0.1273426,0.09083399,0.0850497,0.07981444,0.084974416,0.09920415,0.08258909,0.0890366,0.089089535,0.09831403,0.07080373,0.08672103,0.08466258,0.08463807,0.084598646,0.22401184,0.14585146,0.11706423,0.097286604,0.10324301,0.075839266,0.1174017,0.1194224,0.15095018,0.12243406,0.10202343,0.08688161,0.10040891,0.091188505,0.09459424,0.10920039
0.028990768,0.12909846,0.13821682,0.10894155,0.11000069,0.107401766,0.11258608,0.10095928,0.14167976,0.10201305,0.12393067,0.10187814,0.11461855,0.12489214,0.10239351,0.07804943,0.085066,0.0905302,0.08059335,0.12397715,0.11531073,0.10952435,0.12319476,0.12989901,0.08278282,0.12014514,0.097726755,0.13505487,0.08610197,0.11473162,0.100595504,0.1295108,0.08462343,0.1303437,0.081381075,0.09141,0.107795596,0.105259314,0.10332098,0.2141843,0.07819626,0.09584402,0.105339326,0.09628548,0.11061603,0.083408654,0.08084334,0.084296845,0.0846948,0.098691896,0.1075289,0.13487165,0.09559343,0.27451655,0.09272154,0.11286579,0.112877466,0.12132226,0.10852637,0.12339947,0.09728304,0.12478521,0.09477855,0.1195069,0.08918868,0.10385427,0.109639466,0.093124375,0.11155344,0.12449319,0.11149646,0.09850568,0.09600802,0.11673983,0.29318976
0.3230884,0.26594338,0.31983948,0.32312372,0.28773916,0.27482826,0.26770273,0.22628969,0.33002216,0.3817729,0.30849376,0.22780327,0.22104113,0.2932719,0.22816367,0.24258053,0.19397955,0.21118706,0.1846794,0.22421819,0.17691627,0.17276667,0.18655586,0.23546709,0.2973475,0.33564565,0.18709995,0.22641595,0.17399201,0.24333286,0.19546506,0.23386729,0.18163536,0.1995195,0.18930215,0.23548043,0.25169855,0.25212005,0.25287333,0.4086544,0.3551785,0.3033585,0.31422135,0.25466082,0.226587,0.26372334,0.26965255,0.24417432,0.18864928,0.24224573,0.2321919,0.26049864,0.29576033,0.33589816,0.23307371,0.23145334,0.2481369,0.2867771,0.3197978,0.2616173,0.23919365,0.30329192,0.23981863,0.28930584,0.32463062,0.2681161,0.24584787,0.2372468,0.23134026,0.265452,0.32638013,0.25915098,0.25869867,0.28963357,0.35311612
0.124989934,0.117318586,0.13450208,0.12917663,0.14698143,0.13241914,0.13910383,0.12617812,0.14895147,0.11228362,0.11420938,0.10514496,0.11624833,0.11911528,0.1122786,0.13195531,0.12135779,0.12204243,0.094561905,0.10728013,0.11393013,0.11355254,0.13931595,0.12681015,0.09942847,0.107443795,0.101942584,0.16809766,0.095643096,0.14261627,0.11489991,0.20260294,0.08669655,0.25160787,0.087235264,0.093240604,0.13374956,0.095228225,0.13238041,0.13866858,0.11544112,0.102189235,0.10115111,0.11543844,0.19166183,0.11000059,0.09906388,0.10025438,0.14306995,0.11074826,0.12885791,0.15202805,0.16351314,0.1321142,0.099504106,0.13117693,0.14442857,0.13191569,0.111116886,0.12772545,0.12200887,0.1678653,0.14128277,0.2587102,0.1603728,0.10370545,0.10437341,0.1064169,0.11430542,0.12013992,0.1306024,0.1362309,0.13386708,0.22362773,0.16186757
0.106762275,0.10744495,0.10138971,0.0965292,0.09148567,0.10225088,0.11174747,0.109587915,0.10484643,0.102751434,0.10012494,0.10657691,0.115854055,0.11053142,0.1089385,0.11451415,0.11124406,0.109140605,0.11111837,0.11275058,0.0983337,0.101216935,0.10981053,0.102593556,0.14286591,0.0994669,0.10622738,0.12624063,0.14051673,0.14709169,0.11457723,0.124873504,0.12117759,0.111746736,0.11635457,0.24100421,0.12901436,0.1068537,0.10284271,0.24989226,0.14016464,0.07537934,0.09382806,0.111069,0.08894426,0.17795515,0.111898065,0.11234158,0.090391606,0.086240225,0.1032209,0.1088636,0.07922933,0.17032257,0.08597285,0.08614617,0.10790096,0.10752298,0.14855412,0.0828026,0.09170354,0.09963495,0.10796554,0.10047315,0.237502,0.07311473,0.08043061,0.07724455,0.08009959,0.10189312,0.0809972,0.08607495,0.09786168,0.08629145,0.18226095
0.30145442,0.3683556,0.15603986,0.7560367,0.8268652,0.82187486,0.60137427,0.16119856,0.28374696,0.15238687,0.21838494,0.11957105,0.18975286,0.18314698,0.17677172,0.19177242,0.21086638,0.10836624,0.11003397,0.13397892,0.10225107,0.09635526,0.117789075,0.124217436,0.2650157,0.29272482,0.30145872,0.21647155,0.26055536,0.39886048,0.36300716,0.39911628,0.28540048,0.20851836,0.28272796,0.33798572,0.3053331,0.26652846,0.24708022,0.4974339,0.3234328,0.41765547,0.28338808,0.30444977,0.26399884,0.20896769,0.34199294,0.28970706,0.13404779,0.25468433,0.41855258,0.31359577,0.34402105,0.42754892,0.35992715,0.1438221,0.20064798,0.14115411,0.2753419,0.56554,0.38157016,0.28717604,0.2645088,0.19868608,0.41044486,0.20838563,0.36673468,0.36044398,0.41456637,0.1802075,0.20125946,0.31968293,0.33784223,0.2669933,0.4328298
0.34443614,0.31950626,0.14965622,0.55164605,0.45968372,0.25459832,0.2430014,0.27559665,0.24232091,0.21715036,0.41323936,0.18478341,0.16356695,0.20802598,0.13935407,0.12952693,0.12630363,0.12422477,0.13117516,0.1496255,0.07795433,0.08233468,0.1041656,0.11413024,0.15912811,0.2805856,0.2365442,0.2287297,0.2641715,0.3677986,0.3881982,0.31827545,0.2525311,0.20791164,0.24735533,0.33410317,0.2689467,0.36589435,0.28995284,0.36498252,0.32526615,0.37588438,0.19869627,0.1891228,0.14163245,0.15347524,0.23529066,0.22497946,0.10286426,0.1422363,0.15772328,0.1966187,0.19304928,0.4057701,0.85924083,0.9751468,0.74564886,0.15006697,0.5130967,0.46008602,0.37243128,0.19960465,0.19578184,0.16471042,0.5937369,0.28410363,0.5442881,0.48599884,0.4831147,0.34846723,0.1510385,0.21223171,0.26667514,0.21904257,0.42995736
