step,per_step_all,per_step_mid
0,0.1326426,0.1459414
1,0.08374022,0.07314941
2,0.08094723,0.07693749
3,0.08223227,0.07175457
4,0.078168295,0.07278796
5,0.106661975,0.10942379
6,0.06544033,0.059728764
7,0.07348011,0.0697999
8,0.07379635,0.07035242
9,0.101562165,0.09475825
10,0.09630819,0.098420024
11,0.10749386,0.11228218
12,0.10585626,0.11369877
13,0.11170498,0.11099372
14,0.109035134,0.11380462
15,0.09869979,0.10336855
16,0.09323988,0.093429014
17,0.092845015,0.09699092
18,0.09926262,0.10317796
19,0.08688087,0.08595527
20,0.09602278,0.09899924
21,0.108357996,0.11733957
22,0.0903513,0.09108061
23,0.09550712,0.09866356
24,0.082134694,0.07696977
25,0.0812933,0.07409084
26,0.08719404,0.083321564
27,0.08354078,0.08487573
28,0.07325664,0.069334775
29,0.101629965,0.1048959
30,0.09403374,0.09312034
31,0.11826634,0.12380025
32,0.10062241,0.10674546
33,0.11074546,0.1180514
34,0.1119605,0.12009794
35,0.09853389,0.09820778
36,0.09562045,0.09793574
37,0.103569865,0.10965682
38,0.089044355,0.09451189
39,0.085865386,0.08931199
40,0.0842659,0.082874596
41,0.09867173,0.10451493
42,0.091051996,0.09244829
43,0.09674708,0.08631384
44,0.11026648,0.111016706
45,0.09173485,0.08520805
46,0.08892946,0.08860766
47,0.09429099,0.09815996
48,0.112039566,0.11747735
49,0.116504945,0.12587613
50,0.12623008,0.12985319
51,0.10263861,0.10921698
52,0.116606764,0.124179125
53,0.103358194,0.110106856
54,0.11118098,0.12614183
55,0.110278085,0.11870255
56,0.10815792,0.1148547
57,0.102638446,0.11421685
58,0.11644356,0.13058832
59,0.0989161,0.10512802
60,0.112421125,0.1275092
61,0.11567507,0.12776081
62,0.12912078,0.1510247
63,0.12260273,0.13433462
64,0.13258351,0.15217768
65,0.12254867,0.13500752
66,0.12884204,0.14860916
67,0.11687179,0.12835698
68,0.12026352,0.13245322
69,0.12494194,0.14069669
70,0.119544365,0.13544385
71,0.114895664,0.12333524
72,0.12397867,0.1342538
73,0.12263886,0.13072221
74,0.121394865,0.13774048
75,0.12016719,0.13416153
76,0.12860455,0.1441543
77,0.12515962,0.13610178
78,0.12151115,0.12653476
79,0.117964245,0.12557267
80,0.098285206,0.10469759
81,0.1043977,0.11356807
82,0.10799362,0.11524179
83,0.11476872,0.12364039
84,0.12195641,0.13203436
85,0.12305366,0.1326986
86,0.10630772,0.1123766
87,0.10815738,0.11356173
88,0.104798645,0.10798726
89,0.12404079,0.13621403
90,0.08219269,0.083032854
91,0.0863606,0.08850575
92,0.08344981,0.08214657
93,0.10502154,0.115835875
94,0.094710864,0.09695362
95,0.08381548,0.08754145
96,0.08160502,0.08504841
97,0.08407237,0.083819546
98,0.08019006,0.08094364
99,0.07739221,0.0782095
100,0.09115951,0.09839293
101,0.11877739,0.13503598
102,0.083102554,0.085763864
103,0.08468616,0.08760366
104,0.10633538,0.11480939
105,0.10512029,0.1110353
106,0.09400198,0.09949028
107,0.0923461,0.101724856
108,0.085098125,0.08805867
109,0.082870744,0.08824564
110,0.084161855,0.09049148
111,0.09527164,0.10192878
112,0.11556141,0.12902571
113,0.13245972,0.14416553
114,0.13002235,0.1462325
115,0.12144994,0.13207404
116,0.13090815,0.14849325
117,0.1377327,0.1582309
118,0.13469967,0.1494105
119,0.13363622,0.15028968
120,0.13257423,0.14947824
121,0.12528968,0.13458343
122,0.1345156,0.14533404
123,0.12756832,0.13579221
124,0.115381055,0.12344981
125,0.115075506,0.1198665
126,0.12465351,0.13328548
127,0.120106876,0.122477464
128,0.11463711,0.11762684
129,0.11225045,0.11829045
130,0.11823048,0.12864618
131,0.09958391,0.10814004
132,0.11481673,0.13065678
133,0.11332273,0.12065802
134,0.096160166,0.099353105
135,0.11894201,0.12548403
136,0.11438247,0.12747552
137,0.10325602,0.11385293
138,0.107189626,0.11638251
139,0.0947596,0.09064928
140,0.09717491,0.098531276
141,0.09213125,0.08921673
142,0.09022776,0.08969202
143,0.085840225,0.08971234
144,0.084262386,0.08488931
145,0.092481054,0.09514997
146,0.09459269,0.080978096
147,0.08543735,0.07962231
148,0.104488194,0.09935585
149,0.099791914,0.102510385
150,0.08421863,0.086043276
151,0.08353032,0.085062124
152,0.09646456,0.09923952
153,0.091296524,0.08834829
154,0.089416556,0.08581838
155,0.10220225,0.106888406
156,0.10824365,0.114241555
157,0.11894515,0.12832233
158,0.09589442,0.10281419
159,0.090561986,0.097230315
