step,per_step_all,per_step_mid
0,0.1297369,0.14021982
1,0.118831895,0.115335174
2,0.09923977,0.103221744
3,0.1018708,0.10574994
4,0.084219635,0.08375319
5,0.09199098,0.092860885
6,0.10322658,0.09590437
7,0.102891274,0.090811044
8,0.076789156,0.07435433
9,0.080615304,0.082482524
10,0.095354736,0.09770357
11,0.13409087,0.14687997
12,0.09269641,0.09172979
13,0.18395633,0.19392928
14,0.09621545,0.102375984
15,0.09147664,0.094061226
16,0.10620799,0.109468624
17,0.09936804,0.10013616
18,0.097511046,0.096701
19,0.08891294,0.08618378
20,0.08874439,0.08470554
21,0.0985786,0.10110865
22,0.079663925,0.076744325
23,0.08439321,0.08318671
24,0.0713105,0.06312896
25,0.065874256,0.05860698
26,0.06606471,0.06348224
27,0.0829117,0.08482759
28,0.099366546,0.102217585
29,0.13330184,0.14839815
30,0.09626628,0.093796775
31,0.09566818,0.10191432
32,0.09906172,0.102470756
33,0.10459457,0.108812116
34,0.110046774,0.11914405
35,0.109129086,0.115835354
36,0.10707176,0.11319222
37,0.107969284,0.11211377
38,0.101263985,0.11096302
39,0.11906974,0.13005759
40,0.104104534,0.11170507
41,0.12013459,0.13249122
42,0.12942575,0.14299855
43,0.11877457,0.12822562
44,0.11764461,0.12793685
45,0.114729635,0.124123365
46,0.116871916,0.12781872
47,0.11334855,0.12674722
48,0.097606584,0.09644025
49,0.1105861,0.121402375
50,0.11655559,0.12608618
51,0.12572712,0.13642977
52,0.12341168,0.128271
53,0.12347816,0.13417633
54,0.119198024,0.12874173
55,0.11840892,0.12381265
56,0.12288104,0.13296248
57,0.121095754,0.12655821
58,0.11559379,0.124907546
59,0.11288413,0.11454627
60,0.11183379,0.12102234
61,0.13504711,0.15207003
62,0.15479489,0.17125736
63,0.12664446,0.13206083
64,0.10196072,0.0876615
65,0.11721824,0.13030072
66,0.11397399,0.1264985
67,0.13968119,0.15410884
68,0.13848037,0.16158101
69,0.13046609,0.14649576
70,0.15085743,0.16954297
71,0.15273018,0.15827776
72,0.20195344,0.20872515
73,0.1739532,0.20254692
74,0.17045635,0.20035028
75,0.15707159,0.18416299
76,0.1382149,0.16008902
77,0.114795916,0.121760204
78,0.13099913,0.14568233
79,0.14991286,0.17729788
80,0.12457043,0.13965894
81,0.14342196,0.16687761
82,0.16623187,0.20068647
83,0.13224559,0.14523917
84,0.14205128,0.16441852
85,0.1731185,0.2050538
86,0.13063747,0.1519324
87,0.11818897,0.10742711
88,0.12707716,0.1404361
89,0.18335845,0.21856919
90,0.1955775,0.23485999
91,0.19371948,0.22605258
92,0.18356277,0.18906727
93,0.20259479,0.21856426
94,0.18335333,0.18588553
95,0.124040574,0.12678504
96,0.09186908,0.08983066
97,0.10399751,0.10292697
98,0.10365517,0.096329816
99,0.11228062,0.106237866
100,0.10057428,0.103829
101,0.08149357,0.0771683
102,0.0816217,0.08253279
103,0.097835876,0.09966953
104,0.07874383,0.07073296
105,0.085998595,0.084724925
106,0.101291925,0.10326504
107,0.17481315,0.20403972
108,0.16024278,0.16627818
109,0.16408259,0.1797305
110,0.16733967,0.19141039
111,0.17555536,0.18030967
112,0.19674575,0.20979212
113,0.15865661,0.15507899
114,0.096079715,0.09685175
