k,cum_mean_std_all,cum_mean_std_mid
1,0.118831895,0.115335174
2,0.109035835,0.109278455
3,0.10664749,0.108102284
4,0.10104053,0.10201501
5,0.09923062,0.10018419
6,0.09989661,0.09947088
7,0.100324415,0.09823377
8,0.097382516,0.09524883
9,0.09551949,0.093830355
10,0.09550302,0.09421767
11,0.099011,0.099005155
12,0.098484784,0.09839887
13,0.10505951,0.10574737
14,0.1044278,0.105506554
15,0.10356439,0.10474353
16,0.10372961,0.10503885
17,0.10347305,0.104750454
18,0.10314183,0.10430327
19,0.10239294,0.10334961
20,0.10171051,0.10241741
21,0.101561375,0.102355085
22,0.10056604,0.101190954
23,0.09986287,0.10040816
24,0.09867319,0.09885487
25,0.09736123,0.09724495
26,0.09615751,0.09594639
27,0.09566693,0.09553458
28,0.09579905,0.095773265
29,0.09709225,0.09758791
30,0.09706472,0.097461544
31,0.097019665,0.09760518
32,0.097083494,0.09775722
33,0.0973111,0.09809221
34,0.09768568,0.09871139
35,0.09801264,0.09920064
36,0.098264284,0.0995893
37,0.09852658,0.0999278
38,0.09859862,0.1002182
39,0.09912352,0.100983314
40,0.09924803,0.101251364
41,0.09975745,0.10201331
42,0.10046383,0.10298915
43,0.10088966,0.10357605
44,0.10127046,0.1041297
45,0.10156955,0.10457401
46,0.1019022,0.10507933
47,0.10214575,0.10554035
48,0.1020512,0.105350755
49,0.10222538,0.105678335
50,0.10251199,0.10608649
51,0.10296719,0.10668146
52,0.10336035,0.10709664
53,0.103739925,0.10760758
54,0.10402618,0.10799895
55,0.104287684,0.10828648
56,0.10461973,0.10872712
57,0.10490878,0.10903995
58,0.105093,0.10931353
59,0.10522506,0.10940222
60,0.1053352,0.10959589
61,0.10582227,0.11029218
62,0.10661215,0.111275494
63,0.10693013,0.11160543
64,0.10685249,0.1112313
65,0.10701196,0.11152467
66,0.107117444,0.11175155
67,0.10760347,0.11238375
68,0.10805754,0.11310724
69,0.1083823,0.113591135
70,0.10898909,0.11439044
71,0.109605156,0.11500857
72,0.11088778,0.1163102
73,0.11175169,0.11749153
74,0.11254499,0.11861123
75,0.11313868,0.11948526
76,0.11346863,0.12001951
77,0.113485865,0.12004212
78,0.1137104,0.12037084
79,0.11416866,0.12109143
80,0.11429868,0.121323526
81,0.11465823,0.121885926
82,0.11528718,0.12284691
83,0.1154915,0.12311669
84,0.11580769,0.12360837
85,0.11648194,0.12456656
86,0.116646536,0.12488477
87,0.11666426,0.1246841
88,0.116782576,0.1248631
89,0.11753062,0.12591597
90,0.11839781,0.12712647
91,0.119225524,0.12821357
92,0.11992484,0.12887502
93,0.12081377,0.12983942
94,0.12147909,0.13043565
95,0.12150605,0.13039723
96,0.12119732,0.12997466
97,0.121020004,0.12969582
98,0.12084281,0.12935536
99,0.12075632,0.12912184
100,0.12055451,0.12886891
101,0.12016776,0.12835702
102,0.11978986,0.12790777
103,0.119576715,0.12763362
104,0.11918409,0.12708649
105,0.11886804,0.12668306
106,0.118702225,0.12646213
107,0.11922663,0.12718715
108,0.119606405,0.1275491
109,0.120014444,0.12802783
110,0.12044467,0.12860402
111,0.12094116,0.12906985
112,0.121617995,0.12979057
113,0.121945776,0.13001437
114,0.12171888,0.12972346
