step,entropy
0,
1,0.99460053
2,0.41279048
3,1.4135972
4,2.3190987e-05
5,0.6238302
6,1.1389232
7,0.023630407
8,0.03202615
9,0.37933144
10,0.6004928
11,0.072163686
12,0.95842755
13,0.018785061
14,0.0023041558
15,5.087771e-07
16,1.2755176
17,1.5783445
18,0.8316724
19,0.8583575
20,0.5519
21,5.1234383e-05
22,0.049460053
23,0.0007812087
24,0.00028909964
25,0.065456234
26,1.1092197
27,1.7382004
28,1.7576985
29,0.0530434
30,1.0232536
31,0.1246247
32,6.071211e-05
33,1.3572721
34,0.017335795
35,0.004369717
36,0.7210369
37,1.4896774
38,0.23908253
39,0.31711996
40,0.0043123993
41,0.099890046
42,1.7931149
43,0.10739413
44,0.8512317
45,0.004295744
46,0.0601492
47,0.107018635
48,0.68826735
49,5.8963964e-05
50,5.0600784e-06
51,1.2248352
52,0.021201275
53,1.1145898
54,0.20046948
55,0.0051247734
56,1.0510626e-06
57,1.6882327
58,0.00032199465
59,1.5867796
60,5.952376e-05
61,0.00014244267
62,1.9589745
63,2.0387397
64,0.0053126104
65,0.00072380435
66,0.17791583
67,0.35685533
68,0.07630063
69,0.13761342
70,1.9534249
71,0.0021692528
72,0.00010482024
73,0.1257148
74,0.4942044
75,0.026776612
76,1.3831962e-05
77,0.0249036
78,0.0005972587
79,9.216375e-05
80,5.364179e-05
81,7.824912e-06
82,0.49533764
83,2.6104603e-06
84,0.65388155
85,0.5277931
86,2.0069683e-06
87,1.9052013e-05
88,1.9001043
89,0.90702033
90,0.8954697
91,0.71719146
92,1.2905539
93,0.9157096
94,1.4421026
95,4.255738e-06
96,0.59408414
97,9.905473e-05
98,1.0143628
99,1.269576
100,0.009765654
101,3.960382e-05
102,0.5798519
103,0.6907995
104,1.0154221
105,1.5288441
106,1.4003759e-05
107,0.00022808956
108,0.00045141904
109,3.3111053e-05
110,5.5312583e-05
111,2.9795574e-06
112,2.3571105
113,4.2045027e-05
114,0.29035783
115,0.6362056
116,0.00073061103
117,3.0254232e-05
118,2.0284681
119,1.109435
120,0.06506208
121,0.81722945
122,0.0007786828
123,0.64958423
124,0.76284033
125,0.79324204
126,0.025467092
127,1.4288925e-05
128,1.0933481
129,0.0007096927
130,0.07520855
131,0.33610457
132,0.518075
133,2.0020049
134,0.0007252173
135,5.08083e-05
136,0.015316395
137,1.5286468
138,0.06726078
139,5.317854e-07
140,0.048417166
141,1.2061331
142,0.008673274
143,4.670753e-05
144,0.8323124
145,0.14825359
146,0.0036403663
147,0.0025196515
148,0.13215138
149,1.5925106
150,0.5191219
151,0.0042588813
152,2.045391e-05
153,2.638991e-05
154,3.555195e-05
155,3.3602253e-06
156,2.208301
157,0.6071338
158,0.19382063
159,0.78365004
