0.008517266,0.008720821,0.014341943,0.008534109,0.005543337,0.002716421,0.008958454,0.0066402443
0.2294021,0.014936215,0.1453291,0.037127417,0.2273082,0.055110108,0.25843242,0.30397737
0.06257086,0.0055690026,0.024436643,0.0046191528,0.110947005,0.006024424,0.0896692,0.13394387
0.015383462,0.0014049883,0.006385407,0.006930352,0.03646256,0.0068410193,0.010782102,0.022719422
0.017236093,0.039409712,0.12712984,0.07987391,0.21522371,0.031994104,0.030200984,0.06800551
0.057232138,0.2894673,0.15080465,0.056841657,0.2535141,0.06460586,0.14671728,0.0210188
0.5680853,0.010893327,0.14951684,0.02548465,0.44865462,0.12987623,0.1626269,0.36466795
0.06653536,0.0038783017,0.04345564,0.2020296,0.060336195,0.10544967,0.01773244,0.2890649
0.1334941,0.11543069,0.025764111,0.06547939,0.018560616,0.03108587,0.009902413,0.045368407
0.0891429,0.115229465,0.15335855,0.058036797,0.09864564,0.19393943,0.08007641,0.109839536
0.008971829,0.01585277,0.39725792,0.029374963,0.3829768,0.035432044,0.6502481,0.005346862
0.049073815,0.12990415,0.1027211,0.16289535,0.013599758,0.117453545,0.014422293,0.040910613
0.18840162,0.10676122,0.05038386,0.06583124,0.062866315,0.08736986,0.037717823,0.12103658
0.10863304,0.18914624,0.01517519,0.026393846,0.04268661,0.05770775,0.01603745,0.21441796
0.14608493,0.23598243,0.026270542,0.030176325,0.07496713,0.083849035,0.03706365,0.22919321
0.21619055,0.1616907,0.0621295,0.034179922,0.13580231,0.07637455,0.05409822,0.2955395
0.0238817,0.0037775731,0.004003557,0.012020551,0.042636808,0.018390413,0.014756074,0.0066133947
0.031504437,0.011459007,0.006677476,0.0038488589,0.0049623647,0.0042102514,0.01595448,0.03414451
0.042435706,0.04294548,0.019071937,0.01058327,0.13373297,0.089280166,0.050164796,0.044075325
0.059003506,0.024756422,0.060607936,0.013792016,0.014892728,0.01999143,0.07523277,0.030027252
0.02850305,0.007423784,0.06463229,0.016792355,0.12314327,0.010221479,0.020028263,0.0044265585
0.012539839,0.056014612,0.0111595495,0.023138989,0.01607962,0.04962755,0.008786111,0.032564785
0.05556243,0.011082988,0.05746077,0.08265769,0.08047569,0.01840363,0.01981771,0.029831717
0.024665745,0.061666228,0.061165065,0.104711846,0.02718523,0.017582577,0.007912552,0.012173959
0.060670085,0.06638022,0.09729711,0.053944733,0.09257641,0.12389299,0.08371064,0.024508271
0.14971174,0.3258878,0.11884401,0.10774208,0.16057883,0.067436606,0.08772228,0.21391608
0.054986015,0.046861507,0.02657232,0.07877254,0.076229766,0.038162287,0.059408836,0.03794767
0.056495585,0.03718164,0.0839148,0.117510155,0.15697964,0.1464042,0.055433642,0.049295586
0.19437474,0.05175137,0.035200067,0.16307576,0.05829261,0.05611038,0.049280126,0.05329053
0.033669792,0.026463976,0.08346333,0.039244458,0.081813745,0.039928906,0.07973618,0.05547478
0.21521866,0.08969986,0.0198247,0.016950864,0.06636653,0.0765049,0.0420128,0.060529303
0.06292825,0.021098277,0.017043533,0.018356035,0.054279156,0.021203833,0.053164583,0.10679764
