step,head_agreement
0,
1,0.15890244
2,0.13768889
3,0.19296011
4,0.12681024
5,0.111166365
6,0.2961167
7,0.24202207
8,0.19648887
9,0.16638106
10,0.13849308
11,0.13017873
12,0.16060197
13,0.2516341
14,0.20802459
15,0.13113645
16,0.09349092
17,0.20966816
18,0.20859346
19,0.16630915
20,0.1809992
21,0.17386445
22,0.18011211
23,0.23508903
24,0.21565329
25,0.20318094
26,0.21131654
27,0.20878293
28,0.22138329
29,0.1163436
30,0.12142621
31,0.27823856
32,0.09957916
33,0.07761843
34,0.13858525
35,0.15806712
36,0.11289574
37,0.1729675
38,0.10071381
39,0.1362294
40,0.11990762
41,0.13449204
42,0.11490832
43,0.0787913
44,0.15510245
45,0.067033075
46,0.27611548
47,0.23538454
48,0.22209893
49,0.2027976
50,0.25518614
51,0.2512156
52,0.15626428
53,0.18814369
54,0.21241525
55,0.12838203
56,0.24434943
57,0.1986321
