k,cum_mean_std_all,cum_mean_std_mid
1,0.08077419,0.06539729
2,0.07478362,0.06304022
3,0.07433487,0.064852536
4,0.07360894,0.065563016
5,0.072403885,0.065805
6,0.072517194,0.06621413
7,0.073120736,0.068699256
8,0.074773714,0.071086474
9,0.07494241,0.070457354
10,0.074976645,0.07083469
11,0.074424274,0.070624135
12,0.07359088,0.069595724
13,0.0731975,0.06910262
14,0.07300147,0.0686852
15,0.07171836,0.06704963
16,0.07037611,0.06572616
17,0.06952401,0.06480731
18,0.06877359,0.06423514
19,0.068334445,0.06384253
20,0.06768002,0.063092604
21,0.07039672,0.06601553
22,0.06952744,0.065111086
23,0.06923837,0.06504698
24,0.07006777,0.06613787
25,0.0696679,0.06576181
26,0.06914853,0.065143906
27,0.06882748,0.0646819
28,0.06841623,0.064131856
29,0.06816502,0.06388257
30,0.06757525,0.06334326
31,0.067094244,0.06274702
32,0.06667204,0.06217806
33,0.0665224,0.062138196
34,0.06587973,0.061578345
35,0.06556068,0.06109343
36,0.06521758,0.060546108
37,0.0648141,0.060209215
38,0.06467772,0.06013743
39,0.06456025,0.060107782
40,0.065222844,0.061058663
41,0.06564911,0.061384603
42,0.065780364,0.061515324
43,0.065789916,0.061721146
44,0.06570483,0.061690554
45,0.06554849,0.061629593
46,0.06530108,0.061468426
47,0.06521768,0.06135604
48,0.06496518,0.061083168
49,0.06463649,0.060758974
50,0.06423703,0.060380057
51,0.06386842,0.060002588
52,0.06343974,0.059467588
53,0.06308639,0.059026483
54,0.06262081,0.058532838
55,0.062405366,0.058406252
56,0.06204346,0.057928383
57,0.06184284,0.05780455
58,0.061611883,0.057579238
59,0.061273392,0.057174057
60,0.060994525,0.056885656
61,0.06068394,0.056486044
62,0.06041648,0.056232616
63,0.060169537,0.056006767
64,0.059986323,0.055713557
65,0.059687126,0.055385813
66,0.059347585,0.05505404
67,0.05908966,0.054721244
68,0.058944464,0.054528095
69,0.058982115,0.054673117
70,0.059327964,0.055147894
71,0.059561234,0.055415023
72,0.05958776,0.055545773
73,0.059525993,0.055491056
74,0.059598412,0.05565976
75,0.05968373,0.05580285
76,0.059757836,0.05589063
77,0.059644617,0.055799987
78,0.05951648,0.055605344
79,0.059453342,0.055590563
80,0.05941044,0.055599254
81,0.059301257,0.055437714
82,0.05914199,0.055222582
83,0.05895834,0.05501464
84,0.058954425,0.055087406
85,0.058803633,0.05491506
86,0.05873063,0.054820243
87,0.05908693,0.05529342
88,0.059340272,0.05550182
89,0.059420157,0.055654414
90,0.059504945,0.05573421
91,0.05962288,0.0558428
92,0.059679028,0.055932306
93,0.059655488,0.055926878
94,0.05962264,0.055904057
95,0.05948103,0.05579784
96,0.05945322,0.055830043
97,0.0594324,0.05580674
98,0.05946635,0.05588231
99,0.059405666,0.055816766
100,0.05940976,0.05581741
101,0.059402954,0.05581826
102,0.0593705,0.055807143
103,0.059406143,0.055896834
104,0.059462566,0.055960305
105,0.05936815,0.055846874
106,0.05920969,0.05565288
107,0.059112713,0.05558715
108,0.058959324,0.055422883
109,0.058801956,0.05523434
110,0.05855362,0.054963663
111,0.058509864,0.054974735
112,0.058373637,0.05482116
113,0.058315065,0.054728158
114,0.05820568,0.054612175
115,0.05812473,0.054536603
116,0.058140595,0.05460921
117,0.05830132,0.054877546
118,0.058263104,0.054834306
119,0.05820485,0.05477976
120,0.05812075,0.054707985
121,0.05813749,0.05475507
122,0.058470525,0.05520514
123,0.058708955,0.055491593
124,0.058983702,0.055850558
125,0.059140492,0.055989012
126,0.059194177,0.05601464
127,0.0592848,0.05614431
128,0.059411205,0.056332104
129,0.059512213,0.056475528
130,0.059620917,0.05666159
131,0.059627928,0.05669365
132,0.05970361,0.056828752
133,0.059789885,0.05699182
134,0.059830837,0.057052333
135,0.060225777,0.057324655
136,0.060346335,0.05753366
137,0.060718175,0.05805643
