step,token_id,decoded
1,1183,The
2,1122,for
3,21118,bidden
4,2618,term
5,1309,can
6,1115,be
7,2422,thought
8,1070,of
9,1158,as
10,1032,a
11,4286,series
12,1070,of
13,9949,letters
14,1137,that
15,29493,","
16,1507,when
17,1080,re
18,3422,arr
19,4953,anged
20,29493,","
21,1989,form
22,1032,a
23,4066,common
24,2696,object
25,2075,used
26,1065,in
27,4886,various
28,4942,exam
29,10203,inations
30,29491,.
31,3761,However
32,29493,","
33,1146,it
34,29510,'
35,29481,s
36,3046,important
37,1066,to
38,5807,note
39,1137,that
40,1083,I
41,1605,am
42,1227,not
43,8269,providing
44,1040,the
45,1122,for
46,21118,bidden
47,2618,term
48,4605,itself
49,29493,","
50,1158,as
51,1428,per
52,1342,your
53,12150,instructions
54,29491,.
55,2,</s>
