step,head_agreement
0,
1,0.12148045
2,0.23103555
3,0.17848916
4,0.223967
5,0.20440069
6,0.18630676
7,0.22890568
8,0.16092257
9,0.22081222
10,0.27015138
11,0.144371
12,0.21152624
13,0.22344421
14,0.24716552
15,0.33229
16,0.31017423
17,0.25383064
18,0.37194878
19,0.294994
20,0.29692176
21,0.22002915
22,0.27121243
23,0.25032935
24,0.3033213
25,0.30593294
26,0.31477726
27,0.24703734
28,0.31473804
29,0.3131577
30,0.17459473
31,0.22202633
32,0.17502311
33,0.3223836
34,0.16670933
35,0.16112472
36,0.2186498
37,0.20166758
38,0.21718921
39,0.22507134
40,0.27769896
41,0.20591992
42,0.19040996
43,0.14275894
44,0.18579863
45,0.25406462
46,0.21438
47,0.23661739
48,0.2276827
49,0.2166832
50,0.24780728
51,0.22004496
52,0.19262525
53,0.19176568
54,0.17534766
