0.013370491,0.0050894185,0.031854,0.005341856,0.0087715965,0.019025715,0.019822307,0.01268042,0.005653323,0.01707388,0.04219052,0.011156946,0.018097393,0.013042272,0.0103736995,0.0051016486,0.0029320284,0.005790766,0.004514769
0.13331145,0.058130935,0.31484434,0.046087418,0.1672029,0.19068494,0.2235125,0.08934396,0.09672749,0.12114845,0.12847501,0.27531168,0.29347038,0.13351563,0.02832867,0.123334885,0.07502241,0.31899813,0.29095083
0.035189565,0.0158315,0.030860977,0.010179568,0.07631568,0.09277471,0.021053368,0.01476954,0.02054136,0.01339106,0.06249228,0.13693716,0.03449345,0.010454016,0.004071011,0.037107375,0.0068562794,0.127048,0.12172608
0.0042026783,0.0038888461,0.055946056,0.008382869,0.011279124,0.011930366,0.0051487116,0.0065706656,0.0038093948,0.008050129,0.035520196,0.017235478,0.0020706241,0.0021969636,0.0012073361,0.016285818,0.0028793642,0.032131393,0.021490613
0.044760574,0.15857166,0.028123688,0.22998066,0.05918845,0.18249528,0.17994717,0.30967528,0.30935112,0.22866583,0.30307764,0.14990506,0.20874351,0.21703406,0.2839597,0.12118399,0.14217044,0.117961325,0.019122208
0.23151998,0.084351875,0.03473258,0.06655459,0.013942861,0.016550351,0.026619425,0.025018284,0.09111872,0.07939993,0.19339943,0.08530771,0.044200595,0.09910042,0.2817712,0.14257863,0.026893577,0.03078322,0.0038247367
0.47208342,0.4499262,0.07493323,0.31119087,0.08532519,0.1384131,0.25214645,0.3639641,0.58369017,0.026462313,0.02358133,0.4178367,0.051639784,0.015887909,0.0030331628,0.1607475,0.016142389,0.11007646,0.12262631
0.10269522,0.064863674,0.079987414,0.007192597,0.034191635,0.060011342,0.28226098,0.08585786,0.041407567,0.29052752,0.073871575,0.030445628,0.08013903,0.11482837,0.006856788,0.062190708,0.32456848,0.01356285,0.07273438
0.037667166,0.07279414,0.058444466,0.1122494,0.054529473,0.10788481,0.10431689,0.052648667,0.07977979,0.08565266,0.067083575,0.011984407,0.045884445,0.14748669,0.11807657,0.040598318,0.09248124,0.023302186,0.054406587
0.21877508,0.081530325,0.1828327,0.055032488,0.14165656,0.03843875,0.0495656,0.03397954,0.014338257,0.013253838,0.011444748,0.020862354,0.011226735,0.008554148,0.003158078,0.0038553134,0.013331882,0.014331239,0.07613835
0.008869372,0.040389404,0.023524066,0.017891683,0.3038522,0.006369565,0.034811173,0.05680426,0.048490304,0.03518132,0.07396168,0.6053495,0.08829357,0.02261113,0.011958052,0.086544015,0.030208422,0.26369512,0.0026200614
0.32722875,0.01889399,0.13278772,0.036381528,0.018213823,0.45814633,0.3055987,0.04594475,0.0310471,0.09549586,0.07914596,0.047002025,0.088026956,0.19902097,0.2749231,0.013062062,0.023163784,0.007639246,0.043187622
0.13077144,0.06551916,0.046486672,0.20540053,0.078205876,0.24656406,0.29075265,0.11925484,0.24050725,0.10026446,0.123193674,0.1748655,0.16510464,0.44002056,0.32623258,0.16419104,0.20815566,0.12459272,0.23644581
0.11502482,0.19176589,0.060361803,0.2720462,0.047521,0.08924358,0.1183228,0.13241504,0.16610828,0.06409245,0.08194498,0.06318563,0.102754794,0.18791214,0.1203293,0.08106857,0.10647547,0.028111456,0.15025513
0.088996135,0.05808747,0.032697357,0.11944361,0.041109722,0.11679316,0.15225922,0.083054,0.11741928,0.08018621,0.09647191,0.06764132,0.07572455,0.1399368,0.13088518,0.054962073,0.06108441,0.038708508,0.11220551
0.20529482,0.115880445,0.05123237,0.18249133,0.047320176,0.23048145,0.30252463,0.20028655,0.54505694,0.16988383,0.1700222,0.14372002,0.1893004,0.31455663,0.26389512,0.11296102,0.15269034,0.060361803,0.38570493
0.025813507,0.014411787,0.011486019,0.018665507,0.0072745234,0.0096757505,0.02936064,0.021945994,0.015847452,0.06030041,0.038362216,0.03580052,0.014627537,0.04986727,0.0053716344,0.0123999575,0.023919629,0.0033874258,0.002733718
0.018600661,0.055343334,0.030977992,0.07286475,0.03363997,0.07828749,0.14114635,0.06321255,0.036020845,0.06333715,0.05639138,0.0119194295,0.06160004,0.09945383,0.065384805,0.107074246,0.07269863,0.025946641,0.10356823
0.017900156,0.009530854,0.053839244,0.12609091,0.13339756,0.066809416,0.13896064,0.0109738065,0.04779099,0.06575864,0.17061509,0.083694406,0.07815722,0.0323562,0.06827318,0.07075013,0.009405636,0.0696863,0.018089825
0.045341596,0.030397628,0.024576867,0.049495883,0.039328024,0.07601988,0.046872158,0.026219942,0.025629034,0.0134087615,0.0522499,0.051745314,0.045507792,0.019180557,0.017088214,0.020064447,0.054355484,0.0269675,0.03424067
0.020974338,0.09653571,0.024488037,0.023928706,0.035295393,0.017976917,0.012617536,0.2542984,0.026399761,0.012975636,0.15912326,0.074785426,0.007987688,0.007466568,0.0056376606,0.03087623,0.0026926582,0.011432944,0.001917311
0.009208166,0.056369748,0.055935793,0.11850231,0.01265883,0.010888532,0.0061847693,0.049992207,0.037020426,0.010245107,0.016256131,0.013424826,0.026538778,0.023044296,0.039217856,0.0063831825,0.021175249,0.0061551062,0.015743468
0.03297016,0.022119006,0.034829702,0.01800549,0.018817345,0.023733966,0.019045928,0.01090325,0.008897975,0.016562805,0.008107203,0.00583608,0.0032409243,0.0040243175,0.0011805114,0.006857509,0.0036569906,0.0048713125,0.007937007
0.0230595,0.11581094,0.07227312,0.037282396,0.020848269,0.019221326,0.02825378,0.065045536,0.032404564,0.02999211,0.049031787,0.020822793,0.021473223,0.026055286,0.021480093,0.010758159,0.032530453,0.012583844,0.011044262
0.047799576,0.038540915,0.06598836,0.07662982,0.02516246,0.041078895,0.03669593,0.040251974,0.15981755,0.086535886,0.1216167,0.054714743,0.027297726,0.034519322,0.050468583,0.033722464,0.04153174,0.02062744,0.018072465
0.10149131,0.34724587,0.27586347,0.39678535,0.3040096,0.42844677,0.5390955,0.40385118,0.51032895,0.4317932,0.642657,0.35757664,0.46823564,0.5478942,0.83315104,0.31044436,0.3162838,0.28628817,0.20994319
0.06948423,0.032673497,0.054983076,0.051862124,0.03964597,0.030327993,0.038843066,0.021270286,0.051472016,0.04729651,0.042750042,0.036146227,0.013307887,0.034006953,0.019964907,0.030016229,0.14098468,0.04254589,0.050127238
0.06745399,0.043860413,0.040688243,0.10716655,0.035945952,0.021847818,0.0261941,0.022477226,0.04466975,0.044071518,0.021159347,0.08277969,0.032398716,0.043654922,0.012272478,0.07984832,0.017438171,0.117682114,0.04003756
0.110995635,0.1229301,0.09635909,0.05544458,0.053841647,0.0488997,0.08246726,0.08334546,0.05308705,0.14540808,0.122443475,0.06734466,0.06933119,0.053124994,0.028198592,0.043948617,0.038955618,0.05792686,0.048981357
0.040594433,0.15875725,0.08560938,0.14374468,0.12557067,0.08284671,0.1301265,0.18122923,0.106801845,0.16603751,0.15958491,0.13815752,0.26316872,0.134383,0.092887916,0.1099488,0.06977727,0.09838657,0.08961816
0.1768599,0.09672415,0.1386248,0.16912587,0.0617221,0.15243095,0.19099477,0.2104775,0.4002448,0.101335816,0.10593495,0.143586,0.28351656,0.27372822,0.2566309,0.13845642,0.11247855,0.06678565,0.11688977
0.08006492,0.04154798,0.071285844,0.052070115,0.09300429,0.05080758,0.061418246,0.041358493,0.079956986,0.084474795,0.09740862,0.1383566,0.06296416,0.08511384,0.059497237,0.16643672,0.03463391,0.06714702,0.06636173
