0.084254466,0.08985026,0.06626786,0.08869934,0.070213735,0.09836118,0.05734367,0.046694454,0.06473562,0.05085308,0.053299107,0.069437735,0.08125887,0.037376516,0.0387888,0.06796642,0.050421517,0.034674775,0.040663023,0.060847957,0.041425947,0.03323842,0.05895909,0.023416383,0.052646037,0.074453995,0.04508885,0.06058753,0.029863562,0.06686733,0.071141824,0.067118935,0.03238052,0.051567476,0.0868459,0.048602734,0.031902622,0.09245586,0.09129524
0.24939129,0.06308594,0.10142991,0.09496647,0.06028533,0.048216276,0.049830537,0.041609276,0.09978854,0.02875569,0.01750748,0.05254558,0.06461966,0.010342739,0.03502408,0.05613104,0.019201403,0.018016564,0.015184079,0.034160852,0.015028105,0.038502183,0.026879301,0.0072633424,0.045566734,0.09508201,0.09948754,0.10255093,0.041710198,0.03236027,0.03766634,0.054790046,0.010642783,0.023328984,0.061485916,0.024185866,0.033589724,0.11016152,0.18059573
0.10805368,0.043831963,0.069530316,0.049611967,0.04147301,0.0501424,0.104648344,0.03940416,0.08671151,0.05610847,0.012793832,0.05107194,0.028411416,0.016218318,0.026822092,0.030772988,0.016183948,0.027019998,0.02514795,0.030624859,0.013929065,0.050259132,0.044917807,0.00897004,0.117639676,0.035685666,0.03989967,0.044037152,0.056009326,0.03305255,0.07040776,0.11667929,0.015594547,0.022765541,0.06252121,0.06405476,0.0330637,0.15353107,0.0889789
0.1920863,0.096301764,0.118660256,0.099681854,0.07301394,0.109886914,0.10516817,0.054834414,0.16118054,0.082160965,0.029619005,0.0684406,0.08180056,0.03536535,0.03974684,0.0896285,0.040988103,0.053293023,0.031827424,0.059442785,0.017388102,0.037853144,0.08852345,0.012835185,0.12027016,0.09869605,0.0718766,0.12937976,0.04693107,0.074158035,0.096395224,0.09615211,0.014559077,0.04841921,0.07379868,0.046276983,0.04267917,0.17209181,0.11497203
0.04239917,0.014864373,0.082516044,0.06896735,0.016879855,0.016397834,0.059813447,0.027471446,0.046273287,0.025910817,0.037071116,0.030593984,0.028385537,0.028965877,0.12081444,0.049103323,0.019195978,0.0128222415,0.015455326,0.04178783,0.017427756,0.02576036,0.017725082,0.0124763455,0.024745742,0.04584199,0.04085138,0.03426175,0.038240783,0.0584912,0.029241432,0.037850995,0.024135333,0.015402465,0.17106071,0.03692459,0.06574793,0.069112144,0.15024124
0.16516122,0.13702045,0.3062728,0.27185765,0.25058478,0.22670072,0.2551755,0.18509658,0.27523473,0.23430504,0.14560129,0.15095364,0.15606616,0.28308088,0.13330844,0.113193154,0.09233719,0.048152067,0.08153396,0.27792397,0.12551057,0.09736506,0.17333615,0.05319068,0.14313874,0.14166369,0.11566877,0.21527122,0.12864345,0.30675498,0.3070124,0.23377407,0.15082502,0.1467749,0.18021771,0.17379811,0.22844283,0.26400512,0.18579769
0.044777997,0.07077484,0.11832813,0.13544056,0.08104974,0.09826049,0.18275186,0.052565787,0.21504657,0.1277899,0.09004072,0.120405525,0.13072973,0.0886458,0.102694355,0.16531724,0.09500542,0.17924063,0.07782974,0.087247774,0.09300418,0.12381667,0.178221,0.034402322,0.20358746,0.17683765,0.031422157,0.12580125,0.023771185,0.2165642,0.12232315,0.16005272,0.06538086,0.10242809,0.24657032,0.10388313,0.101794854,0.25392747,0.1407516
0.22700143,0.32607523,0.15817252,0.10724395,0.33851728,0.49542746,0.20668297,0.23450534,0.5604161,0.24450791,0.14320426,0.3187499,0.1684044,0.08675452,0.09351878,0.03463256,0.17766908,0.08654423,0.07719884,0.20663884,0.09156683,0.015744016,0.09101922,0.066083565,0.12544243,0.41643348,0.37422988,0.23204167,0.34291202,0.46733725,0.3249917,0.19426471,0.15998377,0.14508311,0.47992885,0.11566783,0.12916169,0.5471898,0.25923818
0.14627537,0.060558554,0.051737882,0.0706111,0.03390993,0.10430362,0.12450918,0.089288265,0.13279282,0.061243996,0.040314082,0.05009505,0.04858679,0.021496711,0.04155,0.050974037,0.02947886,0.029570438,0.017508116,0.025735158,0.00281602,0.015465173,0.075868,0.008028699,0.042295888,0.06599946,0.22739407,0.19286095,0.059198428,0.07587778,0.08238228,0.03875102,0.014633508,0.011739632,0.029020526,0.030633794,0.043857634,0.07468167,0.10652738
0.02232984,0.024940426,0.0061794785,0.014357803,0.0062886802,0.012955312,0.008515543,0.011216644,0.0017925533,0.0028325836,0.009576864,0.011272125,0.01222186,0.004977068,0.015627312,0.017481733,0.011814278,0.0040488937,0.0010005545,0.0011222309,0.00061906024,0.0011453695,0.0026535552,0.0006618772,0.0032601897,0.0121175805,0.03430475,0.0064030685,0.015585424,0.030101145,0.00614474,0.009302023,0.0012945839,0.0011869502,0.011572174,0.0069913124,0.010311463,0.014416614,0.064409554
