step,per_step_all,per_step_mid
0,0.12624225,0.13553791
1,0.09571131,0.08814189
2,0.07464383,0.0706092
3,0.09189752,0.0912538
4,0.07097407,0.06702331
5,0.077024214,0.07338902
6,0.07208756,0.07396685
7,0.07267007,0.07041046
8,0.05471709,0.04730527
9,0.06413108,0.067746885
10,0.06883573,0.06570393
11,0.07734281,0.06936064
12,0.10576971,0.11697278
13,0.06645487,0.06145716
14,0.06660541,0.06593632
15,0.067909196,0.070474215
16,0.07405668,0.07494866
17,0.06965173,0.068829395
18,0.15175931,0.15038782
19,0.08387812,0.090034455
20,0.13660495,0.15399195
21,0.13094808,0.13481739
22,0.113166615,0.1140188
23,0.10123876,0.09932026
24,0.10293686,0.10121655
25,0.084503196,0.08518469
26,0.082084075,0.08373862
27,0.0845888,0.081369154
28,0.079673335,0.075141124
29,0.088028654,0.08581775
30,0.0703573,0.06391025
31,0.086789295,0.089580044
32,0.081009,0.086163916
33,0.076490596,0.07359867
34,0.07606127,0.068558395
35,0.080937214,0.08232025
36,0.107441634,0.11502442
