0.14659654,0.14621052,0.20368537,0.16881499,0.15690634,0.19843864,0.18068068,0.17671455,0.22490537,0.15978184,0.24893577,0.14329705,0.2408411,0.16044609,0.21120828,0.17699856,0.14943245,0.23727179,0.18970042,0.15277126,0.17484644,0.14732714,0.19115517,0.15455638,0.21781085,0.20828286,0.18037604,0.18410115,0.19437093,0.16329923,0.20887299,0.16847244,0.2140621,0.13293979,0.19671132,0.20961161,0.18666215,0.24267668,0.14549626,0.1850236,0.17202576,0.12306659,0.1772007,0.16535595,0.1731462,0.19581813,0.16439924,0.21558283,0.19085947,0.16752566,0.17250511,0.14389828,0.14858079,0.15666792,0.16934945,0.17469251,0.15810989,0.17349918,0.16212429,0.17305048,0.22342372,0.15707107,0.2147644,0.19757341,0.1433876,0.13036723,0.173452,0.2245154,0.15100081,0.1297301,0.13370213,0.1942213,0.19935453,0.17406374,0.15785097,0.17673755,0.17429876,0.21402554
0.22465654,0.12773708,0.0990579,0.1035495,0.10473348,0.13879877,0.14706756,0.11720295,0.15523463,0.1326291,0.13766386,0.09314141,0.13217442,0.105046906,0.14683868,0.12565327,0.097991556,0.13306932,0.11360019,0.13393854,0.15379421,0.14726582,0.14658974,0.122681715,0.100524954,0.11165927,0.124476895,0.1464817,0.119357936,0.11066355,0.120852776,0.12519358,0.12335549,0.11089571,0.11850982,0.17612758,0.13765714,0.10902941,0.08852091,0.14169474,0.10132514,0.1262623,0.19331715,0.18361823,0.14546408,0.28681514,0.12753299,0.107414894,0.136084,0.16158403,0.13658547,0.11522783,0.11559435,0.12285461,0.13682337,0.13945925,0.14712739,0.16928032,0.1413489,0.16626641,0.28305507,0.15160222,0.19524626,0.17410459,0.14246492,0.09990505,0.11310433,0.14727071,0.11774188,0.121040985,0.116141364,0.11427639,0.20341234,0.17315702,0.11717279,0.16633789,0.13575494,0.14293754
0.1314755,0.39142677,0.22488298,0.14522935,0.32283416,0.39956003,0.2703984,0.2245628,0.30522975,0.24660915,0.2152159,0.10866465,0.12720858,0.13770306,0.110007964,0.14844331,0.14896046,0.17626445,0.20539229,0.09769629,0.1772017,0.15140142,0.1082784,0.17978305,0.33057123,0.32712424,0.37532586,0.31872442,0.2221146,0.13851844,0.17865245,0.22127645,0.13909777,0.1277216,0.20093642,0.29714322,0.18200761,0.1777954,0.092844255,0.18260123,0.12193908,0.11208864,0.20189564,0.16835405,0.08634567,0.19304416,0.21903141,0.29770145,0.39507324,0.71429485,0.34567615,0.28364632,0.21592043,0.32490098,0.21075796,0.21680398,0.3011087,0.39807838,0.6753301,0.6299226,0.7613749,0.29395524,0.26780695,0.21436888,0.36314678,0.27266908,0.36021814,0.265207,0.14308865,0.8493736,0.48778522,0.46426222,0.12573536,0.3881275,0.2381014,0.17621848,0.23896524,0.3268199
0.3206271,0.24133572,0.21481937,0.19676337,0.24365874,0.27441552,0.336739,0.2706682,0.29206803,0.30157945,0.23905243,0.18103313,0.1907598,0.15703532,0.16747053,0.22938316,0.20885684,0.21932724,0.23573336,0.20443669,0.22423634,0.1912049,0.1792335,0.22961119,0.28703234,0.27940965,0.3966615,0.36806354,0.23849732,0.18557121,0.17210977,0.1849031,0.28179553,0.17719956,0.21659653,0.32147142,0.2350946,0.23037308,0.16749102,0.24389136,0.16661064,0.1731217,0.2314967,0.19005498,0.2203245,0.24387902,0.20608194,0.24936667,0.30763054,0.2882133,0.30786285,0.18616906,0.1495687,0.22272223,0.2187,0.23472233,0.35757834,0.28975463,0.34445694,0.3038614,0.43348718,0.31017095,0.29837057,0.25503573,0.23738019,0.22018799,0.3155729,0.26837027,0.17889284,0.33624402,0.28190982,0.28309402,0.26649663,0.33883736,0.29189405,0.28411874,0.322122,0.29530728
0.14373815,0.15141885,0.14272715,0.09682284,0.14858972,0.22983646,0.15794979,0.1474351,0.1694447,0.12379031,0.15606385,0.10096912,0.12170709,0.12596595,0.12914975,0.1571028,0.19601676,0.16517882,0.1802213,0.13628484,0.16395444,0.15880439,0.14667633,0.17725138,0.18665847,0.1753493,0.11781453,0.12452266,0.12514083,0.10797412,0.13267305,0.1318885,0.14775012,0.11534022,0.12941907,0.21403567,0.1806562,0.15780772,0.12093275,0.16751769,0.15083832,0.11859625,0.1278441,0.14615375,0.12884422,0.20630299,0.19193965,0.18910389,0.16501422,0.14683995,0.12031655,0.14647871,0.15369529,0.15820844,0.1332825,0.13998273,0.121435046,0.15310565,0.14553021,0.12797129,0.13911793,0.12982398,0.15704723,0.15274157,0.13971561,0.16057436,0.15838253,0.23989151,0.15902752,0.12942307,0.14336832,0.13342828,0.12011221,0.19392417,0.14194019,0.14190967,0.13842481,0.15757068
0.13532694,0.08926658,0.040294655,0.05333208,0.05120977,0.08852437,0.06353432,0.083899796,0.08576605,0.053640813,0.072899714,0.049889196,0.085727826,0.10207769,0.07973724,0.123395346,0.12332086,0.088748455,0.0663625,0.09616447,0.07253094,0.10911856,0.13398553,0.11840844,0.07777755,0.07904918,0.070230655,0.08799109,0.06412962,0.04529125,0.073076494,0.1167762,0.09543205,0.060333624,0.1012433,0.11882133,0.13076156,0.096295714,0.07426492,0.07004521,0.082064375,0.079577394,0.09135259,0.12059337,0.11442111,0.1732605,0.12016641,0.07850443,0.072306916,0.080274805,0.06285984,0.06727451,0.08224349,0.09064574,0.078980796,0.077528745,0.06540231,0.07743306,0.08759907,0.05687766,0.086803444,0.11157576,0.13155778,0.09466412,0.13059938,0.09099388,0.088155374,0.11277753,0.088641234,0.099128135,0.08951279,0.09959006,0.08487795,0.119103104,0.093326405,0.07769629,0.08008565,0.14783025
0.09896228,0.047945216,0.06421829,0.04651826,0.06146305,0.08919127,0.08010763,0.093851514,0.1864888,0.13767834,0.1375237,0.087406635,0.13120037,0.17406934,0.17179582,0.11364276,0.034996465,0.1079857,0.11358539,0.10349607,0.07703769,0.087483,0.10286383,0.048102777,0.06677895,0.1312133,0.12471387,0.09587622,0.09425612,0.06466634,0.10716617,0.14510846,0.18575263,0.13277045,0.11166114,0.075265534,0.07881501,0.15901095,0.10374317,0.118802704,0.12743987,0.11061389,0.09172709,0.09949432,0.1165547,0.07011556,0.066043355,0.067347705,0.076108396,0.083488464,0.06864859,0.0554436,0.057574987,0.06439235,0.06313921,0.052253347,0.05990224,0.10749094,0.11552529,0.10750593,0.09360659,0.06908456,0.14009814,0.13340014,0.040975668,0.05874331,0.06579191,0.060275953,0.05901097,0.056464706,0.07065468,0.14832754,0.086588226,0.10039578,0.11083634,0.11542214,0.09563778,0.062749766
0.1154877,0.093064055,0.077506796,0.07126709,0.10118594,0.10814368,0.09706383,0.08488802,0.109075986,0.11002514,0.12697497,0.080634065,0.10403962,0.115616,0.14201765,0.12747696,0.0886922,0.10638115,0.13791466,0.10651712,0.10173864,0.12580958,0.10902869,0.10842491,0.12591445,0.13849676,0.12935738,0.11831025,0.09754778,0.062928826,0.10221012,0.120471805,0.1235528,0.11961013,0.16272266,0.1343944,0.20420589,0.16619954,0.0955159,0.16177806,0.1101271,0.0837419,0.114383936,0.1415146,0.117433876,0.122255504,0.11244959,0.14793186,0.10639093,0.13271266,0.13665773,0.13812464,0.1260466,0.11941563,0.14093651,0.15335906,0.13826253,0.14180022,0.14088546,0.112897,0.13334388,0.13566987,0.13708085,0.10041899,0.14714605,0.15712535,0.15914623,0.09286607,0.17245884,0.16513212,0.17866163,0.14512561,0.12051321,0.14017287,0.15421052,0.16343993,0.12000125,0.13959306
0.21411487,0.13437127,0.12785138,0.109515876,0.1332255,0.16165537,0.14455524,0.12863043,0.16084614,0.14574096,0.13840951,0.10228291,0.12931994,0.11690858,0.12003876,0.13202947,0.1111497,0.13240331,0.12602352,0.118434615,0.12537085,0.13339436,0.12939584,0.14618738,0.13573115,0.14212687,0.14216334,0.120983616,0.11751495,0.09990633,0.12731475,0.11084346,0.1410155,0.1134361,0.12072224,0.13624631,0.14232318,0.12528354,0.1176486,0.1293467,0.12707795,0.11818654,0.12509298,0.13649595,0.11785716,0.19686735,0.15878642,0.173655,0.17029089,0.16411948,0.15527835,0.14209515,0.15545097,0.17021842,0.14980549,0.15834427,0.15224928,0.14733635,0.14630187,0.1896561,0.19245255,0.12237218,0.1542971,0.16010794,0.15415303,0.13816977,0.16920759,0.22292584,0.13762404,0.124934174,0.13684134,0.14262141,0.11689188,0.13709347,0.118461356,0.1289512,0.120761946,0.15403287
0.52028215,0.34572306,0.15907343,0.13961504,0.20096849,0.2363125,0.29898295,0.22465748,0.35625222,0.3770526,0.20762216,0.14219755,0.23751168,0.17765686,0.21864149,0.2521524,0.15749127,0.2408739,0.16347137,0.16665992,0.11224356,0.13251092,0.1832017,0.28727594,0.33467692,0.24007843,0.32293501,0.17688379,0.1418119,0.12759697,0.16655894,0.13030371,0.19987774,0.13240424,0.12346993,0.12657362,0.1516286,0.16375045,0.19037968,0.15807375,0.17212106,0.19295247,0.1263226,0.13815077,0.20927636,0.27770117,0.20952795,0.22978964,0.4289753,0.34569368,0.30590576,0.20881176,0.2173891,0.36364332,0.33455598,0.30368447,0.25174865,0.25310817,0.18866241,0.4578645,0.5875273,0.4023222,0.2829956,0.34540746,0.2941823,0.16703959,0.27854002,0.36797047,0.19970797,0.23443002,0.19335628,0.17003381,0.12434641,0.24227197,0.1691303,0.22256097,0.14837614,0.22201623
