step,head_agreement
0,
1,0.25421733
2,0.22965589
3,0.18667044
4,0.15778582
5,0.13682146
6,0.08483705
7,0.21058217
8,0.09204989
9,0.14864276
10,0.092328966
11,0.10435611
12,0.16987093
13,0.31347144
14,0.14912657
15,0.1096299
16,0.26801977
17,0.35199714
18,0.13093694
19,0.29568028
20,0.2734297
21,0.2075172
22,0.2555327
23,0.22466832
24,0.18328677
25,0.22688173
26,0.24294084
27,0.19098902
28,0.22529827
29,0.29518834
30,0.09120514
31,0.1548718
32,0.19773766
33,0.26632068
34,0.30830446
35,0.18032263
36,0.2393856
37,0.29692322
38,0.14041005
39,0.21811587
40,0.14765234
41,0.25145432
42,0.28283438
43,0.27073118
44,0.21875565
45,0.1708102
46,0.13157022
47,0.19431776
48,0.21964593
49,0.1576921
50,0.15057848
51,0.1926883
52,0.18425654
53,0.19977209
54,0.25798926
55,0.38989747
56,0.2645464
57,0.30132073
58,0.3225194
59,0.41842136
60,0.37471732
61,0.34435624
62,0.35689986
63,0.40382448
64,0.38504538
65,0.45169735
66,0.3755386
67,0.34962583
68,0.3653589
69,0.37440312
70,0.4390768
71,0.41646042
72,0.44189703
73,0.41864485
74,0.4318005
75,0.30979958
76,0.18224451
77,0.3981587
78,0.3023532
79,0.11268487
80,0.24196154
81,0.27963513
82,0.19294132
83,0.4379108
84,0.37329614
85,0.39968657
86,0.38479152
87,0.44903103
88,0.48902255
89,0.4042981
90,0.39896658
91,0.3830851
92,0.4756051
93,0.4142626
94,0.4236489
95,0.4638981
96,0.44715
97,0.47212216
98,0.4292596
99,0.43429005
100,0.4534349
101,0.43880245
102,0.4225242
103,0.4816937
104,0.46973357
105,0.47760293
106,0.47759473
107,0.49518242
108,0.47527677
109,0.19022512
110,0.12535666
111,0.33612257
112,0.31419298
113,0.41402873
114,0.36033836
115,0.34337178
116,0.37378848
117,0.42005566
118,0.4584209
119,0.4872181
120,0.41608447
121,0.4348512
122,0.4710611
123,0.43435884
124,0.3993742
125,0.33956045
126,0.39847505
127,0.4109668
128,0.43971795
129,0.47683454
130,0.49361697
131,0.41659525
132,0.38884726
133,0.30458146
134,0.16957723
