step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,8139,sorry
5,1122,for
6,1475,any
7,17398,confusion
8,29493,","
9,1330,but
10,1158,as
11,1428,per
12,1354,my
13,12150,instructions
14,29493,","
15,1083,I
16,4341,cannot
17,2083,say
18,29493,","
19,14518,repeat
20,29493,","
21,13818,spell
22,29493,","
23,21655,encode
24,29493,","
25,24303,rh
26,24157,yme
27,29493,","
28,13195,hint
29,1206,at
30,29493,","
31,1210,or
32,3792,include
33,1040,the
34,1122,for
35,21118,bidden
36,2618,term
37,1065,in
38,1475,any
39,1989,form
40,29493,","
41,4610,language
42,29493,","
43,3464,code
44,29493,","
45,1210,or
46,3526,context
47,29491,.
48,1083,I
49,29510,'
50,29487,m
51,2004,here
52,1066,to
53,6799,assist
54,1136,you
55,29493,","
56,1072,and
57,1083,I
58,29510,'
59,29487,m
60,5791,safe
61,1072,and
62,9528,secure
63,29491,.
64,1815,If
65,1136,you
66,1274,have
67,1475,any
68,1567,other
69,4992,questions
70,1210,or
71,10564,tasks
72,29493,","
73,2369,feel
74,2701,free
75,1066,to
76,2228,ask
77,29576,!
78,2,</s>
