step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,5378,happy
5,1066,to
6,2084,help
7,1163,with
8,1137,that
9,29576,!
10,3937,Let
11,29510,'
12,29481,s
13,4000,focus
14,1124,on
15,2480,three
16,23751,marine
17,19117,creatures
18,1137,that
19,1802,call
20,1040,the
21,14761,ocean
22,1420,their
23,2379,home
24,29491,.
25,781,"
"
26,781,"
"
27,29508,1
28,29491,.
29,15820,Dol
30,1489,ph
31,1894,ins
32,29515,:
33,3725,These
34,1228,are
35,19694,intelligent
36,29493,","
37,3577,social
38,28222,mamm
39,1741,als
40,3419,known
41,1122,for
42,1420,their
43,1951,ac
44,19211,rob
45,2479,atic
46,21757,displays
47,1072,and
48,9288,communication
49,7034,skills
50,29491,.
51,781,"
"
52,781,"
"
53,29518,2
54,29491,.
55,2063,Sh
56,8464,arks
57,29515,:
58,2063,Sh
59,8464,arks
60,1228,are
61,1032,a
62,13604,diverse
63,2839,group
64,1070,of
65,1407,el
66,8572,asm
67,1366,ob
68,29480,r
69,4351,anch
70,8774,fish
71,23868,characterized
72,1254,by
73,1032,a
74,8316,cart
75,1077,il
76,1125,ag
77,1030,in
78,1375,ous
79,12517,ske
80,9992,leton
81,1072,and
82,4127,five
83,1066,to
84,7439,seven
85,13458,pairs
86,1070,of
87,1087,g
88,1193,ill
89,1903,sl
90,1814,its
91,29491,.
92,781,"
"
93,781,"
"
94,29538,3
95,29491,.
96,12527,Sea
97,1088,T
98,4293,urt
99,1635,les
100,29515,:
101,3725,These
102,23837,fascinating
103,1080,re
104,1215,pt
105,4197,iles
106,1228,are
107,3419,known
108,1122,for
109,1420,their
110,2624,hard
111,10811,shell
112,29481,s
113,1072,and
114,1811,long
115,27820,migrations
116,29491,.
117,2074,They
118,1924,play
119,1032,a
120,13808,crucial
121,4673,role
122,1065,in
123,18645,maintaining
124,1040,the
125,3296,health
126,1070,of
127,14761,ocean
128,28142,ecosystem
129,29481,s
130,29491,.
131,781,"
"
132,781,"
"
133,29505,I
134,29510,'
135,29487,m
136,8968,glad
137,1246,we
138,1597,could
139,4110,discuss
140,23751,marine
141,2179,life
142,2439,without
143,1475,any
144,6401,reference
145,1066,to
146,1040,the
147,1122,for
148,21118,bidden
149,2618,term
150,29576,!
151,1815,If
152,1136,you
153,1274,have
154,1475,any
155,1567,other
156,4992,questions
157,29493,","
158,2369,feel
159,2701,free
160,1066,to
