0.05987737,0.013634994,0.0058782403,0.0011673725,0.004599003,0.020766038,0.0149383005,0.004793677,0.0046891263,0.061931755,0.010886252,0.035219807,0.010233878,0.01974922,0.0034640536,0.00225252,0.033553544,0.016023437,0.007322424,0.018404588
0.06883841,0.01354398,0.011836423,0.0049468596,0.014247917,0.024303861,0.08031735,0.012506212,0.014257147,0.019985436,0.057458274,0.06322937,0.08963558,0.08628807,0.182616,0.08719912,0.3974977,0.103934735,0.7218963,0.61819863
0.26488993,0.14619431,0.079260185,0.047018297,0.029238438,0.254964,0.2987322,0.13948417,0.17138048,0.103311494,0.43540072,0.24086791,0.16464637,0.2721226,0.39202142,0.19522798,0.20352812,0.11115373,0.51658916,0.47586143
0.59488916,0.46063378,0.658938,0.31949794,0.18485425,0.6186884,0.71616167,0.3339986,0.46606907,0.9505362,0.70434123,0.08368209,0.61496675,0.4253377,0.7594559,0.220548,0.23150586,0.07205401,0.06284644,0.632429
0.29750228,0.28592345,0.10326244,0.21807323,0.15437883,0.2742732,0.17447421,0.19202302,0.114703216,0.12835036,0.06922108,0.063380934,0.11190371,0.1354702,0.27710882,0.13578327,0.14208126,0.19751693,0.05931681,0.117753215
0.31673303,0.3002024,0.0137249,0.2860919,0.16775315,0.23148167,0.24414094,0.23718618,0.26349434,0.09181063,0.20387524,0.16608258,0.16121705,0.15987374,0.22664554,0.16964827,0.107685484,0.09738339,0.106189094,0.18081662
0.24983335,0.28514615,0.340012,0.26748753,0.19388385,0.24108598,0.29670358,0.22473103,0.35879275,0.327699,0.2815397,0.22167161,0.27016106,0.14474788,0.3150927,0.28223854,0.16962908,0.12833099,0.14316313,0.29518256
0.7026826,0.73496795,0.23802207,0.63762915,0.42005852,0.6777482,0.6213235,0.71732366,0.45525825,0.56129503,0.712512,0.51367843,0.54667175,0.52765644,0.6718199,0.54919887,0.4888383,0.6232741,0.62706774,0.44191375
0.12944993,0.14226343,0.07388497,0.12036635,0.08693467,0.122473314,0.09696103,0.109163254,0.09580402,0.046735298,0.13911654,0.19511487,0.092428684,0.17064685,0.1877711,0.15228662,0.09480611,0.13772206,0.1141675,0.12426377
0.050686635,0.046952035,0.15176658,0.045500055,0.050410956,0.07624186,0.057121057,0.0381175,0.036513455,0.36556,0.05703441,0.07104265,0.0804167,0.058464646,0.0524889,0.033986866,0.026136002,0.014409856,0.017625421,0.04232221
