step,token_id,decoded
1,28740,1
2,28723,.
3,21831,Impro
4,1800,ved
5,4148,card
6,18762,iov
7,28140,ascular
8,2528,health
9,28747,:
10,28187,Regular
11,9095,exercise
12,7263,helps
13,15974,strengthen
14,272,the
15,3031,heart
16,304,and
17,21123,reduces
18,272,the
19,4623,risk
20,302,of
21,3031,heart
22,8030,disease
23,28725,","
24,14684,stroke
25,28725,","
26,304,and
27,1486,high
28,4242,blood
29,6403,pressure
30,28723,.
31,13,"
"
32,28750,2
33,28723,.
34,1618,En
35,28716,h
36,3692,anced
37,12247,mood
38,28747,:
39,27134,Physical
40,6355,activity
41,21446,releases
42,948,end
43,7591,orph
44,1126,ins
45,28725,","
46,690,which
47,541,can
48,1316,help
49,7643,reduce
50,6727,stress
51,304,and
52,4916,improve
53,7544,overall
54,8057,mental
55,1162,well
56,28733,-
57,15823,being
58,28723,.
59,13,"
"
60,28770,3
61,28723,.
62,19785,Weight
63,5411,management
64,28747,:
65,1529,Ex
66,25451,ercise
67,7263,helps
68,5698,burn
69,24336,calories
70,304,and
71,14951,contribute
72,298,to
73,264,a
74,7783,healthy
75,4336,weight
76,28725,","
77,17032,reducing
78,272,the
79,4623,risk
80,302,of
81,818,ob
82,274,es
83,472,ity
84,304,and
85,5202,related
86,2528,health
87,4382,issues
88,28723,.
89,2,</s>
