step,entropy
0,
1,0.04962952
2,0.3248618
3,0.051236592
4,0.12383449
5,0.0014191716
6,0.006913533
7,0.035254635
8,1.3128948
9,0.025679287
10,0.085528105
11,0.30052283
12,0.29531628
13,0.59123164
14,0.00046021026
15,0.88261205
16,0.61036575
17,0.0015349308
18,0.0052895476
19,0.0046777087
20,0.0066434047
21,0.029507048
22,1.2702653
23,1.1791034
24,0.004072549
25,0.006663173
26,0.53245014
27,0.0006184373
28,0.0010142291
29,0.014969733
30,0.09027863
31,0.020422552
32,0.0011487801
33,1.1287744
34,8.55218e-06
35,0.0005726516
36,0.3591339
37,0.5771315
38,0.75654835
39,0.0041132052
40,0.4823405
41,0.081042975
42,0.00015549666
43,0.00028414794
44,0.00335733
45,0.43047863
46,0.34575096
47,0.24484327
48,0.929124
49,0.030215956
50,0.4831539
51,0.20910023
52,0.9145036
53,0.45197666
54,0.046789285
55,0.091495566
56,0.0014507967
57,0.00094890944
58,0.010832531
59,0.0015154643
60,0.00045292283
61,1.2038217
62,0.007307614
63,0.005526853
64,0.5478743
65,0.008890084
66,0.30075008
67,0.1609919
68,0.0026497743
69,0.6523388
70,1.3781164
71,0.005552754
72,0.7411616
73,0.20924278
74,0.45186675
75,0.27634773
76,0.7259018
77,0.00021203539
78,0.0036341227
79,0.002439752
80,0.29593247
81,4.690494e-06
82,7.370921e-06
83,0.6796018
84,0.6267835
85,0.08750905
86,0.46330202
87,0.03036005
88,0.009920493
