step,head_agreement
0,
1,0.14180036
2,0.12874608
3,0.16444914
4,0.28131375
5,0.33249018
6,0.3661387
7,0.1731504
8,0.19823933
9,0.21999897
10,0.27775505
11,0.27818617
12,0.19874385
13,0.22224009
14,0.27489775
15,0.15810923
16,0.17463985
17,0.23572609
18,0.26250374
19,0.19103532
20,0.1902045
21,0.15926549
22,0.18938874
23,0.2691936
24,0.2075328
25,0.29620183
26,0.20314823
27,0.21080448
28,0.13859956
29,0.18339537
30,0.25308773
31,0.19472373
32,0.20177352
33,0.2228126
34,0.16372284
35,0.22665665
36,0.26918194
37,0.18818748
38,0.24307927
39,0.164744
40,0.1617874
41,0.19905604
42,0.15288197
43,0.20782146
44,0.2503861
45,0.29856655
46,0.19980207
47,0.27572122
48,0.28793058
49,0.23812601
50,0.25995257
51,0.28196034
52,0.20638335
53,0.28013936
54,0.25638586
55,0.33066586
56,0.34116957
57,0.39942625
58,0.36186352
59,0.332132
60,0.17522116
61,0.2176121
62,0.15072015
63,0.12593868
64,0.23405255
65,0.20093913
66,0.1795973
67,0.22199656
68,0.3246246
69,0.31079772
70,0.2845738
71,0.18562172
72,0.3663571
73,0.3222675
74,0.3356417
75,0.32938716
76,0.338209
77,0.3503801
78,0.31686252
79,0.34031126
80,0.31154448
81,0.3630494
82,0.39355642
83,0.2516139
84,0.33603537
85,0.31896782
86,0.40589002
87,0.33903414
88,0.3406313
89,0.3315364
90,0.2586529
91,0.2677564
92,0.34492543
93,0.328483
94,0.3232983
95,0.37004703
96,0.19900948
97,0.17266268
