step,per_step_all,per_step_mid
0,0.12973577,0.14151599
1,0.08094681,0.071470626
2,0.07400665,0.0643773
3,0.11885625,0.12259427
4,0.088557385,0.08830349
5,0.0822957,0.080570884
6,0.07669838,0.06854548
7,0.07933823,0.07807254
8,0.08296942,0.08432711
9,0.09082087,0.095183685
10,0.096854284,0.10278725
11,0.11630231,0.122420184
12,0.09575191,0.09658332
13,0.08540868,0.08315914
14,0.08494695,0.08235229
15,0.0791536,0.07301616
16,0.08921841,0.09006139
17,0.09381814,0.094412684
18,0.10024494,0.09533984
19,0.095895186,0.09155666
20,0.10033171,0.099772304
21,0.10133175,0.10739151
22,0.10399488,0.106560856
23,0.089881144,0.0874269
24,0.08908191,0.08278372
25,0.08618563,0.0749403
26,0.08030617,0.07726449
27,0.07921421,0.077743545
28,0.07736607,0.07528042
29,0.08359979,0.08166536
30,0.077498965,0.074972406
31,0.089370914,0.09299538
32,0.077790044,0.08060109
33,0.07802818,0.079858474
34,0.083434954,0.082000844
35,0.08013052,0.08121452
36,0.0827637,0.083903186
37,0.0867347,0.08527701
38,0.09825069,0.09885306
39,0.09546794,0.09774082
40,0.09020279,0.09630017
41,0.09027875,0.09491622
42,0.091936834,0.094526835
43,0.093811154,0.09452906
44,0.104785554,0.10506764
45,0.10176361,0.10290494
46,0.10621499,0.111768864
47,0.106245264,0.105135486
48,0.09418958,0.09154987
49,0.102566235,0.1084507
50,0.09994513,0.10559263
51,0.110631935,0.11651032
52,0.110401064,0.11598105
53,0.10365764,0.108856395
54,0.09923274,0.105392866
55,0.0999072,0.10552091
56,0.1140159,0.12428782
57,0.11130003,0.124664925
58,0.11317407,0.12134735
59,0.10094274,0.10713301
60,0.08420776,0.08659465
61,0.07854234,0.07876878
62,0.089547396,0.09025959
63,0.09150286,0.093427256
64,0.09105715,0.08998492
65,0.09777521,0.096050784
66,0.09712783,0.10000455
67,0.11227225,0.11253652
68,0.102073565,0.107175544
69,0.1094087,0.11687846
70,0.119963236,0.12932977
71,0.12293278,0.13444923
72,0.10420725,0.11004085
73,0.105220124,0.11570771
74,0.09897493,0.10731307
75,0.08343503,0.082174376
76,0.10540608,0.09366452
77,0.0986861,0.10526395
78,0.086516745,0.087198555
79,0.11335629,0.12355928
80,0.12174646,0.13862723
81,0.10575711,0.11600911
82,0.11633481,0.12168055
83,0.073898815,0.070108265
84,0.070237786,0.07307952
85,0.07868624,0.07926163
86,0.08880713,0.091013476
87,0.09940037,0.10464816
88,0.08817201,0.092247896
89,0.08716621,0.08963185
90,0.09690646,0.10332663
91,0.09941089,0.111481406
92,0.09922653,0.104098745
93,0.088385016,0.09005728
94,0.09721039,0.10688076
95,0.09888439,0.10038665
96,0.10126461,0.10993583
97,0.08971252,0.095573194
98,0.09616259,0.09520442
99,0.10744192,0.114103176
100,0.09391181,0.087544434
101,0.10509967,0.10469434
102,0.11429528,0.12003538
103,0.1046446,0.11502058
