step,head_agreement
0,
1,0.22002347
2,0.42536852
3,0.47181106
4,0.4702938
5,0.27449238
6,0.47139478
7,0.28386557
8,0.41906866
9,0.31738397
10,0.56716406
11,0.5108613
12,0.3761873
13,0.45874593
14,0.6093485
15,0.5610438
16,0.5281797
17,0.55290276
18,0.42327216
19,0.2927949
20,0.5731992
21,0.5205494
22,0.320878
23,0.2992283
24,0.2905882
25,0.5457405
26,0.45655388
27,0.50113535
28,0.47905198
29,0.5481697
30,0.72875553
31,0.57398367
32,0.59232837
33,0.5139323
34,0.4738651
35,0.51846355
36,0.46404758
37,0.44438323
38,0.39897925
39,0.39816993
40,0.36189526
41,0.4719282
42,0.5238711
43,0.4462945
44,0.48415002
45,0.4211323
46,0.46709692
47,0.42274356
48,0.4016773
49,0.5570744
50,0.20118034
51,0.44417617
52,0.31688347
