step,token_id,decoded
1,2324,We
2,16895,celebrate
3,5950,birth
4,13298,days
5,390,as
6,264,a
7,1069,way
8,298,to
9,901,comm
10,28704,emor
11,380,ate
12,304,and
13,20199,acknowledge
14,272,the
15,21101,anniversary
16,302,of
17,264,a
18,1338,person
19,28742,'
20,28713,s
21,5950,birth
22,28723,.
23,661,It
24,349,is
25,264,a
26,2841,special
27,8778,occasion
28,369,that
29,14191,marks
30,272,the
31,15151,completion
32,302,of
33,1698,another
34,879,year
35,302,of
36,1411,life
37,28725,","
38,304,and
39,378,it
40,349,is
41,2608,often
42,20177,celebrated
43,395,with
44,15973,gifts
45,28725,","
46,14833,cake
47,28725,","
48,304,and
49,12649,fest
50,449,iv
51,1218,ities
52,28723,.
53,2,</s>
