step,token_id,decoded
1,1584,We
2,17052,brush
3,1581,our
4,9801,teeth
5,1066,to
6,9855,maintain
7,21978,oral
8,7289,hy
9,29489,g
10,7631,iene
11,29491,.
12,1619,This
13,6013,practice
14,8031,helps
15,6049,remove
16,1317,pl
17,14536,aque
18,29493,","
19,1032,a
20,7674,stick
21,29492,y
22,3734,film
23,1070,of
24,24806,bacteria
25,29493,","
26,1245,from
27,1040,the
28,9801,teeth
29,1072,and
30,1087,g
31,8378,ums
32,29493,","
33,26799,preventing
34,18729,tooth
35,15992,decay
36,1072,and
37,1087,g
38,1151,um
39,8798,disease
40,29491,.
41,1429,It
42,1603,also
43,29350,fres
44,8301,hens
45,6044,breath
46,1072,and
47,1447,cont
48,5070,ributes
49,1066,to
50,8312,overall
51,3296,health
52,29491,.
53,2,</s>
