step,entropy
0,
1,0.04462929
2,8.557048e-05
3,7.168425e-05
4,1.0353695
5,0.15109958
6,0.30762178
7,0.08489048
8,0.0006712261
9,2.294507e-05
10,1.1580021
11,1.3546622
12,1.5863918
13,0.29537785
14,0.5797359
15,0.85855246
16,0.0005264556
17,0.22716883
18,0.7412324
19,0.9227724
20,0.00019105806
21,0.114093274
22,0.20009649
23,0.0074468623
24,0.74295676
25,1.0967867
26,0.68367875
27,1.2120967
28,1.2889057
29,0.10830632
30,0.045862433
31,0.7854256
32,1.7614949
33,0.7462256
34,0.0011691872
35,0.23932599
36,0.2919937
37,0.00019876083
38,0.50828946
39,0.056876946
40,1.5061834
41,0.15474617
42,1.8455185
43,0.07066588
44,0.64787096
45,0.91808563
46,1.6840537
47,0.00019718915
48,0.00388738
49,0.7823463
50,0.29191586
51,1.557421
52,2.3245783
