step,head_agreement
0,
1,0.2701348
2,0.2145834
3,0.21007048
4,0.16505559
5,0.12506777
6,0.12337525
7,0.14723518
8,0.13334037
9,0.14443377
10,0.15073186
11,0.14213596
12,0.22998287
13,0.2130598
14,0.2682124
15,0.18434334
16,0.2175387
17,0.22175579
18,0.1947544
19,0.23767164
20,0.20347509
21,0.15775852
22,0.10403338
23,0.13977212
24,0.14895661
25,0.16758099
26,0.1828957
27,0.2095647
28,0.13485686
29,0.1495701
30,0.14378607
31,0.24161455
32,0.20342948
33,0.12136847
34,0.13617027
35,0.11086795
36,0.11692097
37,0.15857327
38,0.17132567
39,0.22774725
40,0.23924051
41,0.19564158
42,0.33764946
43,0.1469261
44,0.17572649
45,0.21083753
46,0.23486705
47,0.35656545
48,0.31156847
49,0.2628889
50,0.28928044
51,0.16709597
52,0.22671983
53,0.21524897
54,0.3893331
55,0.17641345
56,0.29361147
57,0.22277673
58,0.37390128
59,0.30553174
60,0.26491615
61,0.357479
62,0.33506018
63,0.41782573
64,0.3501845
65,0.33636433
66,0.35284802
67,0.32613662
68,0.3306225
69,0.3397566
70,0.44765654
71,0.33031395
72,0.39925283
73,0.36337757
74,0.42089775
75,0.39227852
76,0.31806076
77,0.20473503
78,0.21630652
79,0.11831687
80,0.19731195
81,0.23299155
82,0.16681238
83,0.33175236
84,0.34458697
85,0.21255963
86,0.17573126
87,0.21701963
88,0.25984368
89,0.31959197
90,0.4000757
91,0.40359092
92,0.40795246
93,0.32177812
94,0.2762978
95,0.25684813
96,0.27327898
97,0.3963363
98,0.34397033
99,0.29528457
100,0.29960945
101,0.3796793
102,0.13625653
103,0.385871
104,0.43373412
105,0.3171173
106,0.2865776
107,0.28037143
108,0.36328006
109,0.46072215
110,0.38911405
111,0.31811333
112,0.3990044
113,0.4693442
114,0.27214432
115,0.13954964
116,0.13523015
117,0.10494835
118,0.20894071
119,0.21918108
120,0.1348325
121,0.1627257
122,0.22012089
123,0.19328853
124,0.16691117
125,0.1537552
126,0.18560797
127,0.20788938
128,0.338041
129,0.17813848
130,0.1682753
131,0.23709565
132,0.29206276
133,0.20006767
134,0.2117864
135,0.2793401
136,0.37201422
137,0.33316198
138,0.18228835
139,0.20867844
140,0.21255502
141,0.26767734
142,0.27116698
143,0.09883616
144,0.2606706
145,0.32823944
146,0.40783158
147,0.23403485
148,0.3160286
149,0.28276917
150,0.38488978
151,0.42565697
152,0.40404198
153,0.1870218
154,0.3699074
155,0.43236336
156,0.43936357
157,0.23765436
158,0.2699468
