0.25755483,0.30813712,0.27384606,0.2989735,0.2781227,0.27431023,0.27127096,0.41608506,0.30764225,0.309844
0.021502536,0.051208794,0.05945386,0.044062097,0.037338957,0.023466067,0.024222128,0.037273735,0.030654147,0.029828884
0.016039252,0.024374917,0.07890379,0.06013684,0.07530076,0.010102712,-0.017992511,0.004924152,-0.023913465,0.008164369
0.0233319,0.011681143,0.03739221,0.039277606,0.034150098,0.04155923,0.028744712,0.0316993,0.03068526,0.028634045
-0.008545343,-0.012881458,0.043968394,0.06526052,0.07138084,0.063884296,0.027396332,0.027395718,-0.012793478,0.021735422
0.00354518,0.025126904,0.029797286,0.033542685,0.07444242,0.02257558,0.0074525997,-0.02849561,-0.06305113,0.032740515
0.021772414,0.04984627,0.061169337,0.029943917,0.0822705,-0.002633676,-0.0075134635,-0.020173296,-0.020304013,0.021587249
0.039048895,-0.006678909,0.12646899,0.18879583,0.22087274,-0.057926267,-0.07827679,-0.1302929,-0.13048133,0.0063902885
-0.025827877,-0.0729867,0.06456031,0.09404887,0.12742251,-0.05987881,-0.08026701,-0.08225067,-0.06611048,-0.02677112
0.024569973,-0.08933708,0.24255899,0.28277928,0.250099,-0.0045143366,-0.12024023,-0.098933265,-0.14094883,0.13846272
-0.08040419,-0.14475153,0.08649628,0.10859539,0.051364318,-0.05242595,-0.14997597,-0.07511574,-0.039774872,0.007532358
-0.06670183,-0.14173977,0.14998975,0.110315315,0.12689574,-0.100357026,-0.17634794,-0.0830632,-0.026866771,0.034924462
0.08956373,-0.045679152,0.39374635,0.25519946,0.26125437,-0.25811356,-0.18430795,-0.0018939823,-0.03075239,0.076349616
-0.27379566,-0.19536448,0.23901632,0.08498184,0.17285724,-0.18169951,-0.12555452,-0.07605907,-0.124862425,-0.015045926
-0.02427344,0.1392888,0.42724514,0.31269285,0.31139508,0.107706025,-0.014481932,-0.07150631,0.060689524,0.121848516
0.060731143,0.19524713,0.54588956,0.2634225,0.25191346,-0.22335663,-0.23583668,-0.09245069,-0.1269324,-0.039780915
0.04573056,0.1410685,0.36066887,0.17839256,0.05754809,-0.37985522,-0.2507472,-0.08599734,-0.1386008,-0.17209104
-0.06299247,-0.060185626,0.16171616,0.12295208,0.0354324,-0.11938675,-0.07959238,-0.050646216,-0.030349426,-0.06484779
-0.11578195,0.0027736723,0.14532119,0.17880206,0.0250732,-0.1439123,-0.11537458,-0.10709104,-0.083920956,0.012909099
-0.08923526,0.04578261,0.1321192,0.080979735,-0.028160572,-0.16266014,-0.16518968,-0.0923647,-0.008132607,-0.038275845
0.03617978,0.09611583,0.11509471,0.23710236,0.08498268,-0.03493502,-0.03188689,-0.056214124,-0.0069948956,0.023158342
-0.0849052,0.057454795,0.07326466,0.24002956,0.026850037,-0.034042403,-0.00028354675,-0.04818903,0.039801553,-0.007752329
0.020801798,0.07405761,0.04895268,0.14520778,0.05739826,-0.004815966,0.0037876666,-0.0044059455,0.05036332,0.04618983
0.04031245,0.0590671,0.020270666,0.074903816,0.09101193,0.032296248,0.014304608,0.021941125,0.081182875,0.0493125
-0.015241854,0.0035421178,0.031034248,0.0839061,-0.015936792,-0.027243853,0.005625285,-0.028481737,0.042896174,-0.0029028952
0.036841296,0.10498752,0.06237565,0.10340756,0.081095405,-0.034839343,0.00625737,0.040268775,0.050122894,0.043437988
-0.0011536479,0.046375126,0.062869236,0.12374448,0.06797486,0.012464099,0.030331597,0.03717535,0.051631607,0.06686244
0.043647543,0.07532719,0.06479655,0.09404569,0.12384936,0.04271857,0.054059893,0.076566026,0.11177784,0.089998476
0.035022162,0.122259945,0.14881052,0.27130792,0.12341002,0.0076995865,0.0002551973,0.00730104,0.052872986,0.10166028
-0.049272344,-0.002505809,0.077808075,0.14589515,0.05838327,0.0026783422,-0.06600247,-0.010423414,-0.023509443,-0.0109484345
0.013312966,0.13016976,0.17666301,0.24921876,0.15374407,-0.049305335,0.035010755,0.068005964,0.009581715,0.058203474
0.033960253,0.047379315,0.1647172,0.21648636,0.11510141,0.008966833,-0.027281508,-0.011831328,0.024402037,0.048508957
