0.051908333,0.04777936,0.069718204,0.053170603,0.07750381,0.028301647,0.03432414,0.030645149,0.039457392,0.072830215
0.27492437,0.25075573,0.7928158,0.28867206,0.41561738,0.10512124,0.15022734,0.31284586,0.18514696,0.2168126
0.07435114,0.14735584,0.24209149,0.22910509,0.22340168,0.17140514,0.14034337,0.15765269,0.12914836,0.14258741
0.68903935,0.64431024,0.5025514,0.24910952,0.22016534,0.09861242,0.1373862,0.38822266,0.18108806,0.23573573
0.10753417,0.2869825,0.32010967,0.29791775,0.31261143,0.088121876,0.12576644,0.2352526,0.13904157,0.13444728
0.23619409,0.26309755,0.33217576,0.12130532,0.21829246,0.034581356,0.083856456,0.31543913,0.12778911,0.107838824
0.47461253,0.3029263,0.21996412,0.054027922,0.21861953,0.056189913,0.07363476,0.15120807,0.078092955,0.09539262
0.14190874,0.10690388,0.75501096,0.34500003,0.23558547,0.0026599788,0.010218015,0.009251117,0.009678048,0.021398865
0.33213973,0.37257665,0.6419909,0.20960705,0.42984453,0.060220797,0.09561049,0.21301134,0.14494832,0.27898404
0.39378762,0.26730594,0.14873257,0.09918404,0.14493425,0.027360655,0.038353935,0.112126835,0.051096343,0.083811924
0.20326403,0.075192995,0.09119352,0.10563067,0.26871535,0.010389614,0.020232905,0.059127867,0.031190354,0.05265986
0.7327959,0.49789065,0.32675588,0.105172925,0.24305359,0.02797569,0.0639368,0.30193576,0.17554899,0.22636138
0.18532442,0.6761916,0.9503741,0.7960226,0.31932688,0.017068667,0.0074154423,0.04429179,0.017876996,0.009302721
0.31887817,0.92157626,0.7596392,0.7153266,0.21535762,0.04416368,0.03171695,0.08781373,0.0807683,0.07138753
0.6722614,0.53864604,0.8153284,0.6405727,0.30787194,0.020835677,0.019961897,0.13458592,0.058485508,0.06038544
0.17194365,0.39669463,0.3050932,0.07933945,0.060090974,0.019943433,0.018130513,0.04995995,0.021828104,0.017969405
0.21341664,0.3606632,0.22850478,0.1302031,0.03851563,0.061579805,0.042133622,0.17851304,0.08021553,0.022305178
0.06834841,0.15829676,0.09832724,0.6586921,0.03137722,0.013144122,0.02829038,0.086702585,0.07887749,0.040281907
0.24441648,0.17432049,0.075359024,0.053271238,0.094279006,0.037275176,0.08200159,0.05793574,0.071963064,0.07758523
0.4471841,0.76066613,0.08333506,0.28045627,0.13831262,0.16840275,0.32725263,0.68001795,0.28890693,0.2008687
0.28675544,0.5342013,0.74096346,0.41860953,0.3855214,0.16799212,0.19985145,0.33235773,0.20595612,0.22958536
0.008700235,0.009169104,0.22540885,0.06120758,0.21025786,0.002328123,0.010172042,0.04827392,0.012722201,0.0017620916
0.6630041,0.8946177,0.99489677,0.9154014,0.8944864,0.0045194332,0.01621225,0.14325985,0.0063451375,0.028293528
0.21629536,0.19014333,0.6042358,0.101399414,0.26625347,0.06827526,0.15014121,0.20592828,0.27719045,0.06292973
0.19995248,0.06612057,0.1611052,0.04736214,0.11444399,0.0048522567,0.01754411,0.057196546,0.017224357,0.008407866
0.08138019,0.17599235,0.6160769,0.33268037,0.45403048,0.0057072947,0.0067077386,0.044600036,0.010992873,0.015717795
0.5233923,0.28648484,0.27264273,0.42398137,0.31718698,0.3027266,0.3616374,0.5012965,0.31901413,0.33561274
0.69726974,0.50541145,0.47089458,0.39262363,0.57248294,0.019873671,0.07260609,0.22862045,0.035372864,0.09825483
0.15369768,0.15759617,0.5478562,0.1321855,0.16701537,0.0062420643,0.008084112,0.035562392,0.021751365,0.017383141
0.106206685,0.039653506,0.37693763,0.06908372,0.06494238,0.0008438407,0.0010376332,0.015413991,0.0041218284,0.0018963735
0.3499025,0.4651228,0.10208655,0.09371421,0.018830836,0.00022150461,0.0034374325,0.039881486,0.0079912245,0.0018650133
0.11145728,0.1317531,0.047399815,0.07059397,0.15562215,0.017713536,0.016014462,0.02893206,0.02255531,0.022139428
