k,cum_mean_std_all,cum_mean_std_mid
1,0.13967621,0.14644812
2,0.11823752,0.11392492
3,0.119348235,0.11989069
4,0.1125344,0.11307372
5,0.109383486,0.11045971
6,0.11000419,0.11207499
7,0.11338316,0.11702291
8,0.11341944,0.117143065
9,0.11270363,0.11733702
10,0.11294025,0.118694484
11,0.11317258,0.11917606
12,0.11354723,0.118907414
13,0.11347321,0.11723678
14,0.11318092,0.11688515
15,0.11297105,0.1166248
16,0.11153201,0.11506818
17,0.1098362,0.11305076
18,0.1080471,0.11059234
19,0.10636177,0.108271085
20,0.105521485,0.107047655
21,0.105144486,0.10687302
22,0.10439828,0.105955176
23,0.10385227,0.105128706
24,0.10299315,0.104124404
25,0.102846734,0.10400654
26,0.10233681,0.10341366
27,0.10190078,0.102950364
28,0.10123615,0.10228848
29,0.10269457,0.10413765
30,0.10233959,0.10377666
31,0.10204506,0.10342481
32,0.10186755,0.10308228
33,0.10144956,0.10265566
34,0.101038486,0.10225745
35,0.10032038,0.10139661
36,0.099825345,0.10092285
37,0.09953009,0.100717045
38,0.09998632,0.10134236
39,0.099631876,0.1007983
40,0.09872737,0.09978375
41,0.09848218,0.09959511
42,0.09842482,0.09944424
43,0.09815888,0.099098824
44,0.09802092,0.0989059
45,0.09771129,0.098472394
46,0.09724472,0.09792572
47,0.09670027,0.097216435
48,0.09623172,0.096642606
49,0.09569326,0.096004196
50,0.09518539,0.09537608
51,0.09460596,0.094757766
52,0.09430389,0.09432351
53,0.09375889,0.09367362
54,0.094892204,0.094910614
55,0.094389424,0.09433312
56,0.093938895,0.09388181
57,0.094008364,0.09404882
58,0.09393781,0.09398302
59,0.09377353,0.0938367
60,0.09396218,0.094134
61,0.09400306,0.094310164
62,0.093908474,0.09426841
63,0.09401677,0.094540775
64,0.09429739,0.09493598
65,0.09445326,0.09511471
66,0.09479397,0.09566375
67,0.09499682,0.09586807
68,0.09527665,0.096329704
69,0.095643,0.09692388
70,0.09576934,0.09717286
71,0.09607129,0.097489
72,0.096132174,0.097573176
73,0.09639573,0.097984634
74,0.09636172,0.09801929
75,0.09648509,0.09829554
76,0.09666602,0.098623
77,0.09676843,0.09875949
78,0.0968656,0.098911464
79,0.09685687,0.0989422
80,0.096779004,0.098840065
81,0.09693908,0.09907749
82,0.09702459,0.09926461
83,0.09702759,0.099305816
84,0.0970622,0.09917257
85,0.09695242,0.099063076
86,0.09709138,0.099279836
87,0.09702847,0.09925371
88,0.09668458,0.09883989
89,0.09700164,0.09922869
90,0.09779937,0.1000374
91,0.097694755,0.099940866
92,0.09798673,0.10032701
93,0.09812346,0.100546405
94,0.09840194,0.100871556
95,0.0982762,0.10074001
96,0.098353684,0.10092584
97,0.09846635,0.10115931
98,0.09866511,0.101401955
99,0.0987776,0.101575725
100,0.09887049,0.10171166
101,0.098964736,0.10183466
102,0.09914835,0.102049194
103,0.0991967,0.10212659
104,0.099213526,0.10215242
105,0.09943889,0.10251077
106,0.09959642,0.10274328
107,0.09968023,0.102888145
108,0.09969388,0.10296035
109,0.09988841,0.10328242
110,0.100149095,0.10364237
111,0.1002387,0.103798665
112,0.100404665,0.10405413
113,0.10068932,0.10445953
114,0.10085425,0.10471067
115,0.101063,0.10499167
116,0.100900955,0.104792625
117,0.1005705,0.10436096
118,0.10030092,0.10401171
119,0.10012395,0.10381107
120,0.099985555,0.10364866
121,0.09983654,0.10349005
122,0.09981072,0.103471026
123,0.099751696,0.10342124
124,0.09963369,0.10327307
125,0.099563725,0.10321793
126,0.09949774,0.103176124
127,0.0993856,0.103064865
128,0.09923189,0.1029142
129,0.09917387,0.102892734
130,0.099065594,0.1027886
131,0.09892374,0.10263395
132,0.09879727,0.10250058
133,0.09882055,0.102517046
134,0.09876378,0.10247196
135,0.098851025,0.10258341
136,0.098771475,0.10250546
137,0.09863805,0.10234302
138,0.09862913,0.102388434
139,0.09861366,0.10240637
140,0.09857061,0.10236224
141,0.09861561,0.10247599
142,0.098760456,0.10268493
143,0.09890651,0.102904014
144,0.09901944,0.10307965
145,0.09922718,0.10340821
146,0.09949181,0.10380929
147,0.0997364,0.10415961
148,0.0999382,0.10445717
149,0.10007043,0.10466349
150,0.10011492,0.10475058
151,0.100290984,0.104991995
152,0.10044903,0.10518725
153,0.10051285,0.105301075
154,0.10071081,0.10562149
155,0.10075407,0.105704606
156,0.10081006,0.105809726
