step,head_agreement
0,
1,0.19758013
2,0.23683432
3,0.17064506
4,0.15695488
5,0.167506
6,0.23112571
7,0.18938778
8,0.23252992
9,0.24767224
10,0.24666794
11,0.25699133
12,0.23057252
13,0.22463882
14,0.23817103
15,0.22841856
16,0.28811482
17,0.17236438
18,0.21077986
19,0.20320635
20,0.25913006
21,0.20858112
22,0.2477618
23,0.17199376
24,0.24893883
25,0.22174734
26,0.21009974
27,0.22310904
28,0.19644228
29,0.26679626
30,0.2343482
31,0.21967036
32,0.15532084
33,0.2204326
34,0.24891059
35,0.30051744
36,0.26257497
37,0.27379844
38,0.2875436
39,0.2970166
40,0.28841037
41,0.28915143
42,0.26410347
43,0.28614503
44,0.21134378
45,0.19885103
