0.038435522,0.026947606,0.30076402,0.15920383,0.19874108,0.14364329,0.025040979,0.04904276,0.04382705,0.030932875,0.07593554,0.020755943,0.042975336,0.051441394,0.07627649,0.041132227,0.027805414,0.045466136,0.03363766,0.07403769,0.0367588,0.079981536,0.09007144,0.18843372,0.04694574,0.044881206,0.22928883,0.07379038,0.051181104,0.06295396,0.16586569,0.06313946,0.04455233,0.13628283,0.100476764,0.09286693,0.12734598,0.086201526,0.1423228,0.041103363,0.01925107,0.16760692,0.038339447,0.10314811,0.21409744,0.1176978
0.40914094,0.34484437,0.29317293,0.21732895,0.28560317,0.33436045,0.45122877,0.44756448,0.5014334,0.44369343,0.28753972,0.2802211,0.39568037,0.34259117,0.37506044,0.33152047,0.25846145,0.41906512,0.41169703,0.34604156,0.33785388,0.55232805,0.47164595,0.36724186,0.27944463,0.3872109,0.3493409,0.44931763,0.34216693,0.24614172,0.34388626,0.20023614,0.18257634,0.27687138,0.2593891,0.28529564,0.5119828,0.5083383,0.51955235,0.3720186,0.4253367,0.43860355,0.41661495,0.44139773,0.4114012,0.2908758
0.061372984,0.08703918,0.23997378,0.14655544,0.33113292,0.13219157,0.050207064,0.08002974,0.129425,0.046314705,0.13980237,0.092584416,0.07027937,0.10188421,0.17815119,0.072617285,0.13884245,0.10543333,0.09397442,0.15978484,0.16645835,0.1056343,0.09164378,0.11518063,0.075199455,0.06276475,0.1481142,0.2007867,0.07278379,0.040329807,0.09425239,0.10531001,0.05931269,0.120370336,0.12357482,0.08574618,0.1649959,0.10872521,0.14116724,0.077845946,0.031356294,0.16421072,0.071196824,0.1762191,0.4608844,0.25274613
0.07411715,0.052911106,0.18480529,0.106352404,0.15546727,0.12844163,0.08115411,0.071002975,0.12557039,0.062294472,0.075945705,0.03559809,0.14126295,0.09454573,0.13002193,0.1048769,0.154416,0.13347124,0.09604314,0.100215055,0.12754773,0.16317204,0.1520138,0.097481936,0.120327786,0.0935977,0.14343771,0.14553978,0.04707983,0.08347898,0.1648582,0.061076045,0.045011297,0.06322861,0.118827686,0.08600949,0.18651578,0.24363366,0.25011578,0.111521736,0.20068519,0.17111114,0.16170552,0.2053091,0.17799439,0.08526136
0.025198469,0.068387456,0.12496209,0.11082716,0.09992435,0.14086246,0.04166243,0.06823941,0.030017462,0.033418562,0.047545917,0.03002328,0.04032578,0.022229739,0.06832275,0.08446123,0.06941849,0.10096489,0.09845104,0.10124963,0.083273016,0.09282612,0.12737945,0.04181074,0.07421268,0.07567424,0.071126565,0.033344734,0.052986827,0.034606118,0.07227204,0.081091054,0.048118304,0.032308966,0.081345,0.080284536,0.07604815,0.081108786,0.15561518,0.07719144,0.120830216,0.12839888,0.03652422,0.13048232,0.103276536,0.023226716
0.38560924,0.55945224,0.9565318,0.86122704,0.90219945,0.7331163,0.22367321,0.15033624,0.19055538,0.058898445,0.110143706,0.18809056,0.4155212,0.54903376,0.5370589,0.6625832,0.7442441,0.60810745,0.31304273,0.5596317,0.47434044,0.70146364,0.7875379,0.58392084,0.4864549,0.34930056,0.52185935,0.5109566,0.34726596,0.23421086,0.7180935,0.8847221,0.88570267,0.4547216,0.8584061,0.21862185,0.3757041,0.28404066,0.4119014,0.14443554,0.18968445,0.3245967,0.3924691,0.25482774,0.23275745,0.40978396
0.016204018,0.027731124,0.06635963,0.039102193,0.056227103,0.033257682,0.028757706,0.048816014,0.029029397,0.0037906219,0.022156097,0.0128681,0.029647741,0.029210927,0.047406554,0.021536713,0.028204499,0.030417383,0.03136754,0.0145154735,0.037139177,0.034255058,0.018197654,0.03520578,0.07638518,0.04578887,0.020358149,0.040402595,0.025407217,0.018838465,0.028028058,0.01630205,0.013477603,0.03387936,0.017467348,0.011351137,0.022135979,0.04939531,0.051324874,0.036041427,0.053194772,0.041000064,0.030674314,0.045301154,0.07931067,0.01133372
0.16155103,0.21107143,0.4126552,0.7132071,0.55783796,0.50199735,0.21325064,0.07150553,0.1493572,0.06592838,0.16441955,0.09427096,0.22881949,0.20319588,0.47737825,0.30694073,0.6246569,0.41096097,0.36197484,0.34308282,0.58389914,0.37746546,0.4601991,0.37900594,0.22455242,0.15469837,0.3401625,0.5494986,0.18636104,0.09387243,0.3282014,0.5488586,0.33842322,0.24085708,0.43007135,0.1858594,0.24891977,0.19118166,0.3044615,0.07325533,0.06206013,0.32339132,0.15194292,0.3884036,0.57050824,0.46259263
0.11997461,0.106204666,0.32741866,0.15534873,0.17484298,0.114744544,0.101113014,0.08044421,0.07087756,0.04269127,0.09854028,0.043697122,0.056260623,0.1349868,0.16732045,0.13416414,0.1874295,0.12385635,0.08156031,0.065329455,0.16718237,0.17294124,0.15734388,0.11505701,0.109634586,0.12340466,0.13459626,0.16422448,0.10069591,0.059582062,0.12726744,0.05554548,0.044189956,0.048154037,0.08537127,0.07058399,0.14706053,0.16912548,0.24778174,0.10472069,0.060471747,0.28470185,0.11719567,0.26666534,0.26273993,0.09101531
0.22779684,0.13796297,0.3748473,0.10082436,0.14920855,0.14661823,0.14782023,0.112778775,0.19822802,0.06862111,0.15353538,0.14189677,0.13321479,0.14790294,0.25125462,0.21500683,0.20549819,0.33332023,0.2936499,0.28485617,0.33283544,0.22358666,0.16612771,0.17874978,0.18605101,0.18570282,0.22395816,0.33018106,0.12871344,0.21414672,0.20197901,0.17115286,0.15024106,0.21695611,0.16981052,0.120543,0.1544846,0.193885,0.22684118,0.18256056,0.22296487,0.27715683,0.14681916,0.20782577,0.2826369,0.21201432
0.11684638,0.086816505,0.18251096,0.096088596,0.14351465,0.06652249,0.04773568,0.08472539,0.118471146,0.060220163,0.12794939,0.04632257,0.048167408,0.04043088,0.04092141,0.047065422,0.065531,0.0580362,0.029034883,0.1864293,0.0499449,0.063050315,0.05865372,0.035246797,0.03527747,0.038928367,0.03523625,0.057833582,0.07988014,0.044121843,0.057070795,0.03058126,0.03720882,0.059154153,0.04386224,0.033480417,0.085289255,0.065803654,0.098842986,0.08414204,0.06709442,0.12204351,0.035222664,0.052962203,0.0524093,0.04185561
0.04042337,0.035421543,0.7930666,0.39814347,0.5639095,0.19550927,0.04889394,0.11763372,0.087821074,0.079505965,0.09408895,0.052285835,0.11932359,0.13268481,0.095339686,0.10555527,0.072954156,0.093945235,0.081025615,0.19647932,0.066012695,0.0812698,0.06585982,0.10045703,0.06495836,0.064062454,0.10241637,0.06761125,0.035342056,0.07495463,0.09076052,0.098644644,0.057228107,0.17161252,0.069490306,0.038668025,0.05296349,0.030631412,0.062637456,0.034517184,0.042685606,0.053702474,0.018269856,0.028011428,0.046840508,0.038973268
0.10676348,0.07393033,0.1386137,0.12260886,0.13948794,0.29843682,0.039906383,0.040765584,0.08404704,0.04841121,0.1611297,0.07418963,0.11933573,0.17244168,0.23648454,0.27198312,0.3751902,0.22483557,0.14100672,0.2353035,0.26734582,0.47195354,0.3955448,0.25902817,0.29038805,0.3300229,0.33122665,0.15073667,0.24333738,0.0757646,0.20505123,0.24078287,0.15272874,0.11211735,0.1280379,0.05560023,0.1259911,0.1340595,0.21084227,0.03476927,0.035793014,0.18432346,0.09344771,0.22555494,0.3249228,0.073434874
0.07737952,0.04941249,0.41113082,0.067415886,0.16495389,0.2832988,0.04089709,0.055958547,0.034680706,0.066802,0.14862698,0.04622674,0.060686223,0.14689374,0.22492217,0.35152867,0.08103274,0.23575924,0.12998301,0.14452687,0.05767817,0.28922024,0.43397808,0.07784622,0.07617466,0.0934405,0.13291429,0.03259932,0.047311854,0.020154597,0.19048959,0.15159519,0.074249715,0.113059066,0.1268637,0.07796748,0.31760022,0.19158387,0.3673941,0.05529146,0.106471114,0.11070935,0.13074821,0.11621672,0.034959115,0.06295149
0.17356952,0.077993914,0.40160716,0.10348806,0.1535245,0.092012644,0.025434436,0.03826481,0.052216608,0.02547691,0.12448852,0.021165682,0.11551456,0.18585035,0.2286618,0.273476,0.1863997,0.2879681,0.16811185,0.1742346,0.22197503,0.20789708,0.27538472,0.12488936,0.0646461,0.084507585,0.18412687,0.18055098,0.16667365,0.102661885,0.1569377,0.2386223,0.09345242,0.17921975,0.11979959,0.12934071,0.39018935,0.31258628,0.4378896,0.19710961,0.17196965,0.44718894,0.23210752,0.24140096,0.16955388,0.08658666
0.038080562,0.053159855,0.038787603,0.033766385,0.053499673,0.1781471,0.03899127,0.020275977,0.017005976,0.014465676,0.06267846,0.016883567,0.03946014,0.08012932,0.09650505,0.0724871,0.011764263,0.06413285,0.032195628,0.054454528,0.018681513,0.03650832,0.056979228,0.021816082,0.034803994,0.039013393,0.025941232,0.015957521,0.037175223,0.043499414,0.047693864,0.071760826,0.019515209,0.032143567,0.05812979,0.038923834,0.06951598,0.045765366,0.10109155,0.03602798,0.06629391,0.057013195,0.04621804,0.078235485,0.07042453,0.012135382
0.13137507,0.13826369,0.26635283,0.15077777,0.22358368,0.34406307,0.11046102,0.23668839,0.14498167,0.26602042,0.25496176,0.123890325,0.3263722,0.3505086,0.23881452,0.22524846,0.22366408,0.2298977,0.22584915,0.30185032,0.29041627,0.40361685,0.28893638,0.18349016,0.20181702,0.23387772,0.24730845,0.18450893,0.17573239,0.19484925,0.3000005,0.42504108,0.33983418,0.2874505,0.30333924,0.18850766,0.43031728,0.36243725,0.30226305,0.205409,0.17366107,0.30974188,0.26548287,0.22369954,0.16219503,0.16812068
