step,per_step_all,per_step_mid
0,0.12975357,0.14240573
1,0.118284754,0.120722406
2,0.097540155,0.09976373
3,0.0799665,0.08084753
4,0.0916025,0.08827667
5,0.110106625,0.11788116
6,0.0946938,0.092516325
7,0.11621565,0.120642476
8,0.12991022,0.14656162
9,0.13070245,0.14159954
10,0.119332284,0.13027874
11,0.119481705,0.1257997
12,0.11116051,0.11684401
13,0.12753987,0.1394529
14,0.119021885,0.12626265
15,0.11605865,0.12378159
16,0.100591436,0.09979565
17,0.12539789,0.13110316
18,0.07096688,0.061067093
19,0.091530696,0.094870284
20,0.078998744,0.076138884
21,0.07530697,0.06949085
22,0.078217566,0.07458894
23,0.10543405,0.10799407
24,0.10809376,0.10688796
25,0.10648284,0.109770805
26,0.10919487,0.109621026
27,0.11884004,0.12429357
28,0.09538431,0.09440026
29,0.09564185,0.09410198
30,0.11047208,0.11203663
31,0.108387776,0.11517255
32,0.10290633,0.10789058
33,0.13174176,0.14577925
34,0.11858706,0.12852733
35,0.10443538,0.11199066
36,0.12606402,0.13799669
37,0.09775152,0.10346193
38,0.105446875,0.103091784
39,0.11143622,0.111202694
40,0.11786991,0.12370603
41,0.08082629,0.08164681
42,0.08093153,0.07762687
43,0.083443485,0.074394345
44,0.09578798,0.100345686
45,0.114255235,0.123769715
46,0.10000191,0.09969971
47,0.099033155,0.10005546
48,0.10541818,0.1078628
49,0.11335386,0.11872361
50,0.12020036,0.1304643
51,0.10826538,0.10889752
52,0.118488595,0.12621722
53,0.12078633,0.12607345
54,0.11373635,0.11552005
55,0.11892485,0.1274098
56,0.14185208,0.16236956
57,0.15078813,0.15407468
58,0.14482771,0.16309352
59,0.13511366,0.15259562
60,0.13576758,0.14889613
61,0.13950294,0.15361136
62,0.11778795,0.12105155
63,0.10081335,0.104900844
64,0.117791034,0.12984517
65,0.11414772,0.1240214
66,0.13223787,0.140882
67,0.12497738,0.13458228
68,0.12566042,0.14016272
69,0.11317283,0.11532898
70,0.08936677,0.085332304
71,0.10564533,0.106780104
72,0.10946514,0.10648632
73,0.11640317,0.12021844
74,0.09659512,0.09167435
75,0.102938846,0.10406723
76,0.11576885,0.12169003
77,0.10565653,0.1113178
78,0.116244294,0.12680565
79,0.1166035,0.12442461
80,0.106583394,0.11201578
81,0.093565814,0.10011747
82,0.098662466,0.10368679
83,0.10484593,0.10656955
84,0.11482717,0.12473934
85,0.14398338,0.1619741
86,0.15224348,0.17110647
87,0.14466222,0.15904161
88,0.1247319,0.13209209
89,0.14253657,0.16191657
90,0.1330058,0.14234664
91,0.14542873,0.15707365
92,0.13139594,0.14813922
93,0.11259994,0.117417686
94,0.12020271,0.12483995
95,0.13672765,0.15086164
96,0.10074691,0.10585582
97,0.1279341,0.14228617
98,0.18179508,0.19202906
99,0.20224062,0.21530539
100,0.16164479,0.15325303
101,0.15611036,0.15977523
102,0.16361466,0.17764689
103,0.11747306,0.11631074
104,0.103798546,0.10561078
105,0.115130536,0.1154999
