k,cum_mean_std_all,cum_mean_std_mid
1,0.12959571,0.13075164
2,0.11383611,0.10852565
3,0.11520699,0.11372317
4,0.11013385,0.10981456
5,0.10798582,0.108796634
6,0.10438072,0.10514607
7,0.10140884,0.10251028
8,0.1000137,0.101594426
9,0.10040789,0.102788955
10,0.10176654,0.10233422
11,0.10182381,0.10335524
12,0.09912159,0.10002392
13,0.09639335,0.09683175
14,0.09488759,0.09528625
15,0.094826534,0.09553298
16,0.094249606,0.095227405
17,0.09501099,0.09633984
18,0.09461292,0.096139975
19,0.09536124,0.097599134
20,0.09530681,0.09782385
21,0.095202744,0.09791331
22,0.09538364,0.098211534
23,0.09409124,0.09673616
24,0.0935435,0.09622276
25,0.094174005,0.09695523
26,0.09426609,0.096861646
27,0.0970816,0.100042626
28,0.09707665,0.10014175
29,0.09813388,0.101744115
30,0.09743479,0.10085191
31,0.098037876,0.10175211
32,0.09799305,0.10179445
33,0.09768743,0.10111112
34,0.098153956,0.101545244
35,0.09811793,0.10160683
36,0.097626396,0.10077252
37,0.09725645,0.10009954
38,0.096805535,0.09951739
39,0.0964402,0.09899977
40,0.095954485,0.098399
41,0.09541208,0.09783023
42,0.09531995,0.097793184
43,0.095785454,0.09855257
44,0.09541426,0.09808027
45,0.09503693,0.09758118
46,0.09473734,0.097251624
47,0.094397835,0.09685794
48,0.09402746,0.09646556
49,0.093757115,0.09623226
50,0.09406172,0.09673977
51,0.09427064,0.096937835
52,0.0944552,0.097205766
53,0.09470687,0.09739929
54,0.09506004,0.09768392
55,0.095419034,0.09814495
56,0.095793955,0.098675855
57,0.096151434,0.099221215
58,0.096455686,0.09974263
59,0.09688574,0.10029498
60,0.09696033,0.10045629
61,0.09732065,0.10104945
62,0.09759705,0.101499125
63,0.09781903,0.10179603
64,0.09775494,0.10173163
65,0.097838044,0.10183922
66,0.09762832,0.10161226
67,0.09789243,0.10201494
68,0.098460816,0.10278006
69,0.09892701,0.10323774
70,0.0991043,0.10351044
71,0.099532194,0.1039979
72,0.09971085,0.1041075
73,0.09999692,0.104546756
74,0.100177184,0.10482409
75,0.10048012,0.1052294
76,0.10097299,0.10582374
77,0.10138539,0.106356636
78,0.10173996,0.10685646
79,0.10193171,0.10715107
80,0.10216117,0.10743406
81,0.102132834,0.10739325
82,0.102301456,0.10762232
83,0.10248896,0.107895896
84,0.10267814,0.10809599
85,0.10290735,0.108394265
86,0.10287235,0.108329654
87,0.10302074,0.108513035
88,0.10283945,0.1083211
89,0.10310752,0.10871774
90,0.103374526,0.109030396
91,0.1034773,0.10914292
92,0.10316115,0.10872327
93,0.10332219,0.10887636
94,0.103464834,0.109000705
95,0.103616394,0.10921481
96,0.10388882,0.109599136
97,0.10399039,0.10974964
98,0.10390249,0.109659
99,0.10376566,0.109505616
100,0.10381226,0.109619714
101,0.104082875,0.1100159
102,0.10445007,0.11054653
103,0.10475174,0.111008376
104,0.10509522,0.11147941
105,0.10528885,0.11170901
106,0.105458416,0.11190795
107,0.105691895,0.112257324
108,0.10589661,0.11255304
109,0.10619948,0.11299178
110,0.1063904,0.11323443
111,0.10636745,0.11311864
112,0.106554866,0.11342881
113,0.10678779,0.11372642
114,0.1069221,0.11389837
115,0.10705644,0.11406487
116,0.10703963,0.11404238
117,0.106918134,0.11385955
118,0.10674783,0.113633886
119,0.106772654,0.11363696
120,0.10658415,0.11335025
121,0.10632989,0.11302111
122,0.106229156,0.11283735
123,0.10617715,0.112730026
124,0.10604731,0.112545714
125,0.1060633,0.11259253
126,0.1061367,0.11271104
127,0.10618584,0.112775944
128,0.106298536,0.1129061
129,0.10632467,0.11295203
130,0.10628201,0.11292789
131,0.10615473,0.11275994
132,0.10595222,0.11245153
133,0.10579866,0.1122698
134,0.105666704,0.11205403
135,0.10543719,0.11173043
136,0.105199404,0.111428164
137,0.10497871,0.11115918
138,0.104841225,0.111012235
139,0.10457744,0.11070282
140,0.10432509,0.11041615
141,0.10416655,0.11020528
142,0.1039526,0.10993069
143,0.10371109,0.109606154
144,0.103485376,0.109324425
145,0.1032876,0.109073676
146,0.103132546,0.10883955
147,0.10296627,0.10858965
148,0.10275116,0.10829567
149,0.10256708,0.108023226
150,0.102395,0.10780126
151,0.102316044,0.107689045
152,0.10214111,0.1074728
153,0.10204507,0.107328504
154,0.10199538,0.10728799
155,0.101854235,0.10705904
156,0.10177322,0.106934644
157,0.10164804,0.10678351
158,0.101449825,0.106492124
159,0.1012553,0.10624034
