step,entropy
0,
1,0.5623847
2,0.15594003
3,0.00069958885
4,0.84337896
5,0.000118959884
6,0.79330957
7,1.066182
8,1.1413212
9,0.16000539
10,0.71062315
11,1.0843486
12,1.1670369
13,0.00050068554
14,0.17322332
15,0.05877722
16,1.3342845
17,0.75416136
18,1.966301e-05
19,0.14263132
20,0.019142697
21,0.018877286
22,1.1725262
23,0.5346135
24,2.2312179
25,3.9445113e-05
26,0.013906635
27,0.00057232706
28,0.91008055
29,7.0475235e-06
30,1.2025617
31,0.9284439
32,2.0482168
33,0.07145549
34,0.0013273461
35,0.0008708597
36,0.015530258
37,0.9322403
38,0.7011322
39,0.92759466
40,0.5636329
41,2.0867
42,0.47298408
43,0.76794434
44,0.014659472
45,0.71731985
46,1.1884649
47,0.39105618
48,2.4156852e-05
49,0.8355285
50,0.48102987
51,0.4133931
52,0.002592637
53,0.59292275
54,1.0158336
55,0.00012205151
56,1.9874487
57,0.01926826
58,0.06881905
59,9.957868e-05
60,1.7658839
61,0.0023700753
62,1.5373416
63,1.9355488
64,0.0011069111
65,0.12562051
66,1.3047992
67,2.3875666e-06
68,0.4476742
69,1.337239
70,2.6192875
71,0.8834498
72,0.972271
73,1.5089402
74,0.37031898
75,0.9836247
76,0.6018127
77,1.8031499
78,0.73006034
79,0.14074878
80,0.2821956
81,1.8853402
82,2.4500608
83,1.6943886
84,1.1439629
85,0.00019326751
86,1.5110055
87,1.2209005
88,0.90325767
89,0.0047310367
90,0.008999714
91,0.3680813
92,0.44171792
93,0.7388011
94,0.9934337
95,0.75746274
96,1.7499646
97,1.8555379
98,2.0452402
99,1.4184549
100,1.2247825
101,0.95856243
102,0.47487038
103,0.17579982
104,1.0976685
105,1.7173868e-05
106,0.46255404
107,0.8020319
108,0.0009705167
109,0.00027690438
110,0.0057464275
111,0.000937661
112,1.7612429
113,0.48146537
114,0.42871132
115,0.29187962
116,0.11322478
117,2.2338703
118,9.636976e-06
119,0.3887868
120,2.346474
121,0.0016864662
122,0.060674544
123,0.0027617237
124,0.27865505
125,1.0101814
126,0.25255156
127,0.5231463
128,0.16337216
129,0.4078756
130,0.0002636105
131,0.017569596
132,0.0045545
133,0.16469267
134,1.0564901
135,0.32026336
136,1.9488682
137,0.54549867
138,0.34865502
139,0.92973286
140,0.0002555238
141,0.18579243
142,0.0012798352
143,0.46324152
144,0.00014303882
145,1.0525455
146,0.09451757
147,0.30703577
148,0.24158365
149,1.2744784e-05
150,0.8530278
151,2.7526072e-05
152,0.44800377
153,2.3268144
154,0.099796735
155,0.032148585
156,0.84738016
157,0.44607374
158,0.9403639
159,0.8379966
