step,head_agreement
0,
1,0.28308845
2,0.29639718
3,0.34038112
4,0.28375566
5,0.3806527
6,0.56040573
7,0.59278685
8,0.5421978
9,0.61197454
10,0.49864075
11,0.3129777
12,0.6258851
13,0.52319854
14,0.44022998
15,0.43999645
16,0.5348495
17,0.5403008
18,0.70691615
19,0.47007424
20,0.33406898
21,0.31133103
22,0.64013696
23,0.48565853
24,0.5394619
25,0.47464415
26,0.4909063
27,0.5437398
28,0.41632676
29,0.39282787
30,0.5111303
31,0.53451645
32,0.4338585
33,0.4355338
34,0.4993429
35,0.523986
36,0.38655326
37,0.573532
38,0.532312
39,0.7243994
40,0.45111516
41,0.46269906
42,0.49500176
43,0.44660804
44,0.472704
45,0.46428704
46,0.3874316
47,0.36134082
48,0.59202707
49,0.50500154
50,0.7116821
51,0.47072208
52,0.3167116
53,0.612327
54,0.47752345
55,0.35676694
56,0.4598914
57,0.41592756
58,0.5012335
59,0.47967416
60,0.40654638
61,0.41702288
62,0.40741596
63,0.4880525
64,0.43973458
65,0.45412204
66,0.41850948
67,0.5428706
68,0.54658246
69,0.3762384
70,0.38629445
71,0.40506056
72,0.44623542
73,0.46328798
74,0.47762394
75,0.45431715
76,0.4321397
77,0.41297665
78,0.41904595
79,0.5949849
80,0.4342073
81,0.3012971
