step,token_id,decoded
1,1980,Se
2,4963,asons
3,2268,change
4,2940,due
5,298,to
6,272,the
7,24758,tilt
8,302,of
9,272,the
10,8599,Earth
11,28742,'
12,28713,s
13,11022,axis
14,304,and
15,871,its
16,18547,orbit
17,1401,around
18,272,the
19,7057,Sun
20,28723,.
21,1136,As
22,272,the
23,8599,Earth
24,11662,moves
25,297,in
26,871,its
27,18547,orbit
28,28725,","
29,1581,different
30,5099,parts
31,302,of
32,378,it
33,460,are
34,7887,closer
35,298,to
36,442,or
37,20936,farther
38,477,from
39,272,the
40,7057,Sun
41,28725,","
42,13098,causing
43,4435,changes
44,297,in
45,7641,temperature
46,28723,.
47,415,The
48,24758,tilt
49,302,of
50,272,the
51,8599,Earth
52,28742,'
53,28713,s
54,11022,axis
55,2825,means
56,369,that
57,1581,different
58,10542,regions
59,5556,receive
60,680,more
61,442,or
62,2108,less
63,22950,sunlight
64,438,at
65,1581,different
66,2421,times
67,302,of
68,272,the
69,879,year
70,28725,","
71,5374,leading
72,298,to
73,3302,season
74,282,al
75,19718,variations
76,297,in
77,7641,temperature
78,304,and
79,27640,precip
80,5174,itation
81,28723,.
82,2,</s>
